taxon,average_distance,comparison,sample_id
483218,3.874690993255829,D-2 vs 12-0,D-2
483215,7.0725034557924875,D-2 vs 12-0,D-2
483217,9.321042211290003,D-2 vs 12-0,D-2
511680,3.5551847047461225,D-2 vs 12-0,D-2
500632,3.6390076247410597,D-2 vs 12-0,D-2
515620,13.494357195324778,D-2 vs 12-0,D-2
515619,6.658410450580485,D-2 vs 12-0,D-2
518637,1.8063814093209651,D-2 vs 12-0,D-2
518636,6.870638583252381,D-2 vs 12-0,D-2
536231,12.450620378786423,D-2 vs 12-0,D-2
537011,4.164225938808516,D-2 vs 12-0,D-2
537007,4.077045265935642,D-2 vs 12-0,D-2
547042,6.499936007535278,D-2 vs 12-0,D-2
545696,2.38746458573223,D-2 vs 12-0,D-2
552398,5.913449390990499,D-2 vs 12-0,D-2
548480,1.8965818341531524,D-2 vs 12-0,D-2
556259,7.114792235047332,D-2 vs 12-0,D-2
556258,6.574783619686701,D-2 vs 12-0,D-2
563193,6.137774570532734,D-2 vs 12-0,D-2
566550,2.5467200434094828,D-2 vs 12-0,D-2
585394,6.7233200241808415,D-2 vs 12-0,D-2
592028,12.077228409847141,D-2 vs 12-0,D-2
585543,11.514813477224607,D-2 vs 12-0,D-2
622312,8.454076624249684,D-2 vs 12-0,D-2
585544,7.291878437798502,D-2 vs 12-0,D-2
645463,2.5857573882383207,D-2 vs 12-0,D-2
649757,3.7423601791330285,D-2 vs 12-0,D-2
657314,4.957135288440678,D-2 vs 12-0,D-2
657309,9.930272797783276,D-2 vs 12-0,D-2
657317,6.588801529399737,D-2 vs 12-0,D-2
657313,4.737856766724141,D-2 vs 12-0,D-2
657319,2.8643760114369834,D-2 vs 12-0,D-2
657321,3.3694720081907006,D-2 vs 12-0,D-2
657322,8.874325604109497,D-2 vs 12-0,D-2
657323,5.224164993101129,D-2 vs 12-0,D-2
679935,7.28290164907136,D-2 vs 12-0,D-2
658089,4.095060481763691,D-2 vs 12-0,D-2
665951,5.1420338456612065,D-2 vs 12-0,D-2
709991,9.077305854251941,D-2 vs 12-0,D-2
702447,7.210707301330144,D-2 vs 12-0,D-2
702443,11.09398364104655,D-2 vs 12-0,D-2
702444,6.539442275962853,D-2 vs 12-0,D-2
717959,12.628920218582556,D-2 vs 12-0,D-2
717960,3.6302055987663393,D-2 vs 12-0,D-2
717962,5.839774213294225,D-2 vs 12-0,D-2
