taxon,distance,independence,mean_d0_abundance,diversity_ratio,log_fold_change,colonization_binary
AZC3J_1,0.364757331518512,16.05,0.00100544304347056,0.905317400928128,0.0158514283618876,0
AZC3J_6,1.84543441151007,11.81,0.00066957213189169,0.905317400928128,-0.204818301312108,0
AZC3J_9,0.264587675603178,14.83,0.0004620468063134,0.905317400928128,0.181546677765822,0
AZC3J_20,0.387495501379482,13.66,0.00012723591193733,0.905317400928128,0.258587582500373,0
AZC3J_21,0.265952320993981,15,0.0010055084845349,0.905317400928128,-0.993543167198613,0
AZC3J_25,0.744189385472215,8.8,2.14736444992e-06,0.905317400928128,-0.205768584792723,0
AZC3J_26,0.303591359633453,15.35,0.00017521632487669,0.905317400928128,0.299880763529351,0
AZC3J_32,0.357841695243525,21.22,0.00065942580121141,0.905317400928128,0.69304055357123,0
AZC3J_45,0.289891552841669,13.71,0.0006815351114984,0.905317400928128,-0.454868950149359,0
AZC3J_49,1.70059592362091,15.25,0.00058814105346435,0.905317400928128,0.348344766283162,0
AZC3J_56,0.397136675692066,15.43,0.00012389398834497,0.905317400928128,0.403730534997263,0
AZC3J_57,0.374096670957845,3.02,0.00093728823447971,0.905317400928128,-0.542752650008491,0
AZC3J_59,0.462809551125436,13.07,0.00022892354933708,0.905317400928128,-0.224526352930115,0
AZC3J_61,0.300750475964638,16.16,0.00065898595017547,0.905317400928128,0.565047538526029,0
AZC3J_71,0.336435185274197,3.48,0.00022595948768362,0.905317400928128,0.250426700027691,0
AZC3J_77,0.29191071757997,16.6,0.0007677162830066,0.905317400928128,-0.115428301925924,0
AZC3J_82,2.61024362701697,15.71,0.0004469999457248,0.905317400928128,0.108294912856628,0
AZC3J_88,0.513962866238017,21.87,0.00056322729672785,0.905317400928128,0.494071588667451,0
AZC3J_95,0.320334762187409,10.09,2.8892492724e-06,0.905317400928128,0.515485933300886,0
AZC5T_21,0.241494223856019,13.42,0.00084298708084618,0.905317400928128,-1.15452022445363,0
AZC5T_106,7.53437506197968,18.45,8.603111642348e-05,0.905317400928128,5.09085631360545,1
AZC5T_115,1.55128716648236,15.39,7.9113427102e-07,0.905317400928128,-0.716511373173471,0
AZC7E_4,5.81655605617729,15.54,1.788853312299e-05,0.905317400928128,6.43349717185983,1
AZC7E_34,0.330937852224587,13.03,0.00064508992060478,0.905317400928128,-1.08031613500682,0
AZC7E_47,1.77097811700912,2,7.227148229821e-05,0.905317400928128,-1.21022789606242,0
AZC7E_72,2.05525011983439,16.74,7.84910270662e-06,0.905317400928128,-1.45093463423349,0
AZC7E_74,0.405284160254061,17.53,0.00026334750420861,0.905317400928128,-0.231410153827885,0
AZC7E_116,2.39535725986643,6.12,4.282586845e-06,0.905317400928128,-1.22720055762677,0
AZC9C_25,0.325120170283685,22.61,0.00037626368133372,0.905317400928128,1.11096396466076,0
AZC9C_30,0.336140882999704,3.26,0.00075657688576504,0.905317400928128,-2.80323418950162,0
AZC9C_34,0.503314094121468,13.28,0.00026082942465371,0.905317400928128,1.08037370456395,0
AZC9C_60,0.330358350005953,10.3,0.00155054612771599,0.905317400928128,-2.41196054248883,0
AZC9C_69,1.54040572094417,10.78,1.18589472406e-06,0.905317400928128,6.114139028008,0
AZC9C_80,0.316490500696744,9.47,0.00042405811483701,0.905317400928128,-1.8639284701799,0
AZC9C_81,0.290913450835925,14.89,0.0006923895542628,0.905317400928128,-0.158464030203404,0
AZC9C_91,0.365977727639502,16.99,0.00037852951479867,0.905317400928128,0.189649866172847,0
AZC9C_108,0.428678132176989,14.46,0.00023361328959655,0.905317400928128,0.360895022982918,0
AZC9C_110,0.497138172806313,16.2,0.00062198126833352,0.905317400928128,0.285012795053924,0
AZC9C_115,0.369384838286971,3.36,0.0001235096729463,0.905317400928128,-0.489389822782594,0
AZC3J_1,0.485468540133457,16.05,0.00086999555795244,0.845256861531356,0.128070183689055,0
AZC3J_6,2.02156324476993,11.81,3.950904311459e-05,0.845256861531356,0.307153556648599,0
AZC3J_9,0.314277052944344,14.83,0.00025593650998449,0.845256861531356,-0.52798065138312,0
AZC3J_18,15.4516134023139,23.45,0.00057632873387586,0.845256861531356,0.359405425042512,0
AZC3J_20,0.39421452569903,13.66,0.00017477904073583,0.845256861531356,-0.271148598946947,0
AZC3J_25,0.683531177322353,8.8,7.28407145776e-06,0.845256861531356,-0.806161398401725,0
AZC3J_26,0.268088278443919,15.35,0.00027320137066458,0.845256861531356,-0.182314332200437,0
AZC3J_28,0.877278533037813,21.44,6.858622888348e-05,0.845256861531356,0.7110588839095,0
AZC3J_45,0.344827516731079,13.71,0.00069359207116215,0.845256861531356,-0.865594742794079,0
AZC3J_49,1.78650805780523,15.25,0.0002746700093122,0.845256861531356,0.189110585100138,0
AZC3J_56,0.462861873941348,15.43,0.00016534064800959,0.845256861531356,0.00992574898998697,0
AZC3J_57,0.375869854447623,3.02,5.341530456528e-05,0.845256861531356,-0.542057466770408,0
AZC3J_59,0.530493638094631,13.07,0.00012464461699559,0.845256861531356,0.251831826866969,0
AZC3J_61,0.253268928535252,16.16,0.00066191703062778,0.845256861531356,0.466768538060608,0
AZC3J_64,1.44255847990915,14.69,0.00040931237912475,0.845256861531356,0.746242530303496,0
AZC3J_71,0.313733082303212,3.48,0.00010533189782684,0.845256861531356,-0.655125858308982,0
AZC3J_73,0.268538264672634,15.02,0.00172825468003291,0.845256861531356,-0.296366101925541,0
AZC3J_77,0.290192321229549,16.6,0.00146618548283511,0.845256861531356,-0.159107450151436,0
AZC3J_82,2.97622049243997,15.71,0.00042053683934175,0.845256861531356,0.864789026666187,0
AZC3J_87,10.5933060087902,17.24,9.33576682711e-05,0.845256861531356,-0.0771319203776264,0
AZC3J_95,0.271371497191739,10.09,6.533803383958e-05,0.845256861531356,0.34317786278224,0
AZC3J_99,0.75922709715579,6.83,0.00042825995854771,0.845256861531356,-0.781714449740196,0
AZC5T_22,0.819087301673295,21.31,6.162198151765e-05,0.845256861531356,0.744045385354095,0
AZC5T_64,3.56300109924095,8.97,0.00073824456200188,0.845256861531356,-2.6185194582822,0
AZC5T_87,0.6632741917012,3.66,0.00011348705277965,0.845256861531356,-1.13178841687425,0
AZC5T_98,0.44157192907893,8.38,4.99979100224e-06,0.845256861531356,1.29569035867078,0
AZC5T_115,1.5585750276019,15.39,4.59523650459e-06,0.845256861531356,-0.309804183046898,0
AZC7E_16,0.402146638859147,8.68,2.618202322307e-05,0.845256861531356,-0.00125859236264527,0
AZC7E_29,0.602656499655331,17.54,0.0003140927107098,0.845256861531356,-0.0936138462292005,0
AZC7E_45,0.91417701140609,15.88,0.00026458044893378,0.845256861531356,-0.0988947635096322,0
AZC7E_47,1.64970769525581,2,0.00047412315087536,0.845256861531356,-1.26887801007416,0
AZC7E_69,1.61381848924082,16.71,0.00072029698001099,0.845256861531356,-0.572737239195196,0
AZC7E_74,0.464191932069477,17.53,0.00018299329575081,0.845256861531356,0.250711780111119,0
AZC9C_30,0.305653720301628,3.26,1.751639533594e-05,0.845256861531356,-0.451414607162147,0
AZC9C_60,0.295460310123244,10.3,6.076056658526e-05,0.845256861531356,-0.521900083007076,0
AZC9C_69,1.69875356218765,10.78,2.48590442308e-06,0.845256861531356,0.911168847572128,0
AZC9C_80,0.25485206503416,9.47,0.00108705855716053,0.845256861531356,0.40019116671172,0
AZC9C_81,0.314701337706552,14.89,0.00145839801559875,0.845256861531356,-0.171448822831161,0
AZC9C_91,0.34806560727005,16.99,0.0005564273658978,0.845256861531356,0.384760932629719,0
AZC9C_96,0.384366714932274,3.02,0.00011645884504355,0.845256861531356,-0.671775162744862,0
AZC9C_108,0.471544499165687,14.46,0.00035957125172636,0.845256861531356,0.693980961829157,0
AZC9C_110,0.532811038277131,16.2,8.672763890306e-05,0.845256861531356,0.034279388167656,0
AZC9C_115,0.361079270919893,3.36,4.289401318878e-05,0.845256861531356,-0.575404963400275,0
AZC3J_2,0.252066174703996,17.11,0.00044603938937168,1.03140581272381,0.329167323358781,0
AZC3J_10,0.76547404651276,17.08,0.00029247938133943,1.03140581272381,-0.0444128359598014,0
AZC3J_62,6.81767144165005,22.18,0.00055823161499338,1.03140581272381,-0.264660801239257,0
AZC3J_63,0.300298563896743,12.82,0.00036618485053587,1.03140581272381,0.706562517712983,0
AZC3J_70,3.07938349797155,11.71,0.00079362038872623,1.03140581272381,0.108390005640489,0
AZC3J_92,1.26718217436841,15.68,0.00039808057514334,1.03140581272381,-0.267093318922754,0
AZC5T_1,3.51870548239482,16.71,0.00016001033031401,1.03140581272381,-0.330313763099309,0
AZC5T_4,1.64670690045486,9.28,0.00037018921127071,1.03140581272381,0.288648048763733,0
AZC5T_12,3.78520890920411,20.98,0.00050142695736759,1.03140581272381,-0.391718745235431,0
AZC5T_24,0.337136718142939,14.34,0.00014522229889322,1.03140581272381,0.00731295930645721,0
AZC5T_30,2.75257589707306,11.93,0.00079535329907319,1.03140581272381,-2.15999271700483,0
AZC5T_34,2.72795387188371,21.12,0.00018016285861893,1.03140581272381,-0.483084638753054,0
AZC5T_47,2.41231103648061,13.95,0.00012757863665084,1.03140581272381,0.664759888075471,0
AZC5T_49,3.46188364128107,21.93,0.00033593611446702,1.03140581272381,-0.198436368276216,0
AZC5T_51,0.544296111607357,4.43,5.733087611134e-05,1.03140581272381,0.993798559555463,0
AZC5T_53,3.32323701020478,20.99,2.682572669246e-05,1.03140581272381,-0.257695365331355,0
AZC5T_58,5.26714507405784,21.7,6.152467226482e-05,1.03140581272381,-0.356636749182111,0
AZC5T_61,0.82984268363798,22.2,9.722474047437e-05,1.03140581272381,-0.489233801659165,0
AZC5T_63,0.623556949099698,14.11,0.00029238975976634,1.03140581272381,-0.303437308650006,0
AZC5T_65,2.20868217138915,15.6,0.00012325769531944,1.03140581272381,2.28448228824957,0
AZC5T_66,1.32690465955898,11.55,5.3580123406e-07,1.03140581272381,5.66464350464391,0
AZC5T_71,0.29505714992648,11.51,0.00030969231064922,1.03140581272381,-0.6713322437412,0
AZC5T_79,0.469015427619827,9.23,0.00016823144748343,1.03140581272381,0.782776750761571,0
AZC5T_80,10.1074283606959,22.19,2.60133571476e-06,1.03140581272381,8.07147924932909,1
AZC5T_90,0.210758488987998,16.61,0.00058491454241241,1.03140581272381,-0.147602160117323,0
AZC5T_93,14.1418627036011,23.45,0.00064982616487158,1.03140581272381,3.6583370734929,1
AZC5T_99,0.92803966508777,14.53,3.679394388156e-05,1.03140581272381,1.72473110287366,0
AZC5T_104,0.6827332381061,16.3,0.00058100410625063,1.03140581272381,0.197884016523541,0
AZC5T_111,0.557683285204605,9.44,5.581129237844e-05,1.03140581272381,2.26900338110015,0
AZC5T_119,1.37360628024524,15.79,0.00016156798541312,1.03140581272381,-0.238758614416481,0
AZC7E_22,2.72844617106484,10.2,1.104813431037e-05,1.03140581272381,-0.440524163596153,0
AZC7E_52,2.72725267183719,19.48,7.905429773216e-05,1.03140581272381,-0.283392044081075,0
AZC7E_55,0.217274614755289,4.12,0.00065255474707236,1.03140581272381,-0.872607777089837,0
AZC7E_57,3.02225251196072,14.48,6.954675226324e-05,1.03140581272381,0.306142003941474,0
AZC7E_71,0.836397966280516,21.32,0.00010206358563819,1.03140581272381,-0.420506384332982,0
AZC7E_73,3.80963733304188,21.16,0.0004777613516599,1.03140581272381,1.37464188878668,0
AZC7E_81,3.19185822791013,21.22,0.00024515522598378,1.03140581272381,-0.320959440598959,0
AZC7E_90,1.47621047585267,21.2,8.453762514107e-05,1.03140581272381,-0.378759767826167,0
AZC7E_96,1.48428183240021,9.89,5.4270847603e-07,1.03140581272381,5.76782764246472,0
AZC7E_111,4.84330814824492,15.12,8.342148101612e-05,1.03140581272381,-0.25769544567848,0
AZC7E_114,4.68605368711676,18.14,3.42089588414e-06,1.03140581272381,-0.312291853043905,0
AZC7E_117,3.12130567028631,17.22,3.83391824059e-06,1.03140581272381,-0.417637152883432,0
AZC9C_18,10.3949909613305,23.31,2.948316573994e-05,1.03140581272381,6.17025488465421,1
AZC9C_58,0.430800545511584,8.52,0.00143920463465927,1.03140581272381,-0.302292417933252,0
AZC9C_71,2.63413673789233,9.89,2.5456550805e-06,1.03140581272381,5.2743602538218,0
AZC9C_75,3.63210757181709,22.54,6.71644741153e-05,1.03140581272381,3.15714309325411,0
AZC9C_86,0.337400220071135,18.42,0.0001033663693633,1.03140581272381,1.09937452723902,0
AZC9C_93,0.539223862249036,14.45,0.00041239445600326,1.03140581272381,-0.25611516920559,0
AZC3J_1,0.306163939799625,16.05,0.00074499090613873,0.93374962967728,0.192641810058817,0
AZC3J_2,0.243095469087581,17.11,0.00027324171740169,0.93374962967728,-0.315937285255063,0
AZC3J_6,4.75480127606009,11.81,0.0004125835341238,0.93374962967728,-0.325201255788203,0
AZC3J_10,0.434665304174444,17.08,0.00025624942845585,0.93374962967728,0.0691466298266906,0
AZC3J_26,0.438530696328792,15.35,0.00019398026315544,0.93374962967728,0.238625642073789,0
AZC3J_45,0.271530189653932,13.71,0.00024841826807275,0.93374962967728,-0.0130827437013091,0
AZC3J_62,4.86356131136716,22.18,0.00012820142636226,0.93374962967728,-0.210165989270596,0
AZC3J_63,0.288802634883009,12.82,7.37394599201e-05,0.93374962967728,0.521833243058852,0
AZC3J_70,1.73736164907821,11.71,0.00036526465692861,0.93374962967728,0.0589752844161023,0
AZC3J_71,0.31526794181895,3.48,0.0007210798253407,0.93374962967728,-0.375815220701393,0
AZC3J_92,0.768910262595843,15.68,0.00083826517984062,0.93374962967728,-0.721996539666376,0
AZC3J_95,0.318069066721056,10.09,1.186930591708e-05,0.93374962967728,0.705125651142436,0
AZC5T_1,2.10822966600324,16.71,0.0001393784114461,0.93374962967728,-0.341548991630121,0
AZC5T_4,0.990019872282227,9.28,0.00032711100884515,0.93374962967728,0.13095765548911,0
AZC5T_12,4.21921479932029,20.98,0.000472662968291,0.93374962967728,-0.129135001607421,0
AZC5T_24,0.279919488428163,14.34,0.00011913894881357,0.93374962967728,0.231924079568727,0
AZC5T_34,2.93108387471164,21.12,0.00011982521959815,0.93374962967728,-0.261130409164324,0
AZC5T_47,1.63645244842365,13.95,0.00040373511485763,0.93374962967728,-0.162639937777665,0
AZC5T_49,3.85229908301275,21.93,4.764804831416e-05,0.93374962967728,-0.243965192311994,0
AZC5T_51,0.392918231219252,4.43,4.052089803388e-05,0.93374962967728,-0.905999992151936,0
AZC5T_53,3.67341786490922,20.99,1.81263328645e-05,0.93374962967728,-0.208288979043334,0
AZC5T_58,6.09495393271231,21.7,1.428251766087e-05,0.93374962967728,-0.201858845251635,0
AZC5T_61,0.550960314189416,22.2,8.532118403686e-05,0.93374962967728,-0.159531026235033,0
AZC5T_63,0.549440467170509,14.11,0.00020760724937131,0.93374962967728,0.873576278254771,0
AZC5T_65,1.15835653282706,15.6,8.183204602732e-05,0.93374962967728,0.469517360459262,0
AZC5T_71,0.273105452690665,11.51,0.0001087630416656,0.93374962967728,-0.0570467405099552,0
AZC5T_79,0.410002074782846,9.23,5.395939267586e-05,0.93374962967728,0.381563083491537,0
AZC5T_90,0.256567214914025,16.61,0.00053501023449426,0.93374962967728,-0.205406971328001,0
AZC5T_99,0.617069256692054,14.53,0.0005239577733218,0.93374962967728,-0.52719526538034,0
AZC5T_111,0.587195636342156,9.44,0.00034528018114657,0.93374962967728,-0.314678268072702,0
AZC5T_115,1.20279535444693,15.39,6.4080346229e-07,0.93374962967728,-0.387732587630069,0
AZC7E_22,2.93166639733411,10.2,1.523797555164e-05,0.93374962967728,-0.233603596332047,0
AZC7E_47,6.00743844693621,2,3.711746677927e-05,0.93374962967728,-0.47884472108693,0
AZC7E_52,2.9302923054053,19.48,3.61956260364e-05,0.93374962967728,-0.229750612569941,0
AZC7E_55,0.290431560868209,4.12,0.00019222392736786,0.93374962967728,-0.0967685542246909,0
AZC7E_71,0.746728641445632,21.32,0.00017229840802571,0.93374962967728,-0.393529657936277,0
AZC7E_72,3.98171196840755,16.74,6.823262691e-07,0.93374962967728,0.880671432534863,0
AZC7E_81,3.25102746178466,21.22,0.00016565495897448,0.93374962967728,-0.28171464950165,0
AZC7E_90,0.941917755402474,21.2,0.00036150828181608,0.93374962967728,-0.085629902155838,0
AZC7E_111,2.83065477995005,15.12,0.00035458803443177,0.93374962967728,-0.13065598258304,0
AZC7E_117,2.80011864999372,17.22,1.628495695102e-05,0.93374962967728,-0.192450629316966,0
AZC9C_34,0.625712773271853,13.28,0.00016495739362363,0.93374962967728,-1.93133498560803,0
AZC9C_58,0.368324732398704,8.52,0.00073590145085835,0.93374962967728,-0.493239313119478,0
AZC9C_60,3.99792216506228,10.3,5.420111832892e-05,0.93374962967728,0.886900001260574,0
AZC3J_1,0.305168486077778,16.05,0.00124076514546529,0.871802840228123,-0.200914236172549,0
AZC3J_2,0.286451019540393,17.11,0.00023097039440455,0.871802840228123,-0.236924558842532,0
AZC3J_6,5.02096108951878,11.81,8.030388305257e-05,0.871802840228123,-0.293936361274185,0
AZC3J_10,0.492500180628127,17.08,0.00012970736922424,0.871802840228123,-0.206577631854594,0
AZC3J_18,3.72644238711682,23.45,0.00043242963871694,0.871802840228123,0.474378155582368,0
AZC3J_26,0.476823210340278,15.35,0.00071498571193446,0.871802840228123,-0.0213161498889435,0
AZC3J_45,0.298089649686481,13.71,0.00023843064994574,0.871802840228123,0.215714653874658,0
AZC3J_62,5.78375736144955,22.18,0.00013430551803791,0.871802840228123,0.417737342000806,0
AZC3J_63,0.33143900255836,12.82,0.00042107934273533,0.871802840228123,-0.4884057904464,0
AZC3J_70,1.44897656753513,11.71,0.00016075769500279,0.871802840228123,0.00434681774425409,0
AZC3J_71,0.337772902438627,3.48,9.905526253451e-05,0.871802840228123,-0.12022770520949,0
AZC3J_92,0.655020070779541,15.68,4.192814648286e-05,0.871802840228123,-0.121495878706201,0
AZC3J_95,0.37244511582831,10.09,6.449700163828e-05,0.871802840228123,-0.104534477206605,0
AZC3J_99,1.5424916118083,6.83,0.00022255492009235,0.871802840228123,-0.0429960362458787,0
AZC5T_1,2.11486421508593,16.71,4.670704156791e-05,0.871802840228123,0.302664490276189,0
AZC5T_4,1.09417104394033,9.28,0.00059482842664737,0.871802840228123,-0.0878583945255416,0
AZC5T_12,4.13963770596967,20.98,0.00047106661656067,0.871802840228123,0.383264673593396,0
AZC5T_24,0.323572469855786,14.34,0.00018668065806415,0.871802840228123,-0.126350967549839,0
AZC5T_30,1.96757455323302,11.93,0.00014509576365548,0.871802840228123,0.0723529155834509,0
AZC5T_47,1.87593007673478,13.95,0.00013599825239746,0.871802840228123,0.344493605550953,0
AZC5T_49,3.86690208467082,21.93,7.581340411524e-05,0.871802840228123,0.322690877055402,0
AZC5T_53,3.67264079217777,20.99,2.84486865206e-05,0.871802840228123,0.72362846515927,0
AZC5T_58,6.63795556919834,21.7,3.095256902771e-05,0.871802840228123,0.147624392928841,0
AZC5T_61,0.607049221417252,22.2,3.464422727085e-05,0.871802840228123,0.380281904031747,0
AZC5T_63,0.602238003356047,14.11,0.00134951768574651,0.871802840228123,-0.842939796184695,0
AZC5T_64,2.55474480748939,8.97,0.00193381492673462,0.871802840228123,-3.84807553462327,0
AZC5T_65,1.44452146941566,15.6,0.00018046150475018,0.871802840228123,-0.467976995044419,0
AZC5T_71,0.299629106692922,11.51,8.328139518135e-05,0.871802840228123,0.558972650060801,0
AZC5T_79,0.481630215009199,9.23,0.00029066273624251,0.871802840228123,-0.466473315176905,0
AZC5T_80,11.427066088041,22.19,0.00057355276315658,0.871802840228123,0.571577335078577,0
AZC5T_90,0.275013621998757,16.61,0.00132859901830397,0.871802840228123,-0.55742251298917,0
AZC5T_99,0.692599488525311,14.53,0.0019773459720525,0.871802840228123,-0.280933993066696,0
AZC5T_111,0.563151310286562,9.44,5.674783104577e-05,0.871802840228123,0.21237778864283,0
AZC5T_115,1.23094788054484,15.39,4.4925190875e-06,0.871802840228123,-0.106265624814234,0
AZC5T_119,0.911909833396288,15.79,0.00090793443097997,0.871802840228123,0.0771156771529557,0
AZC7E_22,2.90138760990628,10.2,0.00043164958284397,0.871802840228123,0.326302799162424,0
AZC7E_29,3.25527588986443,17.54,0.00017707423897043,0.871802840228123,0.310528486093186,0
AZC7E_45,1.42843686980727,15.88,0.0003351193883279,0.871802840228123,-0.232607801093726,0
AZC7E_47,6.64365635322379,2,0.00032174852606426,0.871802840228123,-1.21977350089889,0
AZC7E_52,2.89999282964234,19.48,0.00048568608369209,0.871802840228123,0.566847139862735,0
AZC7E_57,2.77111752063556,14.48,0.00026868783768031,0.871802840228123,-0.145706496937111,0
AZC7E_69,4.24601929877624,16.71,0.00099953911437153,0.871802840228123,0.0969501975039056,0
AZC7E_114,4.65308976664337,18.14,0.0005148750513771,0.871802840228123,-0.0228262558158229,0
AZC7E_117,2.97345704932576,17.22,0.00025198169595457,0.871802840228123,0.582955739194638,0
AZC9C_18,12.3651538891423,23.31,0.00069935979827496,0.871802840228123,0.570885038652823,0
AZC9C_58,0.391687942856313,8.52,0.00063951000329266,0.871802840228123,-3.00014499430605,0
AZC9C_60,3.41704678367429,10.3,9.24371481386e-05,0.871802840228123,-0.123867754754304,0
AZC9C_75,3.10165936139927,22.54,0.00056251872636171,0.871802840228123,0.217019074305736,0
AZC9C_86,0.336163054331413,18.42,0.00013460953632361,0.871802840228123,0.170723671666279,0
AZC3J_3,0.363299826903384,16.29,0.00018228033235336,1.10458497646771,1.25226890292238,0
AZC3J_76,5.8502242794857,20.87,0.00017357825538277,1.10458497646771,3.86221835652574,1
AZC5T_8,0.663293894891311,14.76,0.0001244655644785,1.10458497646771,-0.272297392563694,0
AZC5T_14,1.14088162691657,13.21,0.00016464192336989,1.10458497646771,-0.10749887201957,0
AZC5T_19,2.45025601345021,14.69,0.00035980309939895,1.10458497646771,1.03300624251237,0
AZC5T_30,0.254731723840027,11.93,0.00058168755709065,1.10458497646771,0.0427825116907223,0
AZC5T_37,0.93249640786536,23.35,1.34686763686e-05,1.10458497646771,4.29296086090477,0
AZC5T_38,0.615366277620601,17.81,4.528878466929e-05,1.10458497646771,4.00387966028529,0
AZC5T_44,6.30731715669013,5.8,0.00013625692165432,1.10458497646771,0.0371358147952756,0
AZC5T_57,0.459980728917183,14.7,0.0003256758950206,1.10458497646771,-0.240080557445047,0
AZC5T_66,2.99345347137521,11.55,5.3903147103e-07,1.10458497646771,6.33657288884238,0
AZC5T_68,1.64902493338087,17.03,0.00017850188618267,1.10458497646771,0.00298426950644643,0
AZC5T_78,1.51168320812115,16.06,0.00075262985081993,1.10458497646771,-0.130550236960772,0
AZC5T_80,1.85841675589338,22.19,1.24772205866e-06,1.10458497646771,5.36888771101087,0
AZC5T_93,3.1769122008232,23.45,0.00059730439457289,1.10458497646771,1.86666791878175,0
AZC5T_94,4.20059368662717,22.81,0.00013959663982018,1.10458497646771,3.54753929390922,0
AZC5T_97,10.2342594037731,22.38,0.00070241294766753,1.10458497646771,3.27472380533521,1
AZC5T_104,0.678816724934199,16.3,0.00062232994000065,1.10458497646771,-0.143942660704755,0
