taxon,distance,sample_id,donor,recipient,mean_d0_abundance,fold_change,colonization,colonization_binary,independence,donor_diversity,recipient_diversity,diversity_ratio,donor_abd
AZC3J_64,1.86262832514001,JtoT,J,T,8.60144822382e-05,1.09910728344757,non-colonized,0,14.69,3.43373291554281,3.54157208843192,0.969550479223237,0.00535155217796608
AZC3J_73,0.253927201878515,JtoT,J,T,0.00039179392768407,0.820801822524929,non-colonized,0,15.02,3.43373291554281,3.54157208843192,0.969550479223237,0.00102567883122993
AZC3J_74,12.3822936695738,JtoT,J,T,2.229812009385e-05,2321.95135482364,colonized,1,21.95,3.43373291554281,3.54157208843192,0.969550479223237,0.0574760326649047
AZC3J_77,0.269004493977111,JtoT,J,T,0.00039510238179894,0.910476075691366,non-colonized,0,16.6,3.43373291554281,3.54157208843192,0.969550479223237,0.00124033383569882
AZC3J_79,5.33816935156181,JtoT,J,T,7.60506098767e-06,0.653268385499993,non-colonized,0,3.32,3.43373291554281,3.54157208843192,0.969550479223237,0.00996605400175683
AZC3J_82,3.48070623549275,JtoT,J,T,0.00047308599634291,1.20871764145931,non-colonized,0,15.71,3.43373291554281,3.54157208843192,0.969550479223237,0.0157180769247481
AZC3J_87,10.4280701330805,JtoT,J,T,1.139023688312e-05,873.057664919419,colonized,1,17.24,3.43373291554281,3.54157208843192,0.969550479223237,0.0344517841545644
AZC3J_88,0.761876553052929,JtoT,J,T,4.323318090204e-05,35.6506825018929,non-colonized,0,21.87,3.43373291554281,3.54157208843192,0.969550479223237,0.0032071611396671
AZC3J_91,0.370610225747873,JtoT,J,T,0.00084449433784248,1.05735950647879,non-colonized,0,14.65,3.43373291554281,3.54157208843192,0.969550479223237,0.0013645943909093
AZC5T_21,0.306970774213491,JtoT,J,T,0.00028846881150108,1.65981649764051,non-colonized,0,13.42,3.43373291554281,3.54157208843192,0.969550479223237,0.00238714764683879
AZC5T_22,1.71109149702498,JtoT,J,T,0.00014095415809029,0.255003147574485,non-colonized,0,21.31,3.43373291554281,3.54157208843192,0.969550479223237,0.00475981296091396
AZC5T_69,3.36128999819508,JtoT,J,T,0.00038042880112886,0.928898911660134,non-colonized,0,16.7,3.43373291554281,3.54157208843192,0.969550479223237,0.0122605294345238
AZC5T_87,1.24422459286173,JtoT,J,T,6.318252276115e-05,1.23611902162895,non-colonized,0,3.66,3.43373291554281,3.54157208843192,0.969550479223237,0.00482847562229633
AZC5T_98,0.884894576496688,JtoT,J,T,2.80367714143e-06,72.4384656826137,non-colonized,0,8.38,3.43373291554281,3.54157208843192,0.969550479223237,0.00276708112914125
AZC5T_106,5.44796162832147,JtoT,J,T,2.46830043269e-06,6521.11671893112,colonized,1,18.45,3.43373291554281,3.54157208843192,0.969550479223237,0.0311741415047346
AZC7E_4,4.04450275214751,JtoT,J,T,1.01481114921e-06,9368.76542735612,colonized,1,15.54,3.43373291554281,3.54157208843192,0.969550479223237,0.0255959804014753
AZC7E_16,0.786055287371896,JtoT,J,T,1.708605372547e-05,14.106301752791,non-colonized,0,8.68,3.43373291554281,3.54157208843192,0.969550479223237,0.00246883917978293
AZC7E_25,3.31517277042275,JtoT,J,T,4.570483067947e-05,245.651401755461,colonized,1,21.26,3.43373291554281,3.54157208843192,0.969550479223237,0.0124097283328979
AZC7E_34,0.478472749851391,JtoT,J,T,0.00024572190425294,1.23301441346995,non-colonized,0,13.03,3.43373291554281,3.54157208843192,0.969550479223237,0.00195813861015795
AZC7E_54,1.3366736167828,JtoT,J,T,2.446042133632e-05,169.66227474248,non-colonized,0,20.95,3.43373291554281,3.54157208843192,0.969550479223237,0.00529159434724242
AZC7E_60,0.32125086910269,JtoT,J,T,2.36192008564e-06,234.226063788113,non-colonized,0,20.98,3.43373291554281,3.54157208843192,0.969550479223237,0.00102795780624475
AZC7E_70,0.475067572426963,JtoT,J,T,1.58002527963e-06,456.841607568805,non-colonized,0,19.64,3.43373291554281,3.54157208843192,0.969550479223237,0.00189264349759233
AZC7E_74,0.48994265352345,JtoT,J,T,0.00030415374739939,0.847398801587605,non-colonized,0,17.53,3.43373291554281,3.54157208843192,0.969550479223237,0.00247757628131558
AZC7E_116,3.03365590387444,JtoT,J,T,7.1213105137e-06,0.567898130657647,non-colonized,0,6.12,3.43373291554281,3.54157208843192,0.969550479223237,0.00657698530234712
AZC9C_6,0.406895237004574,JtoT,J,T,2.05285686907e-06,529.700642981952,non-colonized,0,22.55,3.43373291554281,3.54157208843192,0.969550479223237,0.00215509870821034
AZC9C_7,3.66373662359638,JtoT,J,T,2.74152807413e-06,3768.56866834363,colonized,1,22.1,3.43373291554281,3.54157208843192,0.969550479223237,0.0143872483115315
AZC9C_25,0.378863082116966,JtoT,J,T,0.00025291464528406,6.02490073901561,non-colonized,0,22.61,3.43373291554281,3.54157208843192,0.969550479223237,0.00164768068021287
AZC9C_30,0.372264911201836,JtoT,J,T,2.494894774695e-05,0.601874769575605,non-colonized,0,3.26,3.43373291554281,3.54157208843192,0.969550479223237,0.00130256280428662
AZC9C_68,1.08339759463144,JtoT,J,T,0.00044193118268263,6.28257971879725,non-colonized,0,22.38,3.43373291554281,3.54157208843192,0.969550479223237,0.00302861786514207
AZC9C_69,2.94020132808439,JtoT,J,T,8.346103880041e-05,51.4344747027519,non-colonized,0,10.78,3.43373291554281,3.54157208843192,0.969550479223237,0.00693605739780125
AZC9C_80,0.373029077242435,JtoT,J,T,5.653405873206e-05,1.9192275595129,non-colonized,0,9.47,3.43373291554281,3.54157208843192,0.969550479223237,0.00146662464796592
AZC9C_81,0.266070480598569,JtoT,J,T,0.00037293474747311,0.920888523931368,non-colonized,0,14.89,3.43373291554281,3.54157208843192,0.969550479223237,0.00147866045236602
AZC9C_91,0.535838207894486,JtoT,J,T,0.00082262858677805,0.355683328057482,non-colonized,0,16.99,3.43373291554281,3.54157208843192,0.969550479223237,0.00185009762538068
AZC9C_96,0.53068963278998,JtoT,J,T,7.920364663782e-05,0.476709353777437,non-colonized,0,3.02,3.43373291554281,3.54157208843192,0.969550479223237,0.00231123906891392
AZC9C_108,0.709246126613158,JtoT,J,T,0.00050628168350007,1.17178194261708,non-colonized,0,14.46,3.43373291554281,3.54157208843192,0.969550479223237,0.00368184666008299
AZC9C_110,1.09931822882637,JtoT,J,T,0.00034938009970242,1.36592097137788,non-colonized,0,16.2,3.43373291554281,3.54157208843192,0.969550479223237,0.00361639390555153
AZC9C_115,0.462415414466255,JtoT,J,T,3.301255719962e-05,0.727503241329595,non-colonized,0,3.36,3.43373291554281,3.54157208843192,0.969550479223237,0.0020341699897801
AZC3J_1,0.364757331518512,JtoC,J,C,0.00100544304347056,1.01587772871699,non-colonized,0,16.05,3.43373291554281,3.79284979171124,0.905317400928128,0.00270195773101419
AZC3J_6,1.84543441151007,JtoC,J,C,0.00066957213189169,0.814695350208267,non-colonized,0,11.81,3.43373291554281,3.79284979171124,0.905317400928128,0.00797870092326042
AZC3J_9,0.264587675603178,JtoC,J,C,0.0004620468063134,1.19897050533571,non-colonized,0,14.83,3.43373291554281,3.79284979171124,0.905317400928128,0.00108250317454301
AZC3J_20,0.387495501379482,JtoC,J,C,0.00012723591193733,1.29499957294469,non-colonized,0,13.66,3.43373291554281,3.79284979171124,0.905317400928128,0.00279077331816578
AZC3J_21,0.265952320993981,JtoC,J,C,0.0010055084845349,0.370162462319568,non-colonized,0,15,3.43373291554281,3.79284979171124,0.905317400928128,0.00263032099998215
AZC3J_25,0.744189385472215,JtoC,J,C,2.14736444992e-06,0.813921431426239,non-colonized,0,8.8,3.43373291554281,3.79284979171124,0.905317400928128,0.00372341498817721
AZC3J_26,0.303591359633453,JtoC,J,C,0.00017521632487669,1.34959786477123,non-colonized,0,15.35,3.43373291554281,3.79284979171124,0.905317400928128,0.00114067925789351
AZC3J_32,0.357841695243525,JtoC,J,C,0.00065942580121141,1.99968675739148,non-colonized,0,21.22,3.43373291554281,3.79284979171124,0.905317400928128,0.00166604060145371
AZC3J_45,0.289891552841669,JtoC,J,C,0.0006815351114984,0.63443111770793,non-colonized,0,13.71,3.43373291554281,3.79284979171124,0.905317400928128,0.00208927876739301
AZC3J_49,1.70059592362091,JtoC,J,C,0.00058814105346435,1.4166206030479,non-colonized,0,15.25,3.43373291554281,3.79284979171124,0.905317400928128,0.00461959417267201
AZC3J_56,0.397136675692066,JtoC,J,C,0.00012389398834497,1.4973003955874,non-colonized,0,15.43,3.43373291554281,3.79284979171124,0.905317400928128,0.0029966073490803
AZC3J_57,0.374096670957845,JtoC,J,C,0.00093728823447971,0.581046356133469,non-colonized,0,3.02,3.43373291554281,3.79284979171124,0.905317400928128,0.0022042615656964
AZC3J_59,0.462809551125436,JtoC,J,C,0.00022892354933708,0.798794523210973,non-colonized,0,13.07,3.43373291554281,3.79284979171124,0.905317400928128,0.00321537057123428
AZC3J_61,0.300750475964638,JtoC,J,C,0.00065898595017547,1.75943142626416,non-colonized,0,16.16,3.43373291554281,3.79284979171124,0.905317400928128,0.00137559099334246
AZC3J_71,0.336435185274197,JtoC,J,C,0.00022595948768362,1.28447342727835,non-colonized,0,3.48,3.43373291554281,3.79284979171124,0.905317400928128,0.00133275027362258
AZC3J_77,0.29191071757997,JtoC,J,C,0.0007677162830066,0.890884451816256,non-colonized,0,16.6,3.43373291554281,3.79284979171124,0.905317400928128,0.00124033383569882
AZC3J_82,2.61024362701697,JtoC,J,C,0.0004469999457248,1.11427634084061,non-colonized,0,15.71,3.43373291554281,3.79284979171124,0.905317400928128,0.0157180769247481
AZC3J_88,0.513962866238017,JtoC,J,C,0.00056322729672785,1.63887588869389,non-colonized,0,21.87,3.43373291554281,3.79284979171124,0.905317400928128,0.0032071611396671
AZC3J_95,0.320334762187409,JtoC,J,C,2.8892492724e-06,1.67435197611032,non-colonized,0,10.09,3.43373291554281,3.79284979171124,0.905317400928128,0.00147072529002516
AZC5T_21,0.241494223856019,JtoC,J,C,0.00084298708084618,0.315108730071813,non-colonized,0,13.42,3.43373291554281,3.79284979171124,0.905317400928128,0.00238714764683879
AZC5T_106,7.53437506197968,JtoC,J,C,8.603111642348e-05,162.528878256801,colonized,1,18.45,3.43373291554281,3.79284979171124,0.905317400928128,0.0311741415047346
AZC5T_115,1.55128716648236,JtoC,J,C,7.9113427102e-07,0.488353318398782,non-colonized,0,15.39,3.43373291554281,3.79284979171124,0.905317400928128,0.00758835706093766
AZC7E_4,5.81655605617729,JtoC,J,C,1.788853312299e-05,622.346499745825,colonized,1,15.54,3.43373291554281,3.79284979171124,0.905317400928128,0.0255959804014753
AZC7E_34,0.330937852224587,JtoC,J,C,0.00064508992060478,0.339388184579152,non-colonized,0,13.03,3.43373291554281,3.79284979171124,0.905317400928128,0.00195813861015795
AZC7E_47,1.77097811700912,JtoC,J,C,7.227148229821e-05,0.298029329187171,non-colonized,0,2,3.43373291554281,3.79284979171124,0.905317400928128,0.0084397923622332
AZC7E_72,2.05525011983439,JtoC,J,C,7.84910270662e-06,0.234251153093874,non-colonized,0,16.74,3.43373291554281,3.79284979171124,0.905317400928128,0.00921140795217697
AZC7E_74,0.405284160254061,JtoC,J,C,0.00026334750420861,0.79331397750965,non-colonized,0,17.53,3.43373291554281,3.79284979171124,0.905317400928128,0.00247757628131558
AZC7E_116,2.39535725986643,JtoC,J,C,4.282586845e-06,0.293011980308288,non-colonized,0,6.12,3.43373291554281,3.79284979171124,0.905317400928128,0.00657698530234712
AZC9C_25,0.325120170283685,JtoC,J,C,0.00037626368133372,3.0371848189543,non-colonized,0,22.61,3.43373291554281,3.79284979171124,0.905317400928128,0.00164768068021287
AZC9C_30,0.336140882999704,JtoC,J,C,0.00075657688576504,0.0605137090525687,non-colonized,0,3.26,3.43373291554281,3.79284979171124,0.905317400928128,0.00130256280428662
AZC9C_34,0.503314094121468,JtoC,J,C,0.00026082942465371,2.94568019689851,non-colonized,0,13.28,3.43373291554281,3.79284979171124,0.905317400928128,0.00240629544993224
AZC9C_60,0.330358350005953,JtoC,J,C,0.00155054612771599,0.0895393803710722,non-colonized,0,10.3,3.43373291554281,3.79284979171124,0.905317400928128,0.00124372869774679
AZC9C_69,1.54040572094417,JtoC,J,C,1.18589472406e-06,452.206442551148,non-colonized,0,10.78,3.43373291554281,3.79284979171124,0.905317400928128,0.00693605739780125
AZC9C_80,0.316490500696744,JtoC,J,C,0.00042405811483701,0.154962274748656,non-colonized,0,9.47,3.43373291554281,3.79284979171124,0.905317400928128,0.00146662464796592
AZC9C_81,0.290913450835925,JtoC,J,C,0.0006923895542628,0.853353661793449,non-colonized,0,14.89,3.43373291554281,3.79284979171124,0.905317400928128,0.00147866045236602
AZC9C_91,0.365977727639502,JtoC,J,C,0.00037852951479867,1.20872627258218,non-colonized,0,16.99,3.43373291554281,3.79284979171124,0.905317400928128,0.00185009762538068
AZC9C_108,0.428678132176989,JtoC,J,C,0.00023361328959655,1.43451285159561,non-colonized,0,14.46,3.43373291554281,3.79284979171124,0.905317400928128,0.00368184666008299
AZC9C_110,0.497138172806313,JtoC,J,C,0.00062198126833352,1.32967904260718,non-colonized,0,16.2,3.43373291554281,3.79284979171124,0.905317400928128,0.00361639390555153
AZC9C_115,0.369384838286971,JtoC,J,C,0.0001235096729463,0.612900318921505,non-colonized,0,3.36,3.43373291554281,3.79284979171124,0.905317400928128,0.0020341699897801
AZC3J_1,0.485468540133457,JtoE,J,E,0.00086999555795244,1.13653277297885,non-colonized,0,16.05,3.43373291554281,4.06235438221927,0.845256861531356,0.00270195773101419
AZC3J_6,2.02156324476993,JtoE,J,E,3.950904311459e-05,1.35944971994255,non-colonized,0,11.81,3.43373291554281,4.06235438221927,0.845256861531356,0.00797870092326042
AZC3J_9,0.314277052944344,JtoE,J,E,0.00025593650998449,0.589694769215478,non-colonized,0,14.83,3.43373291554281,4.06235438221927,0.845256861531356,0.00108250317454301
AZC3J_18,15.4516134023139,JtoE,J,E,0.00057632873387586,1.43237744608927,non-colonized,0,23.45,3.43373291554281,4.06235438221927,0.845256861531356,0.141109546044207
AZC3J_20,0.39421452569903,JtoE,J,E,0.00017477904073583,0.762403180816272,non-colonized,0,13.66,3.43373291554281,4.06235438221927,0.845256861531356,0.00279077331816578
AZC3J_25,0.683531177322353,JtoE,J,E,7.28407145776e-06,0.446468980765759,non-colonized,0,8.8,3.43373291554281,4.06235438221927,0.845256861531356,0.00372341498817721
AZC3J_26,0.268088278443919,JtoE,J,E,0.00027320137066458,0.833239353849679,non-colonized,0,15.35,3.43373291554281,4.06235438221927,0.845256861531356,0.00114067925789351
AZC3J_28,0.877278533037813,JtoE,J,E,6.858622888348e-05,2.03604615995641,non-colonized,0,21.44,3.43373291554281,4.06235438221927,0.845256861531356,0.00500693115701161
AZC3J_45,0.344827516731079,JtoE,J,E,0.00069359207116215,0.420701209702665,non-colonized,0,13.71,3.43373291554281,4.06235438221927,0.845256861531356,0.00208927876739301
AZC3J_49,1.78650805780523,JtoE,J,E,0.0002746700093122,1.20807455119948,non-colonized,0,15.25,3.43373291554281,4.06235438221927,0.845256861531356,0.00461959417267201
AZC3J_56,0.462861873941348,JtoE,J,E,0.00016534064800959,1.00987517262334,non-colonized,0,15.43,3.43373291554281,4.06235438221927,0.845256861531356,0.0029966073490803
AZC3J_57,0.375869854447623,JtoE,J,E,5.341530456528e-05,0.581450499799801,non-colonized,0,3.02,3.43373291554281,4.06235438221927,0.845256861531356,0.0022042615656964
AZC3J_59,0.530493638094631,JtoE,J,E,0.00012464461699559,1.28627968459117,non-colonized,0,13.07,3.43373291554281,4.06235438221927,0.845256861531356,0.00321537057123428
AZC3J_61,0.253268928535252,JtoE,J,E,0.00066191703062778,1.59473221773431,non-colonized,0,16.16,3.43373291554281,4.06235438221927,0.845256861531356,0.00137559099334246
AZC3J_64,1.44255847990915,JtoE,J,E,0.00040931237912475,2.10896037901795,non-colonized,0,14.69,3.43373291554281,4.06235438221927,0.845256861531356,0.00535155217796608
AZC3J_71,0.313733082303212,JtoE,J,E,0.00010533189782684,0.519276690601327,non-colonized,0,3.48,3.43373291554281,4.06235438221927,0.845256861531356,0.00133275027362258
AZC3J_73,0.268538264672634,JtoE,J,E,0.00172825468003291,0.743415175849651,non-colonized,0,15.02,3.43373291554281,4.06235438221927,0.845256861531356,0.00102567883122993
AZC3J_77,0.290192321229549,JtoE,J,E,0.00146618548283511,0.852804709305159,non-colonized,0,16.6,3.43373291554281,4.06235438221927,0.845256861531356,0.00124033383569882
AZC3J_82,2.97622049243997,JtoE,J,E,0.00042053683934175,2.37440507587707,non-colonized,0,15.71,3.43373291554281,4.06235438221927,0.845256861531356,0.0157180769247481
AZC3J_87,10.5933060087902,JtoE,J,E,9.33576682711e-05,0.925667717923637,non-colonized,0,17.24,3.43373291554281,4.06235438221927,0.845256861531356,0.0344517841545644
AZC3J_95,0.271371497191739,JtoE,J,E,6.533803383958e-05,1.40931942289406,non-colonized,0,10.09,3.43373291554281,4.06235438221927,0.845256861531356,0.00147072529002516
AZC3J_99,0.75922709715579,JtoE,J,E,0.00042825995854771,0.457520770558475,non-colonized,0,6.83,3.43373291554281,4.06235438221927,0.845256861531356,0.00340900486890506
AZC5T_22,0.819087301673295,JtoE,J,E,6.162198151765e-05,2.1043315546194,non-colonized,0,21.31,3.43373291554281,4.06235438221927,0.845256861531356,0.00475981296091396
AZC5T_64,3.56300109924095,JtoE,J,E,0.00073824456200188,0.0728107303344951,non-colonized,0,8.97,3.43373291554281,4.06235438221927,0.845256861531356,0.0146059466134081
AZC5T_87,0.6632741917012,JtoE,J,E,0.00011348705277965,0.322356054588119,non-colonized,0,3.66,3.43373291554281,4.06235438221927,0.845256861531356,0.00482847562229633
AZC5T_98,0.44157192907893,JtoE,J,E,4.99979100224e-06,3.65341734109263,non-colonized,0,8.38,3.43373291554281,4.06235438221927,0.845256861531356,0.00276708112914125
AZC5T_115,1.5585750276019,JtoE,J,E,4.59523650459e-06,0.733490591635184,non-colonized,0,15.39,3.43373291554281,4.06235438221927,0.845256861531356,0.00758835706093766
AZC7E_16,0.402146638859147,JtoE,J,E,2.618202322307e-05,0.998642199332547,non-colonized,0,8.68,3.43373291554281,4.06235438221927,0.845256861531356,0.00246883917978293
AZC7E_29,0.602656499655331,JtoE,J,E,0.0003140927107098,0.910534339238923,non-colonized,0,17.54,3.43373291554281,4.06235438221927,0.845256861531356,0.00173669168764717
AZC7E_45,0.91417701140609,JtoE,J,E,0.00026458044893378,0.905738030222916,non-colonized,0,15.88,3.43373291554281,4.06235438221927,0.845256861531356,0.00430848429119078
AZC7E_47,1.64970769525581,JtoE,J,E,0.00047412315087536,0.281046888859043,non-colonized,0,2,3.43373291554281,4.06235438221927,0.845256861531356,0.0084397923622332
AZC7E_69,1.61381848924082,JtoE,J,E,0.00072029698001099,0.563879576964708,non-colonized,0,16.71,3.43373291554281,4.06235438221927,0.845256861531356,0.0075514712819517
AZC7E_74,0.464191932069477,JtoE,J,E,0.00018299329575081,1.28483968578219,non-colonized,0,17.53,3.43373291554281,4.06235438221927,0.845256861531356,0.00247757628131558
AZC9C_30,0.305653720301628,JtoE,J,E,1.751639533594e-05,0.636626795954104,non-colonized,0,3.26,3.43373291554281,4.06235438221927,0.845256861531356,0.00130256280428662
AZC9C_60,0.295460310123244,JtoE,J,E,6.076056658526e-05,0.593291982103591,non-colonized,0,10.3,3.43373291554281,4.06235438221927,0.845256861531356,0.00124372869774679
AZC9C_69,1.69875356218765,JtoE,J,E,2.48590442308e-06,2.48712802545423,non-colonized,0,10.78,3.43373291554281,4.06235438221927,0.845256861531356,0.00693605739780125
AZC9C_80,0.25485206503416,JtoE,J,E,0.00108705855716053,1.49200991212407,non-colonized,0,9.47,3.43373291554281,4.06235438221927,0.845256861531356,0.00146662464796592
AZC9C_81,0.314701337706552,JtoE,J,E,0.00145839801559875,0.842343380783956,non-colonized,0,14.89,3.43373291554281,4.06235438221927,0.845256861531356,0.00147866045236602
AZC9C_91,0.34806560727005,JtoE,J,E,0.0005564273658978,1.46916302660323,non-colonized,0,16.99,3.43373291554281,4.06235438221927,0.845256861531356,0.00185009762538068
AZC9C_96,0.384366714932274,JtoE,J,E,0.00011645884504355,0.510701017554911,non-colonized,0,3.02,3.43373291554281,4.06235438221927,0.845256861531356,0.00231123906891392
AZC9C_108,0.471544499165687,JtoE,J,E,0.00035957125172636,2.00156825792288,non-colonized,0,14.46,3.43373291554281,4.06235438221927,0.845256861531356,0.00368184666008299
AZC9C_110,0.532811038277131,JtoE,J,E,8.672763890306e-05,1.03477369780811,non-colonized,0,16.2,3.43373291554281,4.06235438221927,0.845256861531356,0.00361639390555153
AZC9C_115,0.361079270919893,JtoE,J,E,4.289401318878e-05,0.562377040064197,non-colonized,0,3.36,3.43373291554281,4.06235438221927,0.845256861531356,0.0020341699897801
AZC3J_2,0.252066174703996,TtoJ,T,J,0.00044603938937168,1.38971038387486,non-colonized,0,17.11,3.54157208843192,3.43373291554281,1.03140581272381,0.00131305337517472
AZC3J_10,0.76547404651276,TtoJ,T,J,0.00029247938133943,0.956458974004827,non-colonized,0,17.08,3.54157208843192,3.43373291554281,1.03140581272381,0.00152883090611695
AZC3J_62,6.81767144165005,TtoJ,T,J,0.00055823161499338,0.76736622942406,non-colonized,0,22.18,3.54157208843192,3.43373291554281,1.03140581272381,0.0158605224325745
AZC3J_63,0.300298563896743,TtoJ,T,J,0.00036618485053587,2.02691145307516,non-colonized,0,12.82,3.54157208843192,3.43373291554281,1.03140581272381,0.00122677794750682
AZC3J_70,3.07938349797155,TtoJ,T,J,0.00079362038872623,1.11438231502774,non-colonized,0,11.71,3.54157208843192,3.43373291554281,1.03140581272381,0.00148962876792973
AZC3J_92,1.26718217436841,TtoJ,T,J,0.00039808057514334,0.765501623012961,non-colonized,0,15.68,3.54157208843192,3.43373291554281,1.03140581272381,0.00105993540595566
AZC5T_1,3.51870548239482,TtoJ,T,J,0.00016001033031401,0.718598197077501,non-colonized,0,16.71,3.54157208843192,3.43373291554281,1.03140581272381,0.00718417221333289
AZC5T_4,1.64670690045486,TtoJ,T,J,0.00037018921127071,1.33452192402311,non-colonized,0,9.28,3.54157208843192,3.43373291554281,1.03140581272381,0.00334907430775127
AZC5T_12,3.78520890920411,TtoJ,T,J,0.00050142695736759,0.675794185690153,non-colonized,0,20.98,3.54157208843192,3.43373291554281,1.03140581272381,0.00931414248240208
AZC5T_24,0.337136718142939,TtoJ,T,J,0.00014522229889322,1.00723976429479,non-colonized,0,14.34,3.54157208843192,3.43373291554281,1.03140581272381,0.00121540138898924
AZC5T_30,2.75257589707306,TtoJ,T,J,0.00079535329907319,0.115225960953421,non-colonized,0,11.93,3.54157208843192,3.43373291554281,1.03140581272381,0.00662859755493296
AZC5T_34,2.72795387188371,TtoJ,T,J,0.00018016285861893,0.616777609412269,non-colonized,0,21.12,3.54157208843192,3.43373291554281,1.03140581272381,0.00718400133102273
AZC5T_47,2.41231103648061,TtoJ,T,J,0.00012757863665084,1.94392368202461,non-colonized,0,13.95,3.54157208843192,3.43373291554281,1.03140581272381,0.00612496199839385
AZC5T_49,3.46188364128107,TtoJ,T,J,0.00033593611446702,0.819911947854093,non-colonized,0,21.93,3.54157208843192,3.43373291554281,1.03140581272381,0.0092482554203257
AZC5T_51,0.544296111607357,TtoJ,T,J,5.733087611134e-05,2.70137672736252,non-colonized,0,4.43,3.54157208843192,3.43373291554281,1.03140581272381,0.00202362000054217
AZC5T_53,3.32323701020478,TtoJ,T,J,2.682572669246e-05,0.772730627252398,non-colonized,0,20.99,3.54157208843192,3.43373291554281,1.03140581272381,0.00874155513589086
AZC5T_58,5.26714507405784,TtoJ,T,J,6.152467226482e-05,0.699926736840235,non-colonized,0,21.7,3.54157208843192,3.43373291554281,1.03140581272381,0.0129989552646459
AZC5T_61,0.82984268363798,TtoJ,T,J,9.722474047437e-05,0.612995967381322,non-colonized,0,22.2,3.54157208843192,3.43373291554281,1.03140581272381,0.00225098931533925
AZC5T_63,0.623556949099698,TtoJ,T,J,0.00029238975976634,0.738176171210882,non-colonized,0,14.11,3.54157208843192,3.43373291554281,1.03140581272381,0.0022825336357092
AZC5T_65,2.20868217138915,TtoJ,T,J,0.00012325769531944,9.82050066734295,non-colonized,0,15.6,3.54157208843192,3.43373291554281,1.03140581272381,0.0041881959455679
AZC5T_66,1.32690465955898,TtoJ,T,J,5.3580123406e-07,288.485019177515,non-colonized,0,11.55,3.54157208843192,3.43373291554281,1.03140581272381,0.00355562018743082
AZC5T_71,0.29505714992648,TtoJ,T,J,0.00030969231064922,0.510927311143842,non-colonized,0,11.51,3.54157208843192,3.43373291554281,1.03140581272381,0.00107237492496565
AZC5T_79,0.469015427619827,TtoJ,T,J,0.00016823144748343,2.18743808801395,non-colonized,0,9.23,3.54157208843192,3.43373291554281,1.03140581272381,0.00181082392064396
AZC5T_80,10.1074283606959,TtoJ,T,J,2.60133571476e-06,3201.83453945333,colonized,1,22.19,3.54157208843192,3.43373291554281,1.03140581272381,0.0366870496664616
AZC5T_90,0.210758488987998,TtoJ,T,J,0.00058491454241241,0.862674292696003,non-colonized,0,16.61,3.54157208843192,3.43373291554281,1.03140581272381,0.0011251195418446
AZC5T_93,14.1418627036011,TtoJ,T,J,0.00064982616487158,38.7966730165114,colonized,1,23.45,3.54157208843192,3.43373291554281,1.03140581272381,0.114205393684256
AZC5T_99,0.92803966508777,TtoJ,T,J,3.679394388156e-05,5.6109120418071,non-colonized,0,14.53,3.54157208843192,3.43373291554281,1.03140581272381,0.00284121208249878
AZC5T_104,0.6827332381061,TtoJ,T,J,0.00058100410625063,1.21872102252406,non-colonized,0,16.3,3.54157208843192,3.43373291554281,1.03140581272381,0.00161541879256655
AZC5T_111,0.557683285204605,TtoJ,T,J,5.581129237844e-05,9.66965894571453,non-colonized,0,9.44,3.54157208843192,3.43373291554281,1.03140581272381,0.00178649999133488
AZC5T_119,1.37360628024524,TtoJ,T,J,0.00016156798541312,0.787504975915538,non-colonized,0,15.79,3.54157208843192,3.43373291554281,1.03140581272381,0.0019602682675451
AZC7E_22,2.72844617106484,TtoJ,T,J,1.104813431037e-05,0.643598929094847,non-colonized,0,10.2,3.54157208843192,3.43373291554281,1.03140581272381,0.0071839753907168
AZC7E_52,2.72725267183719,TtoJ,T,J,7.905429773216e-05,0.753124432786801,non-colonized,0,19.48,3.54157208843192,3.43373291554281,1.03140581272381,0.00718400686894592
AZC7E_55,0.217274614755289,TtoJ,T,J,0.00065255474707236,0.41776044029856,non-colonized,0,4.12,3.54157208843192,3.43373291554281,1.03140581272381,0.00101359098157278
AZC7E_57,3.02225251196072,TtoJ,T,J,6.954675226324e-05,1.35807515908046,non-colonized,0,14.48,3.54157208843192,3.43373291554281,1.03140581272381,0.00612523320017991
AZC7E_71,0.836397966280516,TtoJ,T,J,0.00010206358563819,0.656614185826895,non-colonized,0,21.32,3.54157208843192,3.43373291554281,1.03140581272381,0.00274596210877337
AZC7E_73,3.80963733304188,TtoJ,T,J,0.0004777613516599,3.95356061917302,non-colonized,0,21.16,3.54157208843192,3.43373291554281,1.03140581272381,0.00741834603448427
AZC7E_81,3.19185822791013,TtoJ,T,J,0.00024515522598378,0.725352674319395,non-colonized,0,21.22,3.54157208843192,3.43373291554281,1.03140581272381,0.00718393662006504
AZC7E_90,1.47621047585267,TtoJ,T,J,8.453762514107e-05,0.684610082301555,non-colonized,0,21.2,3.54157208843192,3.43373291554281,1.03140581272381,0.00356494132977277
AZC7E_96,1.48428183240021,TtoJ,T,J,5.4270847603e-07,319.8420658719,non-colonized,0,9.89,3.54157208843192,3.43373291554281,1.03140581272381,0.00387182288513767
AZC7E_111,4.84330814824492,TtoJ,T,J,8.342148101612e-05,0.772730565157682,non-colonized,0,15.12,3.54157208843192,3.43373291554281,1.03140581272381,0.00931407226086558
