taxon,distance,sample_id
AZC3J_1,0.8756074736953103,JtoT
AZC3J_6,2.0904683354682367,JtoT
AZC3J_9,0.21894833227623772,JtoT
AZC3J_18,13.46178334124225,JtoT
AZC3J_20,0.6490470312023515,JtoT
AZC3J_21,0.3660750200858494,JtoT
AZC3J_25,3.1317279606313138,JtoT
AZC3J_26,0.30558262664410585,JtoT
AZC3J_28,1.8140593306281683,JtoT
AZC3J_32,0.42886638258785953,JtoT
AZC3J_34,4.429955021562535,JtoT
AZC3J_45,0.3293442111118865,JtoT
AZC3J_49,2.611960311911555,JtoT
AZC3J_55,5.880849394204319,JtoT
AZC3J_56,0.4349488756755443,JtoT
AZC3J_57,0.5062188143768327,JtoT
AZC3J_59,0.7183956228484554,JtoT
AZC3J_61,0.33248727445110526,JtoT
AZC3J_64,1.8626283251400064,JtoT
AZC3J_71,0.32428612415358543,JtoT
AZC3J_73,0.25392720187851464,JtoT
AZC3J_74,12.382293669573846,JtoT
AZC3J_77,0.26900449397711096,JtoT
AZC3J_79,5.338169351561808,JtoT
AZC3J_81,0.2984605080656238,JtoT
AZC3J_82,3.480706235492754,JtoT
AZC3J_87,10.428070133080453,JtoT
AZC3J_88,0.7618765530529292,JtoT
AZC3J_91,0.37061022574787283,JtoT
AZC3J_95,0.40238489690067264,JtoT
AZC3J_99,1.365137534107126,JtoT
AZC5T_21,0.3069707742134914,JtoT
AZC5T_22,1.7110914970249798,JtoT
AZC5T_64,3.7130449382994213,JtoT
AZC5T_69,3.361289998195076,JtoT
AZC5T_85,0.3539164846598751,JtoT
AZC5T_87,1.244224592861726,JtoT
AZC5T_98,0.8848945764966883,JtoT
AZC5T_106,5.447961628321469,JtoT
AZC5T_115,1.7413234488425906,JtoT
AZC7E_4,4.044502752147508,JtoT
AZC7E_16,0.7860552873718957,JtoT
AZC7E_25,3.3151727704227456,JtoT
AZC7E_29,0.9993075082824084,JtoT
AZC7E_34,0.47847274985139093,JtoT
AZC7E_45,1.1979387830718153,JtoT
AZC7E_47,1.5006950784704447,JtoT
AZC7E_54,1.3366736167828037,JtoT
AZC7E_60,0.32125086910268974,JtoT
AZC7E_69,2.2789774573313797,JtoT
AZC7E_70,0.4750675724269625,JtoT
AZC7E_72,2.2628709207901125,JtoT
AZC7E_74,0.4899426535234503,JtoT
AZC7E_116,3.033655903874437,JtoT
AZC9C_6,0.4068952370045742,JtoT
AZC9C_7,3.6637366235963755,JtoT
AZC9C_25,0.3788630821169664,JtoT
AZC9C_30,0.37226491120183575,JtoT
AZC9C_34,0.7958791372652348,JtoT
AZC9C_60,0.36261306570361274,JtoT
AZC9C_68,1.0833975946314358,JtoT
AZC9C_69,2.9402013280843913,JtoT
AZC9C_80,0.37302907724243484,JtoT
AZC9C_81,0.266070480598569,JtoT
AZC9C_91,0.535838207894486,JtoT
AZC9C_96,0.5306896327899799,JtoT
AZC9C_98,0.22362896657532466,JtoT
AZC9C_108,0.7092461266131576,JtoT
AZC9C_110,1.0993182288263719,JtoT
AZC9C_115,0.4624154144662553,JtoT
AZC3J_1,0.3647573315185124,JtoC
AZC3J_6,1.845434411510066,JtoC
AZC3J_9,0.264587675603178,JtoC
AZC3J_18,13.01082922302958,JtoC
AZC3J_20,0.38749550137948224,JtoC
AZC3J_21,0.26595232099398053,JtoC
AZC3J_25,0.744189385472215,JtoC
AZC3J_26,0.30359135963345274,JtoC
AZC3J_28,1.0446444236003134,JtoC
AZC3J_32,0.35784169524352544,JtoC
AZC3J_34,3.349651629692245,JtoC
AZC3J_45,0.2898915528416685,JtoC
AZC3J_49,1.7005959236209105,JtoC
AZC3J_55,3.235763287821071,JtoC
AZC3J_56,0.3971366756920659,JtoC
AZC3J_57,0.374096670957845,JtoC
AZC3J_59,0.4628095511254363,JtoC
AZC3J_61,0.3007504759646383,JtoC
