taxon,average_distance,recipient,donor_subject,n_donor_replicates_used
742817,1.6205748560737703,FAT_015,FAT_DON_11,3
742818,0.833209683400335,FAT_015,FAT_DON_11,3
742820,3.0603549247517847,FAT_015,FAT_DON_11,3
742821,1.8347606775667673,FAT_015,FAT_DON_11,3
748224,11.809255289612324,FAT_015,FAT_DON_11,3
759350,4.1384574823903195,FAT_015,FAT_DON_11,3
762966,7.638358032063244,FAT_015,FAT_DON_11,3
762967,1.4733213979787632,FAT_015,FAT_DON_11,3
762968,17.44751363514799,FAT_015,FAT_DON_11,3
762982,9.610802507709701,FAT_015,FAT_DON_11,3
762983,2.2611759636055613,FAT_015,FAT_DON_11,3
762984,5.408680072559414,FAT_015,FAT_DON_11,3
763034,6.110503500093398,FAT_015,FAT_DON_11,3
862962,5.3840923965769845,FAT_015,FAT_DON_11,3
862965,10.390537826334256,FAT_015,FAT_DON_11,3
866771,0.9501542332840568,FAT_015,FAT_DON_11,3
866776,7.681397439808866,FAT_015,FAT_DON_11,3
868129,4.276070986894184,FAT_015,FAT_DON_11,3
873513,1.4553518075800813,FAT_015,FAT_DON_11,3
883156,3.35765887173977,FAT_015,FAT_DON_11,3
888048,5.498768566403004,FAT_015,FAT_DON_11,3
888833,2.525258665864761,FAT_015,FAT_DON_11,3
889204,2.6172408380600696,FAT_015,FAT_DON_11,3
890402,5.2998073724459,FAT_015,FAT_DON_11,3
904306,5.813782664693089,FAT_015,FAT_DON_11,3
908338,2.078360607739378,FAT_015,FAT_DON_11,3
927666,3.3582518986692214,FAT_015,FAT_DON_11,3
981539,1.3771025133537318,FAT_015,FAT_DON_11,3
997884,2.9621082559456924,FAT_015,FAT_DON_11,3
999410,6.20680641968161,FAT_015,FAT_DON_11,3
999412,6.973159982699701,FAT_015,FAT_DON_11,3
999413,5.786495918162814,FAT_015,FAT_DON_11,3
1002367,4.184346093205399,FAT_015,FAT_DON_11,3
1035839,3.003814736301801,FAT_015,FAT_DON_11,3
1042156,5.953819690468619,FAT_015,FAT_DON_11,3
1042403,4.183734122147132,FAT_015,FAT_DON_11,3
1077285,5.350370506582749,FAT_015,FAT_DON_11,3
1121100,5.9193137503892155,FAT_015,FAT_DON_11,3
1121101,9.539893033123919,FAT_015,FAT_DON_11,3
1121114,4.4864120393604665,FAT_015,FAT_DON_11,3
1121115,11.456591605319494,FAT_015,FAT_DON_11,3
1121130,6.7264473131297216,FAT_015,FAT_DON_11,3
1121315,3.455254076268063,FAT_015,FAT_DON_11,3
1121333,6.338962811190515,FAT_015,FAT_DON_11,3
1121344,3.042435363961133,FAT_015,FAT_DON_11,3
1122949,1.1931068007966656,FAT_015,FAT_DON_11,3
1122975,2.78940345311025,FAT_015,FAT_DON_11,3
1122981,1.8407925870707567,FAT_015,FAT_DON_11,3
1123075,2.278747927162844,FAT_015,FAT_DON_11,3
1123263,4.032554522805119,FAT_015,FAT_DON_11,3
1123313,4.3408760344753965,FAT_015,FAT_DON_11,3
1124991,3.74674937428502,FAT_015,FAT_DON_11,3
1150460,2.117336366896624,FAT_015,FAT_DON_11,3
1156431,1.9741379053361396,FAT_015,FAT_DON_11,3
1156433,1.8409374335496824,FAT_015,FAT_DON_11,3
1160721,14.961442038761275,FAT_015,FAT_DON_11,3
1203465,6.8622280162306915,FAT_015,FAT_DON_11,3
1203540,1.6245093109219952,FAT_015,FAT_DON_11,3
1203606,6.296724787119145,FAT_015,FAT_DON_11,3
1203610,4.079736333547973,FAT_015,FAT_DON_11,3
1203611,6.6656988525270435,FAT_015,FAT_DON_11,3
1211844,1.3222483791847182,FAT_015,FAT_DON_11,3
1233170,3.959367755367682,FAT_015,FAT_DON_11,3
1235789,5.936544895741457,FAT_015,FAT_DON_11,3
1235811,2.151872347342749,FAT_015,FAT_DON_11,3
1256908,7.866879147540364,FAT_015,FAT_DON_11,3
1282887,5.116022623644152,FAT_015,FAT_DON_11,3
1292036,4.840559625032269,FAT_015,FAT_DON_11,3
1322347,5.411137618444307,FAT_015,FAT_DON_11,3
1384484,4.204232481861407,FAT_015,FAT_DON_11,3
1408437,8.283697299192687,FAT_015,FAT_DON_11,3
1410647,4.390543527622363,FAT_015,FAT_DON_11,3
1410665,4.146997223595728,FAT_015,FAT_DON_11,3
1437612,4.112320760928161,FAT_015,FAT_DON_11,3
1440052,1.396191534060561,FAT_015,FAT_DON_11,3
1899017,2.4099546785135733,FAT_015,FAT_DON_11,3
818,5.459546684554261,FAT_008,FAT_DON_11,3
904,1.8082004677754846,FAT_008,FAT_DON_11,3
1547,2.0419723866982635,FAT_008,FAT_DON_11,3
205913,2.0622034642979403,FAT_008,FAT_DON_11,3
206672,1.9380517653741316,FAT_008,FAT_DON_11,3
207244,3.301857517624279,FAT_008,FAT_DON_11,3
213810,3.7939842438035103,FAT_008,FAT_DON_11,3
226186,6.612232211605899,FAT_008,FAT_DON_11,3
246201,0.0,FAT_008,FAT_DON_11,3
264199,8.405672634951303,FAT_008,FAT_DON_11,3
272559,3.3815603235462324,FAT_008,FAT_DON_11,3
272621,4.274017094600697,FAT_008,FAT_DON_11,3
295405,4.568736831723362,FAT_008,FAT_DON_11,3
314315,3.156830548613596,FAT_008,FAT_DON_11,3
321956,7.219959432017759,FAT_008,FAT_DON_11,3
321967,4.270814865622361,FAT_008,FAT_DON_11,3
347253,7.852732660098983,FAT_008,FAT_DON_11,3
349741,14.322742403970082,FAT_008,FAT_DON_11,3
354242,2.862728866699367,FAT_008,FAT_DON_11,3
367928,3.3303536810870944,FAT_008,FAT_DON_11,3
390333,7.111729159866535,FAT_008,FAT_DON_11,3
391904,3.3940205441209192,FAT_008,FAT_DON_11,3
411459,7.602235398354293,FAT_008,FAT_DON_11,3
411460,6.662966940288325,FAT_008,FAT_DON_11,3
411461,12.959304162031913,FAT_008,FAT_DON_11,3
411462,9.4362694532535,FAT_008,FAT_DON_11,3
411463,5.571035926385577,FAT_008,FAT_DON_11,3
411464,2.2898980558020274,FAT_008,FAT_DON_11,3
411466,4.527184316931969,FAT_008,FAT_DON_11,3
411467,5.100648363654844,FAT_008,FAT_DON_11,3
411468,6.338170308707135,FAT_008,FAT_DON_11,3
411469,12.134591924634334,FAT_008,FAT_DON_11,3
411470,8.499792289947095,FAT_008,FAT_DON_11,3
411471,11.197298225908577,FAT_008,FAT_DON_11,3
411472,2.477461731972891,FAT_008,FAT_DON_11,3
411473,6.749000541006111,FAT_008,FAT_DON_11,3
411474,4.207927243679732,FAT_008,FAT_DON_11,3
411475,9.357996587698551,FAT_008,FAT_DON_11,3
411476,5.205092758767422,FAT_008,FAT_DON_11,3
411477,7.453563575878995,FAT_008,FAT_DON_11,3
411479,10.49574054676051,FAT_008,FAT_DON_11,3
411483,14.624537745111434,FAT_008,FAT_DON_11,3
411484,10.69671040771518,FAT_008,FAT_DON_11,3
411485,10.519585129309824,FAT_008,FAT_DON_11,3
411486,10.477769936738229,FAT_008,FAT_DON_11,3
411487,8.348393342026153,FAT_008,FAT_DON_11,3
411489,8.338351773936767,FAT_008,FAT_DON_11,3
411490,5.858185688560291,FAT_008,FAT_DON_11,3
411901,1.349610191865988,FAT_008,FAT_DON_11,3
411902,6.286832361910864,FAT_008,FAT_DON_11,3
411903,12.822851109393028,FAT_008,FAT_DON_11,3
428125,5.044795410801947,FAT_008,FAT_DON_11,3
428126,3.111829989829135,FAT_008,FAT_DON_11,3
428127,6.475241054234599,FAT_008,FAT_DON_11,3
428128,4.02120489210571,FAT_008,FAT_DON_11,3
435590,14.651433303032965,FAT_008,FAT_DON_11,3
435591,6.860298765361055,FAT_008,FAT_DON_11,3
435830,2.504223551327824,FAT_008,FAT_DON_11,3
442563,2.4462902134745406,FAT_008,FAT_DON_11,3
445970,8.401617464581532,FAT_008,FAT_DON_11,3
445972,9.940855510921784,FAT_008,FAT_DON_11,3
445973,6.352518337654938,FAT_008,FAT_DON_11,3
449673,5.240201845269879,FAT_008,FAT_DON_11,3
450749,2.2559097166390605,FAT_008,FAT_DON_11,3
451640,2.145238951102559,FAT_008,FAT_DON_11,3
457387,4.888928273133783,FAT_008,FAT_DON_11,3
457388,5.733871520527956,FAT_008,FAT_DON_11,3
457390,4.27615795756362,FAT_008,FAT_DON_11,3
457391,6.113055080491759,FAT_008,FAT_DON_11,3
457392,3.453969567694377,FAT_008,FAT_DON_11,3
457393,10.578787578774074,FAT_008,FAT_DON_11,3
457394,10.266122167699509,FAT_008,FAT_DON_11,3
457395,6.391736932966922,FAT_008,FAT_DON_11,3
457412,11.46699251127981,FAT_008,FAT_DON_11,3
457416,2.267066000187174,FAT_008,FAT_DON_11,3
457421,4.846209127021427,FAT_008,FAT_DON_11,3
457424,6.599571033751502,FAT_008,FAT_DON_11,3
469585,5.25822553867797,FAT_008,FAT_DON_11,3
469588,3.704096610010991,FAT_008,FAT_DON_11,3
469589,4.607239567317553,FAT_008,FAT_DON_11,3
469590,4.586388820791778,FAT_008,FAT_DON_11,3
469591,5.504459353083242,FAT_008,FAT_DON_11,3
469592,5.31340942426947,FAT_008,FAT_DON_11,3
469593,10.182728986460104,FAT_008,FAT_DON_11,3
469596,4.307860733821741,FAT_008,FAT_DON_11,3
469610,2.50154152326027,FAT_008,FAT_DON_11,3
470145,4.439772407141209,FAT_008,FAT_DON_11,3
470146,9.53863489902429,FAT_008,FAT_DON_11,3
471870,5.829622308491839,FAT_008,FAT_DON_11,3
471872,1.7968319507530868,FAT_008,FAT_DON_11,3
471875,8.516499067517232,FAT_008,FAT_DON_11,3
473819,2.6210608058177947,FAT_008,FAT_DON_11,3
476272,7.3063036872170235,FAT_008,FAT_DON_11,3
478749,5.446498045604002,FAT_008,FAT_DON_11,3
479436,2.810657719840154,FAT_008,FAT_DON_11,3
479437,9.194231137903415,FAT_008,FAT_DON_11,3
483215,7.006728702385842,FAT_008,FAT_DON_11,3
483216,6.088072584411814,FAT_008,FAT_DON_11,3
483217,7.100868081143652,FAT_008,FAT_DON_11,3
483218,5.1602406333969215,FAT_008,FAT_DON_11,3
484018,3.952134511700978,FAT_008,FAT_DON_11,3
484020,2.2029042848908853,FAT_008,FAT_DON_11,3
500632,6.3634424330750035,FAT_008,FAT_DON_11,3
502558,2.4339790491557216,FAT_008,FAT_DON_11,3
511680,5.257086437370911,FAT_008,FAT_DON_11,3
515619,11.725545033523849,FAT_008,FAT_DON_11,3
515620,11.11214582638357,FAT_008,FAT_DON_11,3
518635,3.1385711581302984,FAT_008,FAT_DON_11,3
518636,5.926316699480481,FAT_008,FAT_DON_11,3
518637,5.9636679517143305,FAT_008,FAT_DON_11,3
525259,6.25334185939099,FAT_008,FAT_DON_11,3
525306,4.087294067966058,FAT_008,FAT_DON_11,3
525337,4.019938861083316,FAT_008,FAT_DON_11,3
525362,1.5608326876604082,FAT_008,FAT_DON_11,3
536231,7.606621188362593,FAT_008,FAT_DON_11,3
537006,2.5405795799294384,FAT_008,FAT_DON_11,3
537007,6.404023536835832,FAT_008,FAT_DON_11,3
537011,3.1434084157545192,FAT_008,FAT_DON_11,3
537012,9.73187589575831,FAT_008,FAT_DON_11,3
537013,3.5539295231209613,FAT_008,FAT_DON_11,3
537937,2.07181652442377,FAT_008,FAT_DON_11,3
537973,3.994987268708706,FAT_008,FAT_DON_11,3
543734,2.42946379115554,FAT_008,FAT_DON_11,3
545696,9.406598185886018,FAT_008,FAT_DON_11,3
545697,4.869751131400788,FAT_008,FAT_DON_11,3
546273,5.560387997786463,FAT_008,FAT_DON_11,3
547042,4.4996425015748445,FAT_008,FAT_DON_11,3
547043,7.90905355943642,FAT_008,FAT_DON_11,3
548480,4.462324109655498,FAT_008,FAT_DON_11,3
552396,6.419796691257889,FAT_008,FAT_DON_11,3
552398,7.03498496196318,FAT_008,FAT_DON_11,3
552531,2.465987944127719,FAT_008,FAT_DON_11,3
555970,2.4672700292971226,FAT_008,FAT_DON_11,3
556258,3.7381065113297667,FAT_008,FAT_DON_11,3
556259,3.857672220495907,FAT_008,FAT_DON_11,3
556270,3.054919083051018,FAT_008,FAT_DON_11,3
563192,3.0738639676623336,FAT_008,FAT_DON_11,3
563193,5.980772070990739,FAT_008,FAT_DON_11,3
565040,1.9776379744583539,FAT_008,FAT_DON_11,3
565042,1.932123425878487,FAT_008,FAT_DON_11,3
566550,5.409045223523154,FAT_008,FAT_DON_11,3
566552,2.8031410579011635,FAT_008,FAT_DON_11,3
568703,1.978539786447058,FAT_008,FAT_DON_11,3
568816,1.3524216976026586,FAT_008,FAT_DON_11,3
573236,2.4645384168585642,FAT_008,FAT_DON_11,3
580050,2.455053433464095,FAT_008,FAT_DON_11,3
585394,8.154829841226691,FAT_008,FAT_DON_11,3
585543,10.610833576380854,FAT_008,FAT_DON_11,3
585544,4.687269498786981,FAT_008,FAT_DON_11,3
592028,2.1679170097512936,FAT_008,FAT_DON_11,3
622312,8.259506080192887,FAT_008,FAT_DON_11,3
626522,0.0,FAT_008,FAT_DON_11,3
626939,6.0769077170022525,FAT_008,FAT_DON_11,3
641112,3.4661658915858777,FAT_008,FAT_DON_11,3
645463,6.793993464332938,FAT_008,FAT_DON_11,3
649757,8.207764010268301,FAT_008,FAT_DON_11,3
657308,4.960635949778251,FAT_008,FAT_DON_11,3
657309,4.917231446561648,FAT_008,FAT_DON_11,3
657313,9.57130559861623,FAT_008,FAT_DON_11,3
657314,9.65793075747692,FAT_008,FAT_DON_11,3
657317,11.413644496119517,FAT_008,FAT_DON_11,3
657319,6.4480316276523775,FAT_008,FAT_DON_11,3
657321,4.463620685868276,FAT_008,FAT_DON_11,3
657322,10.211215713084494,FAT_008,FAT_DON_11,3
657323,12.4225527253302,FAT_008,FAT_DON_11,3
658089,8.549659027085228,FAT_008,FAT_DON_11,3
658659,5.339440692683307,FAT_008,FAT_DON_11,3
665943,8.013403009569004,FAT_008,FAT_DON_11,3
665951,7.602872594993333,FAT_008,FAT_DON_11,3
665953,4.8059204068729775,FAT_008,FAT_DON_11,3
679935,7.851649133389067,FAT_008,FAT_DON_11,3
680646,2.2645056725711354,FAT_008,FAT_DON_11,3
702443,5.427417438867983,FAT_008,FAT_DON_11,3
702444,4.239888081206657,FAT_008,FAT_DON_11,3
702447,4.661390997264488,FAT_008,FAT_DON_11,3
709991,8.039727453201385,FAT_008,FAT_DON_11,3
717959,7.7634485802274495,FAT_008,FAT_DON_11,3
717960,10.518003422947869,FAT_008,FAT_DON_11,3
717962,12.566289973950978,FAT_008,FAT_DON_11,3
718252,11.718490532686614,FAT_008,FAT_DON_11,3
742725,4.123241265111079,FAT_008,FAT_DON_11,3
742726,7.9611620978128785,FAT_008,FAT_DON_11,3
742727,4.857537616480414,FAT_008,FAT_DON_11,3
742729,2.4576451746563035,FAT_008,FAT_DON_11,3
742733,5.573025120664885,FAT_008,FAT_DON_11,3
742740,9.94994879213264,FAT_008,FAT_DON_11,3
742741,5.879866065538827,FAT_008,FAT_DON_11,3
742743,2.4601142601517147,FAT_008,FAT_DON_11,3
742817,2.8730219920219504,FAT_008,FAT_DON_11,3
742820,3.871162412031487,FAT_008,FAT_DON_11,3
748224,12.188465413097822,FAT_008,FAT_DON_11,3
759350,2.1591679301549687,FAT_008,FAT_DON_11,3
762966,2.6326855348184632,FAT_008,FAT_DON_11,3
762968,9.42748210638606,FAT_008,FAT_DON_11,3
762982,3.693710620331737,FAT_008,FAT_DON_11,3
762984,5.430131513290302,FAT_008,FAT_DON_11,3
763034,5.692506035390001,FAT_008,FAT_DON_11,3
862962,3.954083564811763,FAT_008,FAT_DON_11,3
862965,4.093891731278119,FAT_008,FAT_DON_11,3
866771,2.449268901580131,FAT_008,FAT_DON_11,3
866776,3.6966767470478783,FAT_008,FAT_DON_11,3
868129,1.6253009615388663,FAT_008,FAT_DON_11,3
883156,4.503451671686906,FAT_008,FAT_DON_11,3
888048,5.790811644282106,FAT_008,FAT_DON_11,3
888833,4.522798576387456,FAT_008,FAT_DON_11,3
889204,1.7497475860800475,FAT_008,FAT_DON_11,3
890402,1.9162367882784135,FAT_008,FAT_DON_11,3
903814,3.0999618421842645,FAT_008,FAT_DON_11,3
904306,3.4338803480657867,FAT_008,FAT_DON_11,3
927666,4.030291808524113,FAT_008,FAT_DON_11,3
997884,2.0692592952466966,FAT_008,FAT_DON_11,3
999410,7.613441094273227,FAT_008,FAT_DON_11,3
999412,4.3468797822669005,FAT_008,FAT_DON_11,3
999413,5.975435331348417,FAT_008,FAT_DON_11,3
1002367,4.35355901629012,FAT_008,FAT_DON_11,3
1035839,3.7132372176755055,FAT_008,FAT_DON_11,3
1042156,5.893207813236455,FAT_008,FAT_DON_11,3
1042403,2.458468335319196,FAT_008,FAT_DON_11,3
1064535,2.5566549663664095,FAT_008,FAT_DON_11,3
1077285,4.098012542751246,FAT_008,FAT_DON_11,3
1121100,5.374326754553391,FAT_008,FAT_DON_11,3
1121101,5.633582549098584,FAT_008,FAT_DON_11,3
1121114,4.992508982238049,FAT_008,FAT_DON_11,3
1121115,12.693604353100616,FAT_008,FAT_DON_11,3
1121130,5.120498616671728,FAT_008,FAT_DON_11,3
1121315,3.961596739956661,FAT_008,FAT_DON_11,3
1121333,8.085999854431767,FAT_008,FAT_DON_11,3
1121344,0.0,FAT_008,FAT_DON_11,3
1121864,2.1218734761850744,FAT_008,FAT_DON_11,3
1122975,0.0,FAT_008,FAT_DON_11,3
1122981,1.7275889517066068,FAT_008,FAT_DON_11,3
1123075,3.3420560176214544,FAT_008,FAT_DON_11,3
1123263,4.082122761678117,FAT_008,FAT_DON_11,3
1123313,4.658804191514502,FAT_008,FAT_DON_11,3
1130798,3.2571154603535555,FAT_008,FAT_DON_11,3
1150460,4.478660736303471,FAT_008,FAT_DON_11,3
1156431,2.355416251995232,FAT_008,FAT_DON_11,3
1156433,2.232409597443952,FAT_008,FAT_DON_11,3
1160721,15.132201153471357,FAT_008,FAT_DON_11,3
1203465,6.7966898847712995,FAT_008,FAT_DON_11,3
1203606,7.387262853181958,FAT_008,FAT_DON_11,3
1203610,4.3399994736933465,FAT_008,FAT_DON_11,3
1203611,12.186118608258374,FAT_008,FAT_DON_11,3
1211844,3.0676802313360483,FAT_008,FAT_DON_11,3
1233170,4.734990819600442,FAT_008,FAT_DON_11,3
1235789,1.7242414371992973,FAT_008,FAT_DON_11,3
1235811,0.0,FAT_008,FAT_DON_11,3
1256908,6.847711399093992,FAT_008,FAT_DON_11,3
1282887,2.408054978320249,FAT_008,FAT_DON_11,3
1292036,5.610218403932796,FAT_008,FAT_DON_11,3
1322347,1.9264943628752302,FAT_008,FAT_DON_11,3
1384484,8.655551300570515,FAT_008,FAT_DON_11,3
1408437,9.042500503827338,FAT_008,FAT_DON_11,3
1410645,2.19774109025012,FAT_008,FAT_DON_11,3
1437612,3.8839862923186703,FAT_008,FAT_DON_11,3
1899017,0.0,FAT_008,FAT_DON_11,3
818,6.7503501273141255,FAT_020,FAT_DON_19,1
904,7.438221651788292,FAT_020,FAT_DON_19,1
205913,5.08809734592729,FAT_020,FAT_DON_19,1
206672,5.276918427071724,FAT_020,FAT_DON_19,1
213810,2.834168557381383,FAT_020,FAT_DON_19,1
226186,7.931575096244151,FAT_020,FAT_DON_19,1
246198,0.0,FAT_020,FAT_DON_19,1
264199,7.73309649546357,FAT_020,FAT_DON_19,1
272559,4.193650793511077,FAT_020,FAT_DON_19,1
272623,5.754630640334567,FAT_020,FAT_DON_19,1
295405,4.81374968276914,FAT_020,FAT_DON_19,1
347253,8.399835719270202,FAT_020,FAT_DON_19,1
349741,4.128959225611949,FAT_020,FAT_DON_19,1
354242,4.388812676904097,FAT_020,FAT_DON_19,1
367928,12.867602879224783,FAT_020,FAT_DON_19,1
391904,3.647548014630626,FAT_020,FAT_DON_19,1
411459,8.953509438544241,FAT_020,FAT_DON_19,1
411460,5.975812474281382,FAT_020,FAT_DON_19,1
411461,12.635599393962158,FAT_020,FAT_DON_19,1
411462,14.052543835027349,FAT_020,FAT_DON_19,1
411463,8.670332516614316,FAT_020,FAT_DON_19,1
411464,0.0,FAT_020,FAT_DON_19,1
411467,5.903761954904237,FAT_020,FAT_DON_19,1
411468,4.674264674903188,FAT_020,FAT_DON_19,1
411469,15.553278425207438,FAT_020,FAT_DON_19,1
411470,6.885737385088085,FAT_020,FAT_DON_19,1
411471,11.538517774491584,FAT_020,FAT_DON_19,1
411473,8.544451004054656,FAT_020,FAT_DON_19,1
411474,4.328089788472415,FAT_020,FAT_DON_19,1
411475,10.32107826802842,FAT_020,FAT_DON_19,1
411476,10.094436621874134,FAT_020,FAT_DON_19,1
411477,5.154547277669392,FAT_020,FAT_DON_19,1
411479,13.562825074764245,FAT_020,FAT_DON_19,1
411483,12.438788827525247,FAT_020,FAT_DON_19,1
411484,9.436095420187574,FAT_020,FAT_DON_19,1
411485,11.873903275079249,FAT_020,FAT_DON_19,1
411486,11.623102907931536,FAT_020,FAT_DON_19,1
411487,9.400569167755808,FAT_020,FAT_DON_19,1
411489,7.923823559485539,FAT_020,FAT_DON_19,1
411490,6.108174540945088,FAT_020,FAT_DON_19,1
411901,11.758317947870626,FAT_020,FAT_DON_19,1
411902,6.790311691680593,FAT_020,FAT_DON_19,1
411903,13.011706939499035,FAT_020,FAT_DON_19,1
428125,5.348543181610078,FAT_020,FAT_DON_19,1
428126,3.1082684343153404,FAT_020,FAT_DON_19,1
428127,7.339646065394445,FAT_020,FAT_DON_19,1
428128,5.697455573907922,FAT_020,FAT_DON_19,1
435590,16.93033721461943,FAT_020,FAT_DON_19,1
435591,11.533295372526457,FAT_020,FAT_DON_19,1
445970,14.384404692076725,FAT_020,FAT_DON_19,1
445972,6.794732247357933,FAT_020,FAT_DON_19,1
445973,8.051912552595569,FAT_020,FAT_DON_19,1
445975,2.117223105997773,FAT_020,FAT_DON_19,1
449673,6.028334198304239,FAT_020,FAT_DON_19,1
451640,2.508803311911616,FAT_020,FAT_DON_19,1
457387,6.582911498291762,FAT_020,FAT_DON_19,1
457388,9.424511178213956,FAT_020,FAT_DON_19,1
457390,7.811856906674025,FAT_020,FAT_DON_19,1
457391,10.253731410759524,FAT_020,FAT_DON_19,1
457392,2.859543068502808,FAT_020,FAT_DON_19,1
457393,10.637311981323668,FAT_020,FAT_DON_19,1
457394,10.282309842168187,FAT_020,FAT_DON_19,1
457395,9.49523564303796,FAT_020,FAT_DON_19,1
457412,9.680893797386233,FAT_020,FAT_DON_19,1
457421,5.242748316997428,FAT_020,FAT_DON_19,1
457424,7.962028292479135,FAT_020,FAT_DON_19,1
469585,6.957588340288727,FAT_020,FAT_DON_19,1
469588,6.654914384599597,FAT_020,FAT_DON_19,1
469589,6.581055262862296,FAT_020,FAT_DON_19,1
469590,7.759125384262191,FAT_020,FAT_DON_19,1
469591,6.4571768483353225,FAT_020,FAT_DON_19,1
469592,7.643167211040835,FAT_020,FAT_DON_19,1
469593,10.165666269957043,FAT_020,FAT_DON_19,1
469596,6.532690268067118,FAT_020,FAT_DON_19,1
470145,5.7741677920906165,FAT_020,FAT_DON_19,1
470146,12.473595754807334,FAT_020,FAT_DON_19,1
471870,17.49995890023805,FAT_020,FAT_DON_19,1
471875,8.393294502245643,FAT_020,FAT_DON_19,1
476272,5.790171095630694,FAT_020,FAT_DON_19,1
478749,3.769839434575036,FAT_020,FAT_DON_19,1
483215,6.367507453514936,FAT_020,FAT_DON_19,1
483216,7.225779538908886,FAT_020,FAT_DON_19,1
483217,14.136235817525556,FAT_020,FAT_DON_19,1
483218,7.873874294408518,FAT_020,FAT_DON_19,1
484018,4.993434904761882,FAT_020,FAT_DON_19,1
484020,7.882742374348735,FAT_020,FAT_DON_19,1
500632,6.24014656880682,FAT_020,FAT_DON_19,1
511680,5.685077488792728,FAT_020,FAT_DON_19,1
515619,13.168211166203424,FAT_020,FAT_DON_19,1
515620,15.630000884982232,FAT_020,FAT_DON_19,1
518635,6.221188263929004,FAT_020,FAT_DON_19,1
518636,7.31220168715366,FAT_020,FAT_DON_19,1
518637,7.347189797962595,FAT_020,FAT_DON_19,1
525259,5.444794074083761,FAT_020,FAT_DON_19,1
525362,3.210714090163516,FAT_020,FAT_DON_19,1
536231,13.56520310922896,FAT_020,FAT_DON_19,1
537006,4.288248743412675,FAT_020,FAT_DON_19,1
537007,6.324445801648578,FAT_020,FAT_DON_19,1
537011,0.0,FAT_020,FAT_DON_19,1
537012,10.022659873344598,FAT_020,FAT_DON_19,1
537013,0.0,FAT_020,FAT_DON_19,1
537937,5.333305979138298,FAT_020,FAT_DON_19,1
545696,5.849316134145343,FAT_020,FAT_DON_19,1
547042,5.853854642122757,FAT_020,FAT_DON_19,1
547043,15.925104462203308,FAT_020,FAT_DON_19,1
548480,5.358982418629484,FAT_020,FAT_DON_19,1
552396,6.421039360530126,FAT_020,FAT_DON_19,1
552398,9.584712928154437,FAT_020,FAT_DON_19,1
553174,0.0,FAT_020,FAT_DON_19,1
556258,6.665298006816807,FAT_020,FAT_DON_19,1
556259,6.811593567715474,FAT_020,FAT_DON_19,1
556268,0.0,FAT_020,FAT_DON_19,1
563192,7.995599841219932,FAT_020,FAT_DON_19,1
563193,7.748589246599986,FAT_020,FAT_DON_19,1
565040,5.170662731258152,FAT_020,FAT_DON_19,1
565042,5.146159556705333,FAT_020,FAT_DON_19,1
566550,6.271845548661514,FAT_020,FAT_DON_19,1
566552,8.088058531203336,FAT_020,FAT_DON_19,1
568816,9.281419415499409,FAT_020,FAT_DON_19,1
585394,8.410826495081636,FAT_020,FAT_DON_19,1
585543,10.824629344715676,FAT_020,FAT_DON_19,1
585544,6.559401599233093,FAT_020,FAT_DON_19,1
591001,0.0,FAT_020,FAT_DON_19,1
622312,9.930343376448093,FAT_020,FAT_DON_19,1
626939,9.72974448574774,FAT_020,FAT_DON_19,1
645463,6.4900705255148905,FAT_020,FAT_DON_19,1
649757,10.534129428536088,FAT_020,FAT_DON_19,1
657308,5.907503873055102,FAT_020,FAT_DON_19,1
657309,9.003693377331237,FAT_020,FAT_DON_19,1
657313,13.79815957318057,FAT_020,FAT_DON_19,1
657314,7.641640280320333,FAT_020,FAT_DON_19,1
657317,13.01825909812625,FAT_020,FAT_DON_19,1
657319,8.150150818973879,FAT_020,FAT_DON_19,1
657321,17.892676212725938,FAT_020,FAT_DON_19,1
657322,11.153045478062005,FAT_020,FAT_DON_19,1
657323,13.911358132554076,FAT_020,FAT_DON_19,1
658089,8.302372696364774,FAT_020,FAT_DON_19,1
658659,6.294278885791609,FAT_020,FAT_DON_19,1
665951,7.904836307744252,FAT_020,FAT_DON_19,1
665953,5.886545826004515,FAT_020,FAT_DON_19,1
679189,0.0,FAT_020,FAT_DON_19,1
679935,5.779659272475183,FAT_020,FAT_DON_19,1
702443,11.989460297303175,FAT_020,FAT_DON_19,1
702444,6.636278920552593,FAT_020,FAT_DON_19,1
702447,7.118095818929687,FAT_020,FAT_DON_19,1
709991,6.891091632981235,FAT_020,FAT_DON_19,1
717959,11.037912024703171,FAT_020,FAT_DON_19,1
717960,10.411581818363029,FAT_020,FAT_DON_19,1
717962,14.792452715786728,FAT_020,FAT_DON_19,1
718252,12.809426160362907,FAT_020,FAT_DON_19,1
742725,4.049967195029417,FAT_020,FAT_DON_19,1
742726,10.36751303567448,FAT_020,FAT_DON_19,1
742727,8.232600738923214,FAT_020,FAT_DON_19,1
742733,5.985741488599585,FAT_020,FAT_DON_19,1
742740,8.468086967391613,FAT_020,FAT_DON_19,1
742741,6.8730490299228695,FAT_020,FAT_DON_19,1
742742,0.0,FAT_020,FAT_DON_19,1
742817,6.233759951809192,FAT_020,FAT_DON_19,1
742818,2.028827210443872,FAT_020,FAT_DON_19,1
742821,9.841989298552765,FAT_020,FAT_DON_19,1
748224,15.443676682706847,FAT_020,FAT_DON_19,1
752555,0.0,FAT_020,FAT_DON_19,1
