taxon,donor_subject,donor_abundance
1033734,FAT_DON_11,11.84823121409203
1033739,FAT_DON_11,9.178362274001186
1033992,FAT_DON_11,6.674649743750121
1035184,FAT_DON_11,46.80252148161062
1035191,FAT_DON_11,13.111847126173586
1035195,FAT_DON_11,114.5227464035761
1035839,FAT_DON_11,405.35794517295557
1037409,FAT_DON_11,15.046614913574642
1042156,FAT_DON_11,3283.7655858574913
1042403,FAT_DON_11,5233.014227717352
1045856,FAT_DON_11,94.70179853294064
1046625,FAT_DON_11,2.118535801086244
1050720,FAT_DON_11,17.09459283292473
1051501,FAT_DON_11,7.84122008617564
1051502,FAT_DON_11,5.419097535089311
1054460,FAT_DON_11,263.41455615288925
1064535,FAT_DON_11,127.81499127212054
1064537,FAT_DON_11,18.898509786582306
1074451,FAT_DON_11,11.6306207808679
1076934,FAT_DON_11,388.2235266946798
1077285,FAT_DON_11,7314.487538091893
1077975,FAT_DON_11,7.245078683604049
1089454,FAT_DON_11,5.272820208803558
1089456,FAT_DON_11,73.49164373502855
1089547,FAT_DON_11,12.021742355550865
1095730,FAT_DON_11,108.37012726415047
1095770,FAT_DON_11,26.023023606618267
1110694,FAT_DON_11,7.017920349955257
1112856,FAT_DON_11,3.0315263753436135
1115512,FAT_DON_11,9.93259638299181
1115803,FAT_DON_11,241.85401819692785
1118059,FAT_DON_11,96.69186725795038
1120942,FAT_DON_11,77.58158354936847
1120988,FAT_DON_11,9.141617713854943
1121019,FAT_DON_11,4.258397727278929
1121090,FAT_DON_11,3.2321970210725226
1121097,FAT_DON_11,100.45270169433256
1121100,FAT_DON_11,6820.666624733963
1121101,FAT_DON_11,119016.79901234228
1121102,FAT_DON_11,5.918968593207084
1121111,FAT_DON_11,12.018765904040555
1121114,FAT_DON_11,4910.213764952458
1121115,FAT_DON_11,127202.36010563617
1121124,FAT_DON_11,24.005210740997587
1121126,FAT_DON_11,14.349750575537483
1121129,FAT_DON_11,405.6135280896062
1121130,FAT_DON_11,9047.186374688084
1121303,FAT_DON_11,108.87312832102616
1121315,FAT_DON_11,745.0741279059262
1121333,FAT_DON_11,4339.8274648205
1121334,FAT_DON_11,564.4471235507648
1121342,FAT_DON_11,69.8551240455463
1121344,FAT_DON_11,613.1462892648591
1121367,FAT_DON_11,6.523210854650926
1121445,FAT_DON_11,29.854330424270213
1121482,FAT_DON_11,5.366188412650071
1121864,FAT_DON_11,392.3154386523347
1122237,FAT_DON_11,8.8747755240011
1122603,FAT_DON_11,7.442071963523432
1122917,FAT_DON_11,6.8554784613765065
1122949,FAT_DON_11,67.90712293440858
1122950,FAT_DON_11,408.4173549145334
1122975,FAT_DON_11,776.042060811818
1122976,FAT_DON_11,75.63889262285021
1122978,FAT_DON_11,22.542379282242013
1122981,FAT_DON_11,923.0496992035069
1122982,FAT_DON_11,39.75608993718242
1122984,FAT_DON_11,14.951799668175715
1122985,FAT_DON_11,21.41990823158179
1122988,FAT_DON_11,26.653015486231272
1122991,FAT_DON_11,17.6738316034526
1122992,FAT_DON_11,328.8611260006366
1122993,FAT_DON_11,19.033046043637786
1122997,FAT_DON_11,9.484179348258385
1123075,FAT_DON_11,1633.5156791520974
1123242,FAT_DON_11,0.8372711297077716
1123253,FAT_DON_11,19.087439363080943
1123263,FAT_DON_11,1305.1184748040766
1123313,FAT_DON_11,1455.5590859509618
1123318,FAT_DON_11,27.08738681657431
1123488,FAT_DON_11,105.97326829214063
1123524,FAT_DON_11,14.045425755786681
1124991,FAT_DON_11,8.723336634901905
1125712,FAT_DON_11,116.12844283641
1125724,FAT_DON_11,53.758021964153464
1127131,FAT_DON_11,8.624097896440256
1130798,FAT_DON_11,42.195077964860964
1133568,FAT_DON_11,35.37631496568167
1136177,FAT_DON_11,6.674649743750121
1139219,FAT_DON_11,9.192333667488574
1140001,FAT_DON_11,13.75064077895806
1140002,FAT_DON_11,39.203235445722406
1144300,FAT_DON_11,3.7011940536591914
1150460,FAT_DON_11,95.23776639352415
1150461,FAT_DON_11,57.332100745776756
1156431,FAT_DON_11,595.5078060885379
1156433,FAT_DON_11,550.4504590589819
1156918,FAT_DON_11,4.186355648538858
1158606,FAT_DON_11,13.540385077352987
1158610,FAT_DON_11,9.964917450075326
1158612,FAT_DON_11,17.619438284009448
1159488,FAT_DON_11,7.200233264585556
1159899,FAT_DON_11,12.048901859820939
1160707,FAT_DON_11,4.852345961044909
1160719,FAT_DON_11,4.585503771191066
1160721,FAT_DON_11,936736.7825227901
1163399,FAT_DON_11,9.478271658191744
1167632,FAT_DON_11,12.554643452553849
1170318,FAT_DON_11,8.0338270284838
