id,abundance,sample_id,kingdom,phylum,class,order,family,genus,species
AZC5T_19,29344.44513105399,C,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
AZC5T_22,7241.82418488619,C,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
AZC5T_26,6649.034392348052,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,Clostridium,
AZC5T_30,7668.7311997518555,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,GCF_000403215.1
AZC5T_37,9911.925519845689,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_B,GCA_002493165.1
AZC5T_38,13490.928945254556,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
AZC5T_44,25800.83380069691,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,
AZC5T_57,9295.031795933664,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,
AZC5T_64,22494.714916707922,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
AZC5T_66,32587.92808008979,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_B,Lactobacillus_B murinus
AZC5T_68,20780.9907195003,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_J,
AZC5T_69,14575.98817460154,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,TF01-11,
AZC5T_78,8464.213550320877,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA3282,
AZC5T_8,12252.669033184042,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,
AZC5T_80,18209.06998103264,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
AZC5T_85,11672.429041959764,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,GCA_002358575.1
AZC5T_87,9637.16970324888,C,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-582,
AZC5T_93,39527.38125589161,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens
AZC5T_94,53098.56524447395,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
AZC5T_97,152317.87750430504,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Homeothermus,GCA_002492595.1
AZC5T_98,10032.090219223255,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
AZC7E_109,16402.472032989637,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,
AZC7E_114,13101.629820904625,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
AZC7E_12,13181.416065236897,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,GCA_002491635.1
AZC7E_15,69312.99835608083,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,
AZC7E_16,10981.422943741583,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
AZC7E_25,13471.49660782124,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp1
AZC7E_29,9878.05456681582,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,
AZC7E_39,289725.89644796273,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Homeothermus,GCA_002492595.1
AZC7E_45,36133.33526797596,C,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
AZC7E_51,9992.158891996105,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,
AZC7E_54,28926.074677477034,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,GCA_001689585.1
AZC7E_57,9834.618224354968,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-95,GCF_000403495.2
AZC7E_59,6019.408085441625,C,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,Enterorhabdus caecimuris
AZC7E_60,9502.30685619919,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp4
AZC7E_61,45803.602547554256,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,GCA_001689485.1
AZC7E_64,23896.729759805403,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,
AZC7E_69,12683.796150640599,C,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Parasutterella,
AZC7E_70,6935.947477273226,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,GCA_002361275.1
AZC7E_73,200587.03676864068,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides acidifaciens
AZC7E_77,10299.8108760613,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,
AZC7E_78,6559.68116013482,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,Clostridium,
AZC7E_82,8751.7476636439,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus intestinalis
AZC7E_89,115964.54858353884,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,CAG-1031 sp1
AZC7E_96,38017.01191034288,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_B,Lactobacillus_B murinus
AZC9C_103,8007.284217182283,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-465,Clostridium,
AZC9C_106,13508.636302773268,C,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,Christensenella,
AZC9C_112,14877.958250335081,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,
AZC9C_113,15283.673879630336,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-56,
AZC9C_116,13059.306476066125,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA3282,
AZC9C_18,24820.189102952107,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
AZC9C_29,6976.958020857321,C,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium,
AZC9C_32,15465.090659723282,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris
AZC9C_40,6293.055442143115,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,
AZC9C_53,15048.431696958614,C,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,
AZC9C_54,31253.9985975616,C,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
AZC9C_6,312857.85663488734,C,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Homeothermus,GCA_002492595.1
AZC9C_61,9236.640726021713,C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus intestinalis
