taxon,colonization_binary,distance,independence,mean_d0_abundance,diversity_ratio
AZC5T_97,1,9.84831905958627,22.38,1.3723267658e-06,1.07095089327705
AZC5T_98,0,0.840989847759493,8.38,5.1616276817e-07,1.07095089327705
AZC5T_107,1,5.8791425984475,22.04,8.846571753172e-05,1.07095089327705
AZC5T_109,0,0.406524517287599,19.28,0.00106604624250675,1.07095089327705
AZC5T_120,0,0.596632696295107,7.44,5.190746364132e-05,1.07095089327705
AZC5T_122,0,0.399165331541708,20.55,3.92495949035e-06,1.07095089327705
AZC7E_12,0,0.717033307340867,22.55,0.00058826986981051,1.07095089327705
AZC7E_15,0,4.98781082590493,14.76,0.00017407258397263,1.07095089327705
AZC7E_16,0,0.916034201697049,8.68,2.72000983564e-06,1.07095089327705
AZC7E_25,0,0.768897363555648,21.26,4.296818682791e-05,1.07095089327705
AZC7E_39,1,12.6221122596073,20.88,1.1327281537e-06,1.07095089327705
AZC7E_51,0,0.70394883682497,15.64,9.176178978856e-05,1.07095089327705
AZC7E_54,0,1.55003843085781,20.95,1.054870429421e-05,1.07095089327705
AZC7E_59,0,0.211555322457506,6.4,7.36893333857e-06,1.07095089327705
AZC7E_60,0,0.494687045099257,20.98,2.94370976389e-06,1.07095089327705
AZC7E_61,1,5.21809995707651,21.2,7.064028932129e-05,1.07095089327705
AZC7E_64,0,2.09385958422612,21.58,1.60732673145e-05,1.07095089327705
AZC7E_70,0,0.300297400422259,19.64,2.26370730498e-06,1.07095089327705
AZC7E_77,0,0.537164571049519,16.65,0.00014693444959573,1.07095089327705
AZC7E_82,0,0.667551840424703,7.01,1.372501666051e-05,1.07095089327705
AZC7E_89,1,10.5445021658166,19.95,7.4693753714e-07,1.07095089327705
AZC7E_109,0,0.935360051362921,22.18,8.756964180241e-05,1.07095089327705
AZC9C_6,1,13.0243541498616,22.55,1.43926184404e-06,1.07095089327705
AZC9C_7,0,0.662717221468674,22.1,2.09108318661e-06,1.07095089327705
AZC9C_29,0,0.689839694699613,14.05,9.966473065914e-05,1.07095089327705
AZC9C_32,0,1.12912557833725,23.45,0.00081820182143036,1.07095089327705
AZC9C_40,0,0.239173362616633,21.85,3.31717853246e-06,1.07095089327705
AZC9C_53,0,1.24108750265931,7.05,0.000427050648692,1.07095089327705
AZC9C_54,0,2.13217221288459,14.69,0.00018368264524671,1.07095089327705
AZC9C_61,0,0.753882040324489,8.18,1.382192127301e-05,1.07095089327705
AZC9C_68,0,0.291881600419753,22.38,0.00048509259946902,1.07095089327705
AZC9C_95,0,2.98501817924388,14.8,1.707729348799e-05,1.07095089327705
AZC9C_96,0,0.446363631810064,3.02,5.591287724318e-05,1.07095089327705
AZC9C_106,0,0.840451459447059,10.69,1.44808568718e-06,1.07095089327705
AZC9C_112,0,0.670691547431164,13.06,0.00033326688339255,1.07095089327705
AZC9C_113,0,1.71651554020088,15.95,0.00091045273592055,1.07095089327705
AZC9C_116,0,2.46637602068823,15.56,0.00075816715519754,1.07095089327705
AZC3J_3,0,0.363013376607785,16.29,0.00068333198769114,0.933658030503778
AZC3J_18,0,3.02330792604308,23.45,0.00141451574253885,0.933658030503778
AZC3J_28,0,0.359867325433273,21.44,0.0002528513186989,0.933658030503778
AZC3J_64,0,0.466227692030425,14.69,0.00020620112302935,0.933658030503778
AZC3J_73,0,0.32352630269603,15.02,0.00087204110758345,0.933658030503778
AZC3J_87,0,6.37711946973021,17.24,0.00019661048768738,0.933658030503778
AZC3J_99,0,0.595934157297345,6.83,0.00033286138183169,0.933658030503778
AZC5T_14,0,0.871108925635768,13.21,0.00014169058502416,0.933658030503778
AZC5T_19,0,2.55722210035103,14.69,0.00091539768365018,0.933658030503778
AZC5T_22,0,0.350319736128741,21.31,0.00022689412401109,0.933658030503778
AZC5T_30,0,0.297737506931411,11.93,6.397164566242e-05,0.933658030503778
AZC5T_37,0,0.826847848860429,23.35,0.00127558464887722,0.933658030503778
AZC5T_38,0,0.722074648894495,17.81,0.00083383126860207,0.933658030503778
AZC5T_44,0,5.39803210262045,5.8,1.667227381604e-05,0.933658030503778
AZC5T_57,0,0.446304384056363,14.7,0.00018022851760584,0.933658030503778
AZC5T_64,0,2.11440230822571,8.97,5.320519403293e-05,0.933658030503778
AZC5T_80,0,1.76115605330583,22.19,0.00076152623358292,0.933658030503778
AZC5T_87,0,0.491961519248504,3.66,1.091583751338e-05,0.933658030503778
AZC5T_98,0,0.715516577626384,8.38,1.772812824832e-05,0.933658030503778
AZC5T_119,0,0.38886957644636,15.79,0.00064606246934508,0.933658030503778
AZC5T_122,0,0.381910075439406,20.55,0.00053822334675743,0.933658030503778
AZC7E_16,0,0.783589275933968,8.68,2.495925103853e-05,0.933658030503778
AZC7E_29,0,0.981816680944068,17.54,0.00033188815579343,0.933658030503778
AZC7E_45,0,1.72378646179046,15.88,0.0001515708187925,0.933658030503778
AZC7E_51,0,0.540983139624683,15.64,0.00117410478431968,0.933658030503778
AZC7E_57,0,0.584862468712359,14.48,0.00015242645091228,0.933658030503778
AZC7E_59,0,0.310310975377541,6.4,0.00056502560842666,0.933658030503778
AZC7E_64,0,2.05312299914956,21.58,0.00106005513067091,0.933658030503778
AZC7E_69,0,0.474610025602021,16.71,0.00069083307262408,0.933658030503778
AZC7E_82,0,0.502257339425005,7.01,3.569832935123e-05,0.933658030503778
AZC7E_114,0,0.703097495955004,18.14,0.00116392441079665,0.933658030503778
AZC9C_18,0,4.99296207918525,23.31,0.00100439057373854,0.933658030503778
AZC9C_32,0,1.24037442571043,23.45,0.00051934918986836,0.933658030503778
AZC9C_53,0,0.620069100809062,7.05,9.434033223785e-05,0.933658030503778
AZC9C_54,0,2.7167095275209,14.69,0.00088909981837736,0.933658030503778
AZC9C_61,0,0.635223537850563,8.18,9.5776890933e-07,0.933658030503778
AZC9C_75,0,6.67085628474302,22.54,0.00158640020721735,0.933658030503778
AZC9C_86,0,0.422851418513443,18.42,0.00025688410499602,0.933658030503778
AZC9C_95,0,3.06402350685598,14.8,1.267114218655e-05,0.933658030503778
AZC9C_96,0,0.401496827365912,3.02,1.742092919471e-05,0.933658030503778
AZC9C_112,0,0.71092039276046,13.06,0.00024600071648101,0.933658030503778
AZC3J_43,0,0.500187193319609,16.3,0.00038586240153674,1.18307232453375
AZC3J_58,0,0.886964534584182,14.79,0.00024261049475745,1.18307232453375
AZC3J_76,0,0.411039980449136,20.87,0.00014828047332624,1.18307232453375
AZC3J_90,0,1.36573519170926,13.31,0.00066678659499828,1.18307232453375
AZC5T_8,0,1.15012463368994,14.76,0.00018668446444097,1.18307232453375
AZC5T_9,0,0.386095920905464,13.75,0.00011538298291394,1.18307232453375
AZC5T_32,0,0.370846164195281,2.76,1.817515887813e-05,1.18307232453375
AZC5T_34,0,0.43738530864004,21.12,0.00017269438890588,1.18307232453375
AZC5T_39,0,0.616337976885845,10.49,2.817269553943e-05,1.18307232453375
AZC5T_41,0,0.54810919714218,3.55,1.764400832152e-05,1.18307232453375
AZC5T_51,0,0.464012226306744,4.43,7.37999751193e-05,1.18307232453375
AZC5T_66,0,0.590392302433616,11.55,6.0234914995e-07,1.18307232453375
AZC5T_68,0,0.479760152425573,17.03,0.00023615889559002,1.18307232453375
AZC5T_78,0,0.783492058962142,16.06,0.00072640657315902,1.18307232453375
AZC5T_93,0,1.84840110827729,23.45,0.00061449722710546,1.18307232453375
AZC5T_94,0,0.593962292594921,22.81,0.00012235884108673,1.18307232453375
AZC5T_97,0,0.645753889224626,22.38,0.00060559849060014,1.18307232453375
AZC5T_104,0,3.38708035814687,16.3,0.000773807088815,1.18307232453375
AZC5T_107,0,1.10046254577203,22.04,0.00076532717841376,1.18307232453375
AZC5T_108,0,0.66498489474191,3.76,8.2712438865e-06,1.18307232453375
AZC5T_109,1,6.29135494007532,19.28,0.000335381173549,1.18307232453375
AZC5T_120,0,14.4004392285631,7.44,4.78363799133e-06,1.18307232453375
AZC7E_2,1,10.6578182784667,14.37,6.559602839283e-05,1.18307232453375
AZC7E_3,1,6.47498459624726,19.96,5.809997544172e-05,1.18307232453375
AZC7E_12,1,8.10707796297867,22.55,0.00039434350256368,1.18307232453375
AZC7E_13,0,0.526726885281718,15.38,8.526948271182e-05,1.18307232453375
AZC7E_15,0,15.5563679860145,14.76,0.00019185222419336,1.18307232453375
AZC7E_17,0,1.32443767072654,20.67,6.19415561556e-05,1.18307232453375
AZC7E_23,1,3.12627302341765,22.38,0.00037101514348834,1.18307232453375
AZC7E_24,0,1.08331600700717,13.79,0.00011535342649201,1.18307232453375
AZC7E_26,1,1.28614067941943,20.08,9.227387426702e-05,1.18307232453375
AZC7E_32,1,3.3202335408801,19.9,0.00011311789471717,1.18307232453375
AZC7E_36,0,1.711450875105,22.18,6.456086096545e-05,1.18307232453375
AZC7E_37,1,3.54747796367605,21.29,0.00010179555078291,1.18307232453375
AZC7E_38,1,7.80287954936616,18.86,0.00010466183022742,1.18307232453375
AZC7E_39,1,1.657095262751,20.88,1.079515067303e-05,1.18307232453375
AZC7E_42,0,9.62893524992175,10.55,0.00017201798590736,1.18307232453375
AZC7E_48,0,1.21197020962174,18.38,3.438520673193e-05,1.18307232453375
AZC7E_55,0,0.760241432813792,4.12,0.00050392882871645,1.18307232453375
AZC7E_58,1,1.82278818538823,21.6,0.00017147248965891,1.18307232453375
AZC7E_61,0,1.32446759731542,21.2,0.00011972998019517,1.18307232453375
AZC7E_62,0,0.960432421531279,14.3,0.00048046913995683,1.18307232453375
AZC7E_68,1,4.73833289064188,20.96,0.00019527310031032,1.18307232453375
AZC7E_71,0,0.655071872527933,21.32,9.656636238222e-05,1.18307232453375
AZC7E_73,1,8.05838406656078,21.16,0.00048747929788455,1.18307232453375
AZC7E_76,0,0.530343617212903,15.75,5.24800155231e-05,1.18307232453375
AZC7E_77,0,0.367046906004667,16.65,0.00019560912086784,1.18307232453375
AZC7E_79,1,1.96293625148105,18.15,0.00031806653602812,1.18307232453375
AZC7E_80,0,3.86052107242398,15.31,3.731148719713e-05,1.18307232453375
AZC7E_81,0,1.63680787564137,21.22,0.00021809345728848,1.18307232453375
AZC7E_84,0,1.00434993835508,20.59,2.101928497169e-05,1.18307232453375
AZC7E_87,1,1.09669529687225,14.5,2.19655413388e-06,1.18307232453375
AZC7E_88,0,0.613625900944887,19.65,6.225030816459e-05,1.18307232453375
AZC7E_89,1,5.25556875060192,19.95,8.202274114522e-05,1.18307232453375
AZC7E_90,0,1.09881159549128,21.2,7.213435767869e-05,1.18307232453375
AZC7E_91,0,1.21681132440644,8.97,0.00017081431064698,1.18307232453375
AZC7E_93,0,1.07611430457275,17.2,6.6552622086e-07,1.18307232453375
AZC7E_94,0,0.68014538722809,21.76,1.625373610424e-05,1.18307232453375
AZC7E_95,1,0.80843286700931,20.57,9.29405583901e-06,1.18307232453375
AZC7E_96,0,1.84272855375949,9.89,1.05363320832e-06,1.18307232453375
AZC7E_97,0,1.75381108763134,13.85,0.00012432852785786,1.18307232453375
AZC7E_101,1,1.65691577319369,20.22,0.00029940302666701,1.18307232453375
AZC7E_104,1,4.54024796149666,18.27,4.837272466822e-05,1.18307232453375
AZC7E_105,0,4.30992028411688,16.42,3.390832354699e-05,1.18307232453375
AZC7E_106,0,4.67424340079999,20.5,9.25750093416e-06,1.18307232453375
AZC7E_109,0,1.80849138355558,22.18,0.00075354307823156,1.18307232453375
AZC7E_111,0,2.04769899955397,15.12,8.505588693178e-05,1.18307232453375
AZC7E_113,1,15.320720146102,18.45,9.812503550083e-05,1.18307232453375
AZC7E_115,0,0.505474361250814,12.02,1.42225137531e-06,1.18307232453375
AZC9C_14,0,1.84624733690974,4.13,6.732999396402e-05,1.18307232453375
AZC9C_27,0,0.560922653800227,13.3,0.00016867269819825,1.18307232453375
AZC9C_29,0,1.49521630988489,14.05,0.00028037472636405,1.18307232453375
AZC9C_40,0,0.666900703272501,21.85,0.00080924916066755,1.18307232453375
AZC9C_57,0,0.619269472334118,10.49,3.455497939882e-05,1.18307232453375
AZC9C_71,0,1.74168577725768,9.89,1.4977839211e-06,1.18307232453375
AZC9C_88,1,2.78367620187426,22.18,0.00082916428849129,1.18307232453375
AZC9C_93,0,0.285671233683971,14.45,0.00046200173256472,1.18307232453375
AZC9C_102,0,0.646694863691582,15.35,0.00018039119857343,1.18307232453375
AZC9C_106,0,4.51349943220351,10.69,1.16954309163e-06,1.18307232453375
AZC9C_113,0,0.554393878193497,15.95,0.00089882173854682,1.18307232453375
AZC9C_116,0,1.29915565468661,15.56,0.00112839614279485,1.18307232453375
AZC3J_21,0,0.296288023455549,15,0.00069201373353875,1.14704833920744
AZC3J_32,0,1.32715822138494,21.22,1.518258486313e-05,1.14704833920744
AZC3J_43,0,0.449522726028038,16.3,0.00033754488166563,1.14704833920744
AZC3J_55,0,0.575936020468358,8.96,7.16152023533e-06,1.14704833920744
AZC3J_58,0,0.830103744631526,14.79,0.00110621638794507,1.14704833920744
AZC3J_74,1,4.2010774373493,21.95,1.830985156832e-05,1.14704833920744
AZC3J_76,0,0.3990444199937,20.87,5.0401806011e-07,1.14704833920744
AZC3J_79,0,1.56732712527207,3.32,8.00120255213e-06,1.14704833920744
AZC3J_88,0,0.991823858285159,21.87,4.747735581284e-05,1.14704833920744
AZC3J_90,0,1.23639798735159,13.31,0.0001064624172572,1.14704833920744
AZC3J_91,0,0.245460313372377,14.65,0.00119367797045984,1.14704833920744
AZC5T_8,0,1.08207563583418,14.76,0.00025670200250527,1.14704833920744
AZC5T_9,0,0.352000137897741,13.75,0.00032617387175081,1.14704833920744
AZC5T_21,0,0.244739209687051,13.42,0.0003306412653281,1.14704833920744
AZC5T_32,0,0.403939696533862,2.76,1.451021299957e-05,1.14704833920744
AZC5T_39,0,0.602509695925202,10.49,0.00022283577621433,1.14704833920744
AZC5T_41,0,0.645820763446683,3.55,4.52526951169e-06,1.14704833920744
AZC5T_68,0,0.561122080472754,17.03,0.00033522387792469,1.14704833920744
AZC5T_69,0,0.507406350637677,16.7,0.00032621484666724,1.14704833920744
AZC5T_78,0,0.743779756955781,16.06,0.00062049058908558,1.14704833920744
AZC5T_94,0,0.677172347557411,22.81,8.647199498779e-05,1.14704833920744
AZC5T_97,0,0.734884400875829,22.38,1.24510791422e-06,1.14704833920744
AZC5T_106,1,1.10773123130817,18.45,3.53445356841e-06,1.14704833920744
AZC5T_107,1,0.990597455157183,22.04,0.00011717384997211,1.14704833920744
AZC5T_108,0,0.776727327445879,3.76,4.97709419142e-06,1.14704833920744
AZC5T_109,1,6.06718870356636,19.28,0.00083767916473582,1.14704833920744
AZC5T_120,0,13.9530966182041,7.44,0.00097782626381384,1.14704833920744
AZC7E_2,1,10.2411837288445,14.37,1.274034431666e-05,1.14704833920744
AZC7E_3,1,6.38722973070531,19.96,3.8064985658e-07,1.14704833920744
AZC7E_4,1,1.13451557124919,15.54,2.65189470091e-06,1.14704833920744
AZC7E_12,1,8.01884044913076,22.55,0.00046874805279631,1.14704833920744
AZC7E_13,0,0.499091273312654,15.38,0.0001128445369695,1.14704833920744
AZC7E_15,0,15.810774267963,14.76,0.00022220257330378,1.14704833920744
AZC7E_17,1,1.15998551431856,20.67,0.00014685839670414,1.14704833920744
AZC7E_23,1,2.96199569995454,22.38,5.8907559473e-07,1.14704833920744
AZC7E_24,0,1.02036962158711,13.79,0.00019343296144161,1.14704833920744
AZC7E_25,1,5.66380820933694,21.26,4.50734259353e-05,1.14704833920744
AZC7E_26,1,1.46324310780035,20.08,2.753824629e-07,1.14704833920744
AZC7E_32,0,2.98951825748838,19.9,7.3687175571e-07,1.14704833920744
AZC7E_34,0,0.281463216322203,13.03,0.00027398309759361,1.14704833920744
AZC7E_36,0,1.43556338138959,22.18,1.190786978035e-05,1.14704833920744
AZC7E_37,1,3.73029580208367,21.29,1.09309365485e-06,1.14704833920744
AZC7E_38,1,7.66021212822963,18.86,9.4951559226e-07,1.14704833920744
AZC7E_39,1,1.63682421903515,20.88,8.6234900844e-07,1.14704833920744
AZC7E_42,0,8.3663075033394,10.55,0.00059942590168441,1.14704833920744
AZC7E_48,0,1.28906663064251,18.38,1.01225421862e-06,1.14704833920744
AZC7E_54,1,12.0290531272414,20.95,3.178567650712e-05,1.14704833920744
AZC7E_58,1,1.66412709414388,21.6,2.9348327277e-07,1.14704833920744
AZC7E_60,0,1.74607457912976,20.98,2.73906128472e-06,1.14704833920744
AZC7E_61,1,1.18053380125658,21.2,5.753470254017e-05,1.14704833920744
AZC7E_62,0,0.947999079010466,14.3,0.00045212540216243,1.14704833920744
AZC7E_68,1,4.52300111019264,20.96,4.771618887263e-05,1.14704833920744
AZC7E_70,1,11.0825628569295,19.64,2.64978565171e-06,1.14704833920744
AZC7E_76,0,0.619177804726466,15.75,0.00065502525615425,1.14704833920744
AZC7E_77,0,0.332223149059372,16.65,0.0002393456995615,1.14704833920744
AZC7E_79,1,1.7405874885588,18.15,1.64521207348e-05,1.14704833920744
AZC7E_80,0,3.67641023902507,15.31,4.072793610592e-05,1.14704833920744
AZC7E_84,0,0.903922839211084,20.59,5.0612710931e-07,1.14704833920744
AZC7E_87,1,1.1643032607216,14.5,3.5833094833e-07,1.14704833920744
AZC7E_88,0,0.590823996544655,19.65,1.20257914692e-06,1.14704833920744
AZC7E_89,1,5.0913621356036,19.95,7.7940052302e-07,1.14704833920744
AZC7E_91,0,1.1249391912126,8.97,0.00033781766065187,1.14704833920744
AZC7E_93,0,1.07963174714856,17.2,0.00010588618102374,1.14704833920744
AZC7E_94,0,0.629986713101977,21.76,1.563686637545e-05,1.14704833920744
AZC7E_95,0,0.913704111652864,20.57,6.964520376e-07,1.14704833920744
AZC7E_97,0,1.62991946014927,13.85,0.00013969456000469,1.14704833920744
AZC7E_101,1,1.80589494750501,20.22,3.3601204007e-07,1.14704833920744
AZC7E_104,1,4.13977757358176,18.27,5.2633696837e-07,1.14704833920744
AZC7E_105,0,4.11254855752369,16.42,3.53744101563e-05,1.14704833920744
AZC7E_106,0,3.8341363646467,20.5,2.120829761019e-05,1.14704833920744
AZC7E_109,0,1.6504908894041,22.18,7.947741507349e-05,1.14704833920744
AZC7E_113,1,15.5032687900588,18.45,5.580666705778e-05,1.14704833920744
AZC7E_115,0,0.42596772578389,12.02,1.445449708759e-05,1.14704833920744
AZC7E_116,0,0.737149996621459,6.12,7.6917275187e-06,1.14704833920744
AZC9C_6,1,3.28784812637496,22.55,2.11378407026e-06,1.14704833920744
AZC9C_7,1,10.4381411947596,22.1,2.21061526715e-06,1.14704833920744
AZC9C_14,0,1.79009194876573,4.13,5.93926407886e-06,1.14704833920744
AZC9C_25,0,0.569164628142421,22.61,0.00026334390540085,1.14704833920744
AZC9C_27,0,0.524061906245098,13.3,0.00020496611603194,1.14704833920744
AZC9C_29,0,1.33207863302804,14.05,0.00011098803455229,1.14704833920744
AZC9C_40,0,0.631378537631804,21.85,3.53656261761e-06,1.14704833920744
AZC9C_57,0,0.605492726751379,10.49,0.0002102181045344,1.14704833920744
AZC9C_68,1,7.10994649115604,22.38,0.00046391787413297,1.14704833920744
AZC9C_88,1,2.50914492295097,22.18,1.110070383438e-05,1.14704833920744
AZC9C_102,0,0.636280253083009,15.35,0.00024982796382971,1.14704833920744
AZC9C_106,0,4.15472665242827,10.69,1.43121474412e-06,1.14704833920744
AZC9C_113,0,0.64539427160431,15.95,0.00075950796550799,1.14704833920744
AZC9C_116,0,1.23626118919083,15.56,0.00107983137673429,1.14704833920744
AZC3J_21,0,0.295728176337499,15,0.00030988218599172,1.07105596195689
AZC3J_32,0,1.37702786259371,21.22,0.00073954887794301,1.07105596195689
AZC3J_43,0,0.39925772173949,16.3,0.00021456540987892,1.07105596195689
AZC3J_58,0,0.791931567572409,14.79,0.00061777955981238,1.07105596195689
AZC3J_88,0,0.912551533711781,21.87,0.00072505644141146,1.07105596195689
AZC3J_90,0,1.28921886266774,13.31,0.00018930236601308,1.07105596195689
AZC5T_9,0,0.30223551608948,13.75,0.00025211106378673,1.07105596195689
AZC5T_21,0,0.281299282749764,13.42,0.00024210207970338,1.07105596195689
AZC5T_32,0,0.416521845576477,2.76,1.22187695921e-05,1.07105596195689
AZC5T_34,0,0.509411087518134,21.12,0.00010718085154599,1.07105596195689
AZC5T_39,0,0.475982935666863,10.49,0.00022761684118216,1.07105596195689
AZC5T_41,0,0.545271213266961,3.55,0.0003079026681459,1.07105596195689
AZC5T_51,0,0.43808794064854,4.43,0.0001081212444489,1.07105596195689
AZC5T_106,0,1.20655332440849,18.45,0.00010909979700598,1.07105596195689
AZC5T_108,0,0.631233278546648,3.76,4.982715182797e-05,1.07105596195689
AZC7E_2,0,8.07695585581993,14.37,0.00019121495948394,1.07105596195689
AZC7E_3,1,5.69575021957803,19.96,5.42082153122e-05,1.07105596195689
AZC7E_4,0,1.25032332835238,15.54,2.031047293731e-05,1.07105596195689
AZC7E_13,0,0.537182611045591,15.38,7.530157805119e-05,1.07105596195689
AZC7E_17,0,1.23714925368866,20.67,0.00055391397065063,1.07105596195689
AZC7E_23,0,2.39045306259133,22.38,0.00017391274503946,1.07105596195689
AZC7E_24,0,0.799937365590235,13.79,0.00013797420975303,1.07105596195689
AZC7E_26,1,1.31419239123617,20.08,0.00011572686117041,1.07105596195689
AZC7E_32,0,2.61533699034642,19.9,4.399396208054e-05,1.07105596195689
AZC7E_34,0,0.290896574767774,13.03,0.00020814388096341,1.07105596195689
AZC7E_36,0,1.79677795350113,22.18,0.00017796032627442,1.07105596195689
AZC7E_37,0,4.70106733667183,21.29,0.00014870720329463,1.07105596195689
AZC7E_38,1,6.76601658011564,18.86,0.00018195514037504,1.07105596195689
AZC7E_42,0,7.81911491827607,10.55,0.00024696781752979,1.07105596195689
AZC7E_48,0,1.20418375254794,18.38,0.00050422248911282,1.07105596195689
AZC7E_55,0,0.713442569316278,4.12,0.00020698820307738,1.07105596195689
AZC7E_58,1,1.47057876258997,21.6,6.974960829934e-05,1.07105596195689
AZC7E_62,0,0.81179784568788,14.3,0.00021729920288549,1.07105596195689
AZC7E_68,1,3.95610459018609,20.96,0.00044947383036065,1.07105596195689
AZC7E_71,0,0.712310835504356,21.32,0.00015285625243243,1.07105596195689
AZC7E_72,0,0.410095304737227,16.74,3.4345710325e-07,1.07105596195689
AZC7E_76,0,0.44487402138759,15.75,0.0006049569225109,1.07105596195689
AZC7E_79,1,2.21975074655057,18.15,6.371535218905e-05,1.07105596195689
AZC7E_80,0,3.29334732501136,15.31,3.180648161254e-05,1.07105596195689
AZC7E_81,0,1.59323791531861,21.22,0.00020869854302364,1.07105596195689
AZC7E_84,0,0.970624682830258,20.59,5.842440028446e-05,1.07105596195689
AZC7E_87,1,1.08227843077116,14.5,1.715027869084e-05,1.07105596195689
AZC7E_88,0,0.682483625204296,19.65,0.00019327291159953,1.07105596195689
AZC7E_90,0,0.90796373061134,21.2,0.00031528922693958,1.07105596195689
AZC7E_91,0,1.17746704650314,8.97,0.00038294319429073,1.07105596195689
AZC7E_93,0,0.88705108968472,17.2,0.00031982500302111,1.07105596195689
AZC7E_94,0,0.567169525909468,21.76,0.00013506750786324,1.07105596195689
AZC7E_95,0,0.647173536442946,20.57,2.874284288184e-05,1.07105596195689
AZC7E_97,0,1.29644227982915,13.85,0.00059608168114203,1.07105596195689
AZC7E_101,1,1.56276607247831,20.22,3.349915747409e-05,1.07105596195689
AZC7E_104,0,3.43996126278761,18.27,4.006466681191e-05,1.07105596195689
AZC7E_105,0,3.68015344133494,16.42,0.00019154576725003,1.07105596195689
AZC7E_106,0,3.1351042181839,20.5,6.717494905674e-05,1.07105596195689
AZC7E_111,0,1.66894186369598,15.12,0.00030669104376168,1.07105596195689
AZC7E_113,1,13.8066592241351,18.45,0.00057269721249867,1.07105596195689
AZC7E_115,0,0.40337363239671,12.02,3.56605219752e-06,1.07105596195689
AZC7E_116,0,0.806238837077901,6.12,8.6101025146e-07,1.07105596195689
AZC9C_14,0,1.59518078968081,4.13,0.0001257650602141,1.07105596195689
AZC9C_25,0,0.517550009728863,22.61,0.00039691330170657,1.07105596195689
AZC9C_27,0,0.390156302550105,13.3,0.00025993406005395,1.07105596195689
AZC9C_34,0,0.53603823455066,13.28,0.00035216681788733,1.07105596195689
AZC9C_57,0,0.477453771295813,10.49,0.0002368002182234,1.07105596195689
AZC9C_88,1,3.41796529903439,22.18,0.0007637905769714,1.07105596195689
AZC9C_102,0,0.510133321062861,15.35,0.00011311880458085,1.07105596195689
