taxon,colonization_binary,distance,independence,mean_d0_abundance,diversity_ratio
AZC3J_55,0,0.913180736342012,8.96,1.01471726558e-06,1.07095089327705
AZC3J_64,0,0.375392944459679,14.69,7.241041322757e-05,1.07095089327705
AZC3J_73,0,0.295817963137492,15.02,0.00032164816381885,1.07095089327705
AZC3J_74,0,0.958339850935467,21.95,1.61173865302e-05,1.07095089327705
AZC3J_76,1,5.48072525249961,20.87,5.1087634539e-07,1.07095089327705
AZC3J_79,0,0.539777469710716,3.32,7.43590783231e-06,1.07095089327705
AZC3J_87,0,6.27486404687122,17.24,1.202147309288e-05,1.07095089327705
AZC3J_91,0,0.303658838422613,14.65,0.0007951211419019,1.07095089327705
AZC5T_8,0,0.669592893885122,14.76,0.00017317953326205,1.07095089327705
AZC5T_14,0,1.07607754590835,13.21,0.00031443754725516,1.07095089327705
AZC5T_19,0,2.04569521191723,14.69,0.00018307712569286,1.07095089327705
AZC5T_22,0,0.471160579687289,21.31,3.151395231309e-05,1.07095089327705
AZC5T_37,0,0.930184277972733,23.35,0.00079164566654561,1.07095089327705
AZC5T_38,0,0.640946799299521,17.81,2.37822018825e-06,1.07095089327705
AZC5T_44,0,5.45388096748087,5.8,0.00032590890233464,1.07095089327705
AZC5T_57,0,0.485070059125606,14.7,0.00043782632914624,1.07095089327705
AZC5T_68,0,1.61511010126173,17.03,0.00020354676540204,1.07095089327705
AZC5T_69,0,0.835970807079233,16.7,0.00023131882222218,1.07095089327705
AZC5T_78,0,1.41150410387455,16.06,0.0004343117645529,1.07095089327705
AZC5T_87,0,0.59899098474638,3.66,7.770952731719e-05,1.07095089327705
AZC5T_94,0,4.40615550646427,22.81,0.00011213932360192,1.07095089327705
