focal,PC1,PC2,sample_id
AZC7E_93,-0.07463568656498173,0.028740614375112744,E
AZC7E_94,-0.1525011533804225,-0.04770511681802315,E
AZC7E_95,-0.07700588695942305,-0.061983496452978085,E
AZC7E_96,-0.14048650136651208,-0.04368576981329954,E
AZC7E_97,-0.12982234503514908,0.0956421018696211,E
AZC7E_101,-0.13671037437936565,0.04393315725483336,E
AZC7E_104,-0.12303181650905104,-0.03645831082174584,E
AZC7E_105,-0.12294616224469061,0.08740656914916776,E
AZC7E_106,-0.1197051858219663,-0.04845883248477405,E
AZC7E_109,-0.14663033448748547,-0.034800375456935,E
AZC7E_111,-0.14504455409982656,-0.030424376084774964,E
AZC7E_113,2.636079240273291,5.9721165163496615,E
AZC7E_115,-0.151380773984621,-0.04762933844068019,E
AZC7E_116,-0.15313690075898614,-0.04390657255225386,E
AZC9C_6,0.4362202693679368,-0.15879894006556675,E
AZC9C_7,2.0260618221079065,-0.42730486949815943,E
AZC9C_14,-0.028633383720548272,0.04908852771679891,E
AZC9C_25,-0.15279956448111529,-0.04776422551303298,E
AZC9C_27,-0.1498710640154863,-0.04607194660465294,E
AZC9C_29,-0.05602027639369649,-0.06283569359588603,E
AZC9C_34,-0.12006501976675052,-0.05070317976368801,E
AZC9C_40,-0.1530347662592343,-0.04244883906439839,E
AZC9C_57,-0.14819901141361694,-0.02730833510455201,E
AZC9C_68,1.259604590213503,-0.3153424496722374,E
AZC9C_71,-0.14126787141907518,-0.04392987854458806,E
AZC9C_88,-0.13737152644209863,-0.0018066518386490689,E
AZC9C_93,-0.15361959029287764,-0.04652177280053957,E
AZC9C_98,-0.15420574187351538,-0.046261975970268196,E
AZC9C_102,-0.14630859661436815,0.0009453317424551905,E
AZC9C_106,-0.13493812292200125,0.03253243267320174,E
AZC9C_113,-0.14725433273405975,-0.049071800618622465,E
AZC9C_116,-0.1425200603994211,-0.041075330765895604,E
