taxon,growth_rate,degree.centrality,distance,independence,mean_d0_abundance,diversity_ratio,log_fold_change,colonization_binary
AZC7E_55,0.0156552899305173,3.79710144927536,0.290431560868209,4.12,0.00019222392736786,0.933749629677281,-0.0967685542246909,0
AZC7E_71,0.0424524786306287,2.47826086956522,0.746728641445632,21.32,0.00017229840802571,0.933749629677281,-0.393529657936277,0
AZC7E_72,0.132370738728927,2.91304347826087,3.98171196840755,16.74,6.823262691e-07,0.933749629677281,0.880671432534863,0
AZC7E_81,0.111038988320687,3.14492753623188,3.25102746178466,21.22,0.00016565495897448,0.933749629677281,-0.28171464950165,0
AZC7E_90,0.0551434845224304,2.95652173913044,0.941917755402474,21.2,0.00036150828181608,0.933749629677281,-0.085629902155838,0
AZC7E_111,0.144009832762652,2.30434782608696,2.83065477995005,15.12,0.00035458803443177,0.933749629677281,-0.13065598258304,0
AZC7E_117,0.111131340157309,1.55072463768116,2.80011864999372,17.22,1.628495695102e-05,0.933749629677281,-0.192450629316966,0
AZC9C_34,0.0474164824911882,2.94202898550725,0.625712773271853,13.28,0.00016495739362363,0.933749629677281,-1.93133498560803,0
AZC9C_58,0.0174015926367328,3.40579710144928,0.368324732398704,8.52,0.00073590145085835,0.933749629677281,-0.493239313119478,0
AZC9C_60,0.0869381590218893,4.21739130434783,3.99792216506228,10.3,5.420111832892e-05,0.933749629677281,0.886900001260574,0
AZC3J_1,0.0177863283450375,3.40579710144928,0.305168486077778,16.05,0.00124076514546529,0.871802840228123,-0.200914236172549,0
AZC3J_2,0.0202827444717828,1.69565217391304,0.286451019540393,17.11,0.00023097039440455,0.871802840228123,-0.236924558842532,0
AZC3J_6,0.116117871949158,6.2463768115942,5.02096108951878,11.81,8.030388305257e-05,0.871802840228123,-0.293936361274185,0
AZC3J_10,0.0236853021486562,4.07246376811594,0.492500180628127,17.08,0.00012970736922424,0.871802840228123,-0.206577631854594,0
AZC3J_18,0.12493099472298,4.82608695652174,3.72644238711682,23.45,0.00043242963871694,0.871802840228123,0.474378155582368,0
AZC3J_26,0.0264067425333971,2.42028985507246,0.476823210340278,15.35,0.00071498571193446,0.871802840228123,-0.0213161498889435,0
AZC3J_45,0.0160171839368881,2.07246376811594,0.298089649686481,13.71,0.00023843064994574,0.871802840228123,0.215714653874658,0
AZC3J_62,0.245020186223986,5.04347826086957,5.78375736144955,22.18,0.00013430551803791,0.871802840228123,0.417737342000806,0
AZC3J_63,0.0189624894426245,1.42028985507246,0.33143900255836,12.82,0.00042107934273533,0.871802840228123,-0.4884057904464,0
AZC3J_70,0.023307047020688,4.15942028985507,1.44897656753513,11.71,0.00016075769500279,0.871802840228123,0.00434681774425409,0
AZC3J_71,0.0158263890522282,2.6231884057971,0.337772902438627,3.48,9.905526253451e-05,0.871802840228123,-0.12022770520949,0
AZC3J_92,0.0174065572767638,4.07246376811594,0.655020070779541,15.68,4.192814648286e-05,0.871802840228123,-0.121495878706201,0
AZC3J_95,0.0196963216010119,3.89855072463768,0.37244511582831,10.09,6.449700163828e-05,0.871802840228123,-0.104534477206605,0
AZC3J_99,0.0691995106996886,3.2463768115942,1.5424916118083,6.83,0.00022255492009235,0.871802840228123,-0.0429960362458787,0
AZC5T_1,0.11110849906389,2.44927536231884,2.11486421508593,16.71,4.670704156791e-05,0.871802840228123,0.302664490276189,0
AZC5T_4,0.0517384498899834,3.15942028985507,1.09417104394033,9.28,0.00059482842664737,0.871802840228123,-0.0878583945255416,0
AZC5T_12,0.143933283480982,3.10144927536232,4.13963770596967,20.98,0.00047106661656067,0.871802840228123,0.383264673593396,0
AZC5T_24,0.01877956004472,3.17391304347826,0.323572469855786,14.34,0.00018668065806415,0.871802840228123,-0.126350967549839,0
AZC5T_30,0.102411046585708,3.63768115942029,1.96757455323302,11.93,0.00014509576365548,0.871802840228123,0.0723529155834509,0
AZC5T_47,0.0946528939033855,4.01449275362319,1.87593007673478,13.95,0.00013599825239746,0.871802840228123,0.344493605550953,0
AZC5T_49,0.142888212394914,3.66666666666667,3.86690208467082,21.93,7.581340411524e-05,0.871802840228123,0.322690877055402,0
AZC5T_53,0.135098286336588,3.59420289855072,3.67264079217777,20.99,2.84486865206e-05,0.871802840228123,0.72362846515927,0
AZC5T_58,0.200788526958154,10.5217391304348,6.63795556919834,21.7,3.095256902771e-05,0.871802840228123,0.147624392928841,0
AZC5T_61,0.0347942853846956,2.98550724637681,0.607049221417252,22.2,3.464422727085e-05,0.871802840228123,0.380281904031747,0
AZC5T_63,0.0352935467333528,1.95652173913043,0.602238003356047,14.11,0.00134951768574651,0.871802840228123,-0.842939796184695,0
AZC5T_64,0.122231977869779,4.60869565217391,2.55474480748939,8.97,0.00193381492673462,0.871802840228123,-3.84807553462327,0
AZC5T_65,0.0647009693556304,3.97101449275362,1.44452146941566,15.6,0.00018046150475018,0.871802840228123,-0.467976995044419,0
AZC5T_71,0.0165728802102221,2.14492753623188,0.299629106692922,11.51,8.328139518135e-05,0.871802840228123,0.558972650060801,0
AZC5T_79,0.027989530298427,2.63768115942029,0.481630215009199,9.23,0.00029066273624251,0.871802840228123,-0.466473315176905,0
AZC5T_80,0.566619694915086,7.17391304347826,11.427066088041,22.19,0.00057355276315658,0.871802840228123,0.571577335078577,0
AZC5T_90,0.0173909058220145,1.36231884057971,0.275013621998757,16.61,0.00132859901830397,0.871802840228123,-0.55742251298917,0
AZC5T_99,0.043900328019955,2.78260869565217,0.692599488525311,14.53,0.0019773459720525,0.871802840228123,-0.280933993066696,0
AZC5T_111,0.0275951468542021,3.33333333333333,0.563151310286562,9.44,5.674783104577e-05,0.871802840228123,0.21237778864283,0
AZC5T_115,0.0550835072155781,1.94202898550725,1.23094788054484,15.39,4.4925190875e-06,0.871802840228123,-0.106265624814234,0
AZC5T_119,0.0302825911053987,4.18840579710145,0.911909833396288,15.79,0.00090793443097997,0.871802840228123,0.0771156771529557,0
AZC7E_22,0.111091253503973,3.94202898550725,2.90138760990628,10.2,0.00043164958284397,0.871802840228123,0.326302799162424,0
AZC7E_29,0.111306851766641,3.7536231884058,3.25527588986443,17.54,0.00017707423897043,0.871802840228123,0.310528486093186,0
AZC7E_45,0.166002045500075,2.31884057971015,1.42843686980727,15.88,0.0003351193883279,0.871802840228123,-0.232607801093726,0
AZC7E_47,0.208401779647232,5.55072463768116,6.64365635322379,2,0.00032174852606426,0.871802840228123,-1.21977350089889,0
AZC7E_52,0.111015992336601,3.94202898550725,2.89999282964234,19.48,0.00048568608369209,0.871802840228123,0.566847139862735,0
AZC7E_57,0.0947249464268944,3.3768115942029,2.77111752063556,14.48,0.00026868783768031,0.871802840228123,-0.145706496937111,0
AZC7E_69,0.296740491682521,5.08695652173913,4.24601929877624,16.71,0.00099953911437153,0.871802840228123,0.0969501975039056,0
AZC7E_114,0.153565574826351,4.88405797101449,4.65308976664337,18.14,0.0005148750513771,0.871802840228123,-0.0228262558158229,0
AZC7E_117,0.111131340157309,1.55072463768116,2.97345704932576,17.22,0.00025198169595457,0.871802840228123,0.582955739194638,0
AZC9C_18,0.655881389217648,8.40579710144928,12.3651538891423,23.31,0.00069935979827496,0.871802840228123,0.570885038652823,0
AZC9C_58,0.0174015926367328,3.40579710144928,0.391687942856313,8.52,0.00063951000329266,0.871802840228123,-3.00014499430605,0
AZC9C_60,0.0869381590218893,4.21739130434783,3.41704678367429,10.3,9.24371481386e-05,0.871802840228123,-0.123867754754304,0
AZC9C_75,0.110411861542544,4.14492753623188,3.10165936139927,22.54,0.00056251872636171,0.871802840228123,0.217019074305736,0
AZC9C_86,0.0248691198837993,1.50724637681159,0.336163054331413,18.42,0.00013460953632361,0.871802840228123,0.170723671666279,0
AZC3J_3,0.0280543528283529,6.61176470588235,0.363299826903384,16.29,0.00018228033235336,1.1045849764677,1.25226890292238,0
AZC3J_76,0.219503504817768,8.11764705882353,5.8502242794857,20.87,0.00017357825538277,1.1045849764677,3.86221835652574,1
AZC5T_8,0.0560798574166713,6.63529411764706,0.663293894891311,14.76,0.0001244655644785,1.1045849764677,-0.272297392563694,0
AZC5T_14,0.0610856761890163,6.16470588235294,1.14088162691657,13.21,0.00016464192336989,1.1045849764677,-0.10749887201957,0
AZC5T_19,0.134274484937883,6.35294117647059,2.45025601345021,14.69,0.00035980309939895,1.1045849764677,1.03300624251237,0
AZC5T_30,0.0350975827542889,4.74117647058824,0.254731723840027,11.93,0.00058168755709065,1.1045849764677,0.0427825116907223,0
AZC5T_37,0.0464506381901467,6.64705882352941,0.93249640786536,23.35,1.34686763686e-05,1.1045849764677,4.29296086090477,0
AZC5T_38,0.0617955974124637,4.8,0.615366277620601,17.81,4.528878466929e-05,1.1045849764677,4.00387966028529,0
AZC5T_44,0.118079668214996,7.11764705882353,6.30731715669013,5.8,0.00013625692165432,1.1045849764677,0.0371358147952756,0
AZC5T_57,0.0425403054208186,5.05882352941176,0.459980728917183,14.7,0.0003256758950206,1.1045849764677,-0.240080557445047,0
AZC5T_66,0.149116089782243,7.67058823529412,2.99345347137521,11.55,5.3903147103e-07,1.1045849764677,6.33657288884238,0
AZC5T_68,0.0951258310410142,6.82352941176471,1.64902493338087,17.03,0.00017850188618267,1.1045849764677,0.00298426950644643,0
AZC5T_78,0.038737998843123,6.23529411764706,1.51168320812115,16.06,0.00075262985081993,1.1045849764677,-0.130550236960772,0
AZC5T_80,0.0833651849041465,7.62352941176471,1.85841675589338,22.19,1.24772205866e-06,1.1045849764677,5.36888771101087,0
AZC5T_93,0.181033895177851,9.36470588235294,3.1769122008232,23.45,0.00059730439457289,1.1045849764677,1.86666791878175,0
AZC5T_94,0.243008326838543,10.0941176470588,4.20059368662717,22.81,0.00013959663982018,1.1045849764677,3.54753929390922,0
AZC5T_97,0.696980256047576,11.4235294117647,10.2342594037731,22.38,0.00070241294766753,1.1045849764677,3.27472380533521,1
AZC5T_104,0.0289734039348393,4.95294117647059,0.678816724934199,16.3,0.00062232994000065,1.1045849764677,-0.143942660704755,0
AZC5T_107,0.242107442762896,8.36470588235294,6.26412513121403,22.04,0.00087270386088455,1.1045849764677,2.38799938765488,1
AZC5T_109,0.0407043840803242,8.32941176470588,0.368082923385509,19.28,0.00037882430860402,1.1045849764677,1.28462592658366,0
AZC5T_119,0.0299867993924043,6.61176470588235,0.394943361043322,15.79,0.00011353874416362,1.1045849764677,0.731121853462439,0
AZC5T_120,0.0363707395092097,4.45882352941176,0.409460191334432,7.44,2.232234500367e-05,1.1045849764677,1.16026041845431,0
AZC5T_122,0.0369290482446618,3.90588235294118,0.430901389355763,20.55,0.00021356972411134,1.1045849764677,1.68070212443481,0
AZC7E_12,0.0603411465451661,6.62352941176471,0.80449156825493,22.55,0.00040246260454783,1.1045849764677,1.40509855997904,0
AZC7E_15,0.317163885852374,12.2,5.32007668527835,14.76,0.00015399308913212,1.1045849764677,-0.00933049404585324,0
AZC7E_39,1.32573640377778,16.3529411764706,12.7554062744525,20.88,1.229588562744e-05,1.1045849764677,7.88456847128391,1
AZC7E_51,0.0457282100976079,5.35294117647059,0.758058628915382,15.64,7.517938721251e-05,1.1045849764677,-0.0423226242688653,0
AZC7E_57,0.0450125843040942,4.09411764705882,0.525234964133688,14.48,8.540006191163e-05,1.1045849764677,-0.0730025833022776,0
AZC7E_59,0.0275519904398135,2.91764705882353,0.239567701557423,6.4,0.00084564905013402,1.1045849764677,0.198265855952902,0
AZC7E_61,0.209679052925566,7.83529411764706,5.56477615501731,21.2,0.00014991823963856,1.1045849764677,3.95531244182761,1
AZC7E_64,0.109459163420182,6.84705882352941,2.27682189013442,21.58,0.00097000461716426,1.1045849764677,1.4817326900648,0
AZC7E_73,0.917869939525054,31.9647058823529,13.9625120496454,21.16,0.00053019606432206,1.1045849764677,4.00017085901807,1
AZC7E_77,0.0471354192420769,4.72941176470588,0.576879987084686,16.65,0.00016679480487693,1.1045849764677,-0.156742735399452,0
AZC7E_82,0.0400498232216423,4.47058823529412,0.480268543946815,7.01,2.861070875515e-05,1.1045849764677,0.765790075853218,0
AZC7E_89,0.530633551766475,27.6117647058824,11.0563807970206,19.95,9.726343624692e-05,1.1045849764677,5.63080397673743,1
AZC7E_96,0.173958667246148,7.82352941176471,3.89892714677157,9.89,7.0554335521e-07,1.1045849764677,6.52709884432653,0
AZC7E_109,0.0751299493780858,8.32941176470588,1.03351275210669,22.18,0.00088254375942813,1.1045849764677,1.17732340438624,0
AZC7E_114,0.0599873102498138,4.63529411764706,0.597413513942137,18.14,3.54477399642e-06,1.1045849764677,6.28331431644038,0
AZC9C_18,0.113637950288133,7.8,5.65422375187661,23.31,3.314590890928e-05,1.1045849764677,3.61637365606766,0
AZC9C_29,0.032009351581306,6.6,0.534274858587683,14.05,0.0001234364584447,1.1045849764677,-0.216102506005811,0
AZC9C_32,0.0708085273332854,6.54117647058824,1.33461669786734,23.45,7.637005111643e-05,1.1045849764677,2.4635160676165,0
AZC9C_40,0.0288111528171744,4.10588235294118,0.27533080227792,21.85,0.00094615135754387,1.1045849764677,0.443660995736734,0
AZC9C_53,0.0688582426643314,7.51764705882353,1.23885755833917,7.05,0.00023021081039382,1.1045849764677,-0.525406920157696,0
AZC9C_54,0.143012278240967,6.35294117647059,2.61162091751278,14.69,0.00029620787653101,1.1045849764677,1.25650058846133,0
AZC9C_61,0.042268769230069,4.38823529411765,0.657978976289102,8.18,0.00027784369998285,1.1045849764677,0.0546038459181793,0
AZC9C_71,0.251036705486473,9.05882352941176,6.01124596174688,9.89,2.89801782542e-06,1.1045849764677,5.9223343811173,0
AZC9C_75,0.517759160064707,13.3764705882353,7.06464968843081,22.54,6.153201800125e-05,1.1045849764677,4.73667699152519,1
AZC9C_86,0.0330366282808833,3.08235294117647,0.390290759575869,18.42,0.0001108881725707,1.1045849764677,2.00223116219055,0
AZC9C_93,0.0313736242866832,4.31764705882353,0.216718053782593,14.45,0.00045387483418419,1.1045849764677,-0.0961340679862706,0
AZC9C_95,0.137723221652994,6.44705882352941,3.31015057623906,14.8,1.252077672463e-05,1.1045849764677,-0.106394418014366,0
AZC9C_106,0.0618266561277291,5.25882352941176,0.910043975329445,10.69,1.02465713562e-06,1.1045849764677,0.416808189256324,0
AZC9C_112,0.0680957835201957,6.78823529411765,0.719616943095291,13.06,0.00013320195017916,1.1045849764677,-0.095830448757292,0
AZC9C_113,0.0699460787740648,7.70588235294118,1.96139684627557,15.95,0.00101053700189766,1.1045849764677,0.867019281085612,0
AZC9C_116,0.0597709354327614,7.57647058823529,2.79961659538502,15.56,0.00093983210433624,1.1045849764677,-0.00632174714786444,0
AZC3J_3,0.0280543528283529,6.61176470588235,0.446683898035643,16.29,0.00089001585427131,1.07095089327705,0.421162984775904,0
AZC3J_28,0.0338396096043721,3.30588235294118,0.488997315129104,21.44,4.595414855854e-05,1.07095089327705,-0.73732252772639,0
AZC3J_55,0.0500684270428645,5.78823529411765,0.913180736342012,8.96,1.01471726558e-06,1.07095089327705,1.54270384393818,0
AZC3J_64,0.0282979923294012,5.50588235294118,0.375392944459679,14.69,7.241041322757e-05,1.07095089327705,-0.570283753546541,0
AZC3J_73,0.0370464421092323,4.87058823529412,0.295817963137492,15.02,0.00032164816381885,1.07095089327705,0.775517062039681,0
AZC3J_74,0.0816388385144036,6.10588235294118,0.958339850935467,21.95,1.61173865302e-05,1.07095089327705,5.37668044321775,0
AZC3J_76,0.219503504817768,8.11764705882353,5.48072525249961,20.87,5.1087634539e-07,1.07095089327705,8.83187067372288,1
AZC3J_79,0.0407336579050869,4.55294117647059,0.539777469710716,3.32,7.43590783231e-06,1.07095089327705,-0.374378130477312,0
AZC3J_87,0.326188646005323,18.4352941176471,6.27486404687122,17.24,1.202147309288e-05,1.07095089327705,4.34743630584992,0
AZC3J_91,0.0304281422205229,2.89411764705882,0.303658838422613,14.65,0.0007951211419019,1.07095089327705,-0.011807835496173,0
AZC5T_8,0.0560798574166713,6.63529411764706,0.669592893885122,14.76,0.00017317953326205,1.07095089327705,-0.0862920714266141,0
AZC5T_14,0.0610856761890163,6.16470588235294,1.07607754590835,13.21,0.00031443754725516,1.07095089327705,-0.0940433470556854,0
AZC5T_19,0.134274484937883,6.35294117647059,2.04569521191723,14.69,0.00018307712569286,1.07095089327705,-0.65635464451445,0
AZC5T_22,0.0331404928908423,3.29411764705882,0.471160579687289,21.31,3.151395231309e-05,1.07095089327705,-1.22401751455501,0
AZC5T_37,0.0464506381901467,6.64705882352941,0.930184277972733,23.35,0.00079164566654561,1.07095089327705,0.379613332102571,0
AZC5T_38,0.0617955974124637,4.8,0.640946799299521,17.81,2.37822018825e-06,1.07095089327705,6.84343476264425,0
AZC5T_44,0.118079668214996,7.11764705882353,5.45388096748087,5.8,0.00032590890233464,1.07095089327705,-0.796760883377902,0
AZC5T_57,0.0425403054208186,5.05882352941176,0.485070059125606,14.7,0.00043782632914624,1.07095089327705,-0.281975621574,0
AZC5T_68,0.0951258310410142,6.82352941176471,1.61511010126173,17.03,0.00020354676540204,1.07095089327705,0.230291751060376,0
AZC5T_69,0.0667086881714084,7.16470588235294,0.835970807079233,16.7,0.00023131882222218,1.07095089327705,-0.712617748200185,0
AZC5T_78,0.038737998843123,6.23529411764706,1.41150410387455,16.06,0.0004343117645529,1.07095089327705,-0.0439010578212224,0
AZC5T_87,0.0440998962944568,4.83529411764706,0.59899098474638,3.66,7.770952731719e-05,1.07095089327705,-0.979944823213901,0
AZC5T_94,0.243008326838543,10.0941176470588,4.40615550646427,22.81,0.00011213932360192,1.07095089327705,3.59536770854216,0
AZC5T_97,0.696980256047576,11.4235294117647,9.84831905958627,22.38,1.3723267658e-06,1.07095089327705,8.2650583644673,1
AZC5T_98,0.0459088273125268,5.61176470588235,0.840989847759493,8.38,5.1616276817e-07,1.07095089327705,1.80204631229415,0
AZC5T_107,0.242107442762896,8.36470588235294,5.8791425984475,22.04,8.846571753172e-05,1.07095089327705,4.82742572336147,1
AZC5T_109,0.0407043840803242,8.32941176470588,0.406524517287599,19.28,0.00106604624250675,1.07095089327705,0.193851007876233,0
AZC5T_120,0.0363707395092097,4.45882352941176,0.596632696295107,7.44,5.190746364132e-05,1.07095089327705,-1.95405579895381,0
AZC5T_122,0.0369290482446618,3.90588235294118,0.399165331541708,20.55,3.92495949035e-06,1.07095089327705,5.00572772973666,0
AZC7E_12,0.0603411465451661,6.62352941176471,0.717033307340867,22.55,0.00058826986981051,1.07095089327705,0.840134072773854,0
AZC7E_15,0.317163885852374,12.2,4.98781082590493,14.76,0.00017407258397263,1.07095089327705,-0.211496851917765,0
AZC7E_16,0.050252744104116,5.78823529411765,0.916034201697049,8.68,2.72000983564e-06,1.07095089327705,0.900662465732466,0
AZC7E_25,0.0616721517255263,5.4,0.768897363555648,21.26,4.296818682791e-05,1.07095089327705,4.23618167046566,0
AZC7E_39,1.32573640377778,16.3529411764706,12.6221122596073,20.88,1.1327281537e-06,1.07095089327705,8.83671382319762,1
AZC7E_51,0.0457282100976079,5.35294117647059,0.70394883682497,15.64,9.176178978856e-05,1.07095089327705,0.825016263262475,0
AZC7E_54,0.132489171762461,9,1.55003843085781,20.95,1.054870429421e-05,1.07095089327705,5.90073558852315,0
AZC7E_59,0.0275519904398135,2.91764705882353,0.211555322457506,6.4,7.36893333857e-06,1.07095089327705,5.31234836529258,0
AZC7E_60,0.0434984213230164,5.48235294117647,0.494687045099257,20.98,2.94370976389e-06,1.07095089327705,5.64591490355873,0
AZC7E_61,0.209679052925566,7.83529411764706,5.21809995707651,21.2,7.064028932129e-05,1.07095089327705,4.82639280397496,1
AZC7E_64,0.109459163420182,6.84705882352941,2.09385958422612,21.58,1.60732673145e-05,1.07095089327705,5.19380107965938,0
AZC7E_70,0.0317502591613086,4.63529411764706,0.300297400422259,19.64,2.26370730498e-06,1.07095089327705,5.73438058982159,0
AZC7E_77,0.0471354192420769,4.72941176470588,0.537164571049519,16.65,0.00014693444959573,1.07095089327705,0.0648599137479827,0
AZC7E_82,0.0400498232216423,4.47058823529412,0.667551840424703,7.01,1.372501666051e-05,1.07095089327705,-1.86347194351096,0
AZC7E_89,0.530633551766475,27.6117647058824,10.5445021658166,19.95,7.4693753714e-07,1.07095089327705,9.18413392353802,1
AZC7E_109,0.0751299493780858,8.32941176470588,0.935360051362921,22.18,8.756964180241e-05,1.07095089327705,2.86589262716409,0
AZC9C_6,1.43158441453769,22.3176470588235,13.0243541498616,22.55,1.43926184404e-06,1.07095089327705,9.13520628372779,1
AZC9C_7,0.0543016084879822,5.62352941176471,0.662717221468674,22.1,2.09108318661e-06,1.07095089327705,6.83155435832721,0
AZC9C_29,0.032009351581306,6.6,0.689839694699613,14.05,9.966473065914e-05,1.07095089327705,-0.00678673917358297,0
AZC9C_32,0.0708085273332854,6.54117647058824,1.12912557833725,23.45,0.00081820182143036,1.07095089327705,0.458316608847442,0
AZC9C_40,0.0288111528171744,4.10588235294118,0.239173362616633,21.85,3.31717853246e-06,1.07095089327705,5.16901583373579,0
AZC9C_53,0.0688582426643314,7.51764705882353,1.24108750265931,7.05,0.000427050648692,1.07095089327705,-1.00628142068513,0
AZC9C_54,0.143012278240967,6.35294117647059,2.13217221288459,14.69,0.00018368264524671,1.07095089327705,-0.737167117609815,0
AZC9C_61,0.042268769230069,4.38823529411765,0.753882040324489,8.18,1.382192127301e-05,1.07095089327705,-2.40773152276084,0
AZC9C_68,0.0314603769586507,5.02352941176471,0.291881600419753,22.38,0.00048509259946902,1.07095089327705,0.732952855397497,0
AZC9C_95,0.137723221652994,6.44705882352941,2.98501817924388,14.8,1.707729348799e-05,1.07095089327705,-0.0787525759766512,0
AZC9C_96,0.0398271783973657,4.74117647058824,0.446363631810064,3.02,5.591287724318e-05,1.07095089327705,-0.338337124260665,0
AZC9C_106,0.0618266561277291,5.25882352941176,0.840451459447059,10.69,1.44808568718e-06,1.07095089327705,-0.106148245598393,0
AZC9C_112,0.0680957835201957,6.78823529411765,0.670691547431164,13.06,0.00033326688339255,1.07095089327705,-0.133037852595998,0
AZC9C_113,0.0699460787740648,7.70588235294118,1.71651554020088,15.95,0.00091045273592055,1.07095089327705,1.02802376117293,0
AZC9C_116,0.0597709354327614,7.57647058823529,2.46637602068823,15.56,0.00075816715519754,1.07095089327705,0.0453581619260756,0
AZC3J_3,0.0280543528283529,6.61176470588235,0.363013376607785,16.29,0.00068333198769114,0.933658030503778,-0.318669357858775,0
AZC3J_18,0.178108383376442,8.98823529411765,3.02330792604308,23.45,0.00141451574253885,0.933658030503778,-0.882377118923266,0
AZC3J_28,0.0338396096043721,3.30588235294118,0.359867325433273,21.44,0.0002528513186989,0.933658030503778,-1.16704375676293,0
AZC3J_64,0.0282979923294012,5.50588235294118,0.466227692030425,14.69,0.00020620112302935,0.933658030503778,-2.2069603659407,0
AZC3J_73,0.0370464421092323,4.87058823529412,0.32352630269603,15.02,0.00087204110758345,0.933658030503778,0.489243249915771,0
AZC3J_87,0.326188646005323,18.4352941176471,6.37711946973021,17.24,0.00019661048768738,0.933658030503778,-1.80535945744658,0
AZC3J_99,0.0396546601552381,4.23529411764706,0.595934157297345,6.83,0.00033286138183169,0.933658030503778,-1.14157073513923,0
AZC5T_14,0.0610856761890163,6.16470588235294,0.871108925635768,13.21,0.00014169058502416,0.933658030503778,1.04408188400247,0
AZC5T_19,0.134274484937883,6.35294117647059,2.55722210035103,14.69,0.00091539768365018,0.933658030503778,-2.34439468560961,0
AZC5T_22,0.0331404928908423,3.29411764705882,0.350319736128741,21.31,0.00022689412401109,0.933658030503778,-1.20891252194793,0
AZC5T_30,0.0350975827542889,4.74117647058824,0.297737506931411,11.93,6.397164566242e-05,0.933658030503778,0.454992096386886,0
AZC5T_37,0.0464506381901467,6.64705882352941,0.826847848860429,23.35,0.00127558464887722,0.933658030503778,-0.552234329981524,0
AZC5T_38,0.0617955974124637,4.8,0.722074648894495,17.81,0.00083383126860207,0.933658030503778,-0.37136900099858,0
AZC5T_44,0.118079668214996,7.11764705882353,5.39803210262045,5.8,1.667227381604e-05,0.933658030503778,-0.494899967763339,0
AZC5T_57,0.0425403054208186,5.05882352941176,0.446304384056363,14.7,0.00018022851760584,0.933658030503778,0.356050714271302,0
AZC5T_64,0.102942132901413,6.18823529411765,2.11440230822571,8.97,5.320519403293e-05,0.933658030503778,-2.00784001256793,0
AZC5T_80,0.0833651849041465,7.62352941176471,1.76115605330583,22.19,0.00076152623358292,0.933658030503778,-0.0855651814936074,0
AZC5T_87,0.0440998962944568,4.83529411764706,0.491961519248504,3.66,1.091583751338e-05,0.933658030503778,-1.10861400648681,0
AZC5T_98,0.0459088273125268,5.61176470588235,0.715516577626384,8.38,1.772812824832e-05,0.933658030503778,-0.418103052761398,0
AZC5T_119,0.0299867993924043,6.61176470588235,0.38886957644636,15.79,0.00064606246934508,0.933658030503778,-0.274815051007714,0
AZC5T_122,0.0369290482446618,3.90588235294118,0.381910075439406,20.55,0.00053822334675743,0.933658030503778,-0.654653036060506,0
AZC7E_16,0.050252744104116,5.78823529411765,0.783589275933968,8.68,2.495925103853e-05,0.933658030503778,-0.531529430038256,0
AZC7E_29,0.0463702503384327,5.84705882352941,0.981816680944068,17.54,0.00033188815579343,0.933658030503778,-1.07978323413639,0
AZC7E_45,0.165339232929354,6.01176470588235,1.72378646179046,15.88,0.0001515708187925,0.933658030503778,0.213766654188894,0
AZC7E_51,0.0457282100976079,5.35294117647059,0.540983139624683,15.64,0.00117410478431968,0.933658030503778,-0.654044378202257,0
AZC7E_57,0.0450125843040942,4.09411764705882,0.584862468712359,14.48,0.00015242645091228,0.933658030503778,0.155449144026753,0
AZC7E_59,0.0275519904398135,2.91764705882353,0.310310975377541,6.4,0.00056502560842666,0.933658030503778,0.132083945157835,0
AZC7E_64,0.109459163420182,6.84705882352941,2.05312299914956,21.58,0.00106005513067091,0.933658030503778,-0.842896650663121,0
AZC7E_69,0.0580526757543464,6.94117647058824,0.474610025602021,16.71,0.00069083307262408,0.933658030503778,-0.665757753857479,0
AZC7E_82,0.0400498232216423,4.47058823529412,0.502257339425005,7.01,3.569832935123e-05,0.933658030503778,-2.51092218574108,0
AZC7E_114,0.0599873102498138,4.63529411764706,0.703097495955004,18.14,0.00116392441079665,0.933658030503778,-0.279724200351534,0
AZC9C_18,0.113637950288133,7.8,4.99296207918525,23.31,0.00100439057373854,0.933658030503778,-0.0945025641227148,0
AZC9C_32,0.0708085273332854,6.54117647058824,1.24037442571043,23.45,0.00051934918986836,0.933658030503778,-0.537569612725254,0
AZC9C_53,0.0688582426643314,7.51764705882353,0.620069100809062,7.05,9.434033223785e-05,0.933658030503778,-1.32901287088193,0
AZC9C_54,0.143012278240967,6.35294117647059,2.7167095275209,14.69,0.00088909981837736,0.933658030503778,-3.01141169162381,0
AZC9C_61,0.042268769230069,4.38823529411765,0.635223537850563,8.18,9.5776890933e-07,0.933658030503778,-0.44152615913629,0
AZC9C_75,0.517759160064707,13.3764705882353,6.67085628474302,22.54,0.00158640020721735,0.933658030503778,-0.718275903829212,0
AZC9C_86,0.0330366282808833,3.08235294117647,0.422851418513443,18.42,0.00025688410499602,0.933658030503778,-0.375455631996239,0
AZC9C_95,0.137723221652994,6.44705882352941,3.06402350685598,14.8,1.267114218655e-05,0.933658030503778,0.321974924282813,0
AZC9C_96,0.0398271783973657,4.74117647058824,0.401496827365912,3.02,1.742092919471e-05,0.933658030503778,-1.12005990465728,0
AZC9C_112,0.0680957835201957,6.78823529411765,0.71092039276046,13.06,0.00024600071648101,0.933658030503778,0.447527177939095,0
AZC3J_43,0.0365117601155846,4.87962962962963,0.500187193319609,16.3,0.00038586240153674,1.18307232453375,-0.332122962685476,0
AZC3J_58,0.0467652159663109,6.30555555555556,0.886964534584182,14.79,0.00024261049475745,1.18307232453375,2.43563984728123,0
