taxon,growth_rate,degree.centrality,distance,independence,mean_d0_abundance,diversity_ratio,log_fold_change,colonization_binary
AZC7E_116,0.074036148596857,4.98571428571429,2.39535725986643,6.12,4.282586845e-06,0.905317400928128,-1.22720055762677,0
AZC9C_25,0.0185870959833273,3.21428571428571,0.325120170283685,22.61,0.00037626368133372,0.905317400928128,1.11096396466076,0
AZC9C_30,0.0146651276704051,3.1,0.336140882999704,3.26,0.00075657688576504,0.905317400928128,-2.80323418950162,0
AZC9C_34,0.0274119977566618,3,0.503314094121468,13.28,0.00026082942465371,0.905317400928128,1.08037370456395,0
AZC9C_60,0.0140092664617247,4.05714285714286,0.330358350005953,10.3,0.00155054612771599,0.905317400928128,-2.41196054248883,0
AZC9C_69,0.0783070323314893,6.31428571428571,1.54040572094417,10.78,1.18589472406e-06,0.905317400928128,6.114139028008,0
AZC9C_80,0.0165275039703632,1.78571428571429,0.316490500696744,9.47,0.00042405811483701,0.905317400928128,-1.8639284701799,0
AZC9C_81,0.0166623648563265,2.61428571428571,0.290913450835925,14.89,0.0006923895542628,0.905317400928128,-0.158464030203404,0
AZC9C_91,0.0208470220967678,2.85714285714286,0.365977727639502,16.99,0.00037852951479867,0.905317400928128,0.189649866172847,0
AZC9C_108,0.0414997092425695,3.85714285714286,0.428678132176989,14.46,0.00023361328959655,0.905317400928128,0.360895022982918,0
AZC9C_110,0.0407588893243539,4.18571428571429,0.497138172806313,16.2,0.00062198126833352,0.905317400928128,0.285012795053924,0
AZC9C_115,0.0229063904315643,2.47142857142857,0.369384838286971,3.36,0.0001235096729463,0.905317400928128,-0.489389822782594,0
AZC3J_1,0.03044663154566,4.24285714285714,0.485468540133457,16.05,0.00086999555795244,0.845256861531355,0.128070183689055,0
AZC3J_6,0.0900373442014348,4.88571428571429,2.02156324476993,11.81,3.950904311459e-05,0.845256861531355,0.307153556648599,0
AZC3J_9,0.0121867513633788,1.9,0.314277052944344,14.83,0.00025593650998449,0.845256861531355,-0.52798065138312,0
