taxon,distance,sample_id
AZC3J_1,0.026056010878143465,JtoT
AZC3J_6,0.15884985479564812,JtoT
AZC3J_9,0.008586422588893718,JtoT
AZC3J_18,2.6709585683724257,JtoT
AZC3J_20,0.02030318730298648,JtoT
AZC3J_21,0.01217490224488468,JtoT
AZC3J_25,0.1194519237526721,JtoT
AZC3J_26,0.010613143968463268,JtoT
AZC3J_28,0.05401305652987245,JtoT
AZC3J_32,0.02016401187878707,JtoT
AZC3J_34,0.17694682202570738,JtoT
AZC3J_45,0.010969558541589463,JtoT
AZC3J_49,0.08459081444270909,JtoT
AZC3J_55,0.2368707371644486,JtoT
AZC3J_56,0.03410161103496771,JtoT
AZC3J_57,0.015459049527826877,JtoT
AZC3J_59,0.022442010360571404,JtoT
AZC3J_61,0.011457203803515581,JtoT
AZC3J_64,0.069570219511663,JtoT
AZC3J_71,0.010730201783402697,JtoT
AZC3J_73,0.009658900006151555,JtoT
AZC3J_74,2.0714826000255373,JtoT
AZC3J_77,0.012905500610081843,JtoT
AZC3J_79,0.19886996170439947,JtoT
AZC3J_81,0.010651739937480923,JtoT
AZC3J_82,0.12170889189339643,JtoT
AZC3J_87,0.6258766123295046,JtoT
AZC3J_88,0.02570092752145115,JtoT
AZC3J_91,0.012350016880123407,JtoT
AZC3J_95,0.013102860701765546,JtoT
AZC3J_99,0.040518625133946565,JtoT
AZC5T_21,0.011035051276994088,JtoT
AZC5T_22,0.050863406640002974,JtoT
AZC5T_64,0.16918310357510377,JtoT
AZC5T_69,0.12265685076307806,JtoT
AZC5T_85,0.011949716733269439,JtoT
AZC5T_87,0.035941000875227946,JtoT
AZC5T_98,0.02590368129544559,JtoT
AZC5T_106,0.8700447440256832,JtoT
AZC5T_115,0.16698112330246279,JtoT
AZC7E_4,0.4933088303676508,JtoT
AZC7E_16,0.023121508993254037,JtoT
AZC7E_25,0.18457336488909745,JtoT
AZC7E_29,0.030848296560033555,JtoT
AZC7E_34,0.014996671013879003,JtoT
AZC7E_45,0.053394181479747074,JtoT
AZC7E_47,0.1603784259873356,JtoT
AZC7E_54,0.04616171170884971,JtoT
AZC7E_60,0.011031884862723417,JtoT
AZC7E_69,0.08946016568525296,JtoT
AZC7E_70,0.024166414793325895,JtoT
AZC7E_72,0.1757301445184567,JtoT
AZC7E_74,0.03423653606699252,JtoT
AZC7E_116,0.1891542422139938,JtoT
AZC9C_6,0.013545160781843504,JtoT
AZC9C_7,0.18711545668152063,JtoT
AZC9C_25,0.01380720803070885,JtoT
AZC9C_30,0.012038632007960992,JtoT
AZC9C_34,0.029853712613586193,JtoT
AZC9C_60,0.012110602514038121,JtoT
AZC9C_68,0.038776289942649554,JtoT
AZC9C_69,0.0991748434355628,JtoT
AZC9C_80,0.01240665757856765,JtoT
AZC9C_81,0.016235897448000903,JtoT
AZC9C_91,0.016759442616701245,JtoT
AZC9C_96,0.016128594518110877,JtoT
AZC9C_98,0.008968505610062228,JtoT
AZC9C_108,0.022273446602387184,JtoT
AZC9C_110,0.03158489768519442,JtoT
AZC9C_115,0.01430974668089723,JtoT
AZC3J_1,0.018454165871733007,JtoC
AZC3J_6,0.1723623738679027,JtoC
AZC3J_9,0.015110349354321564,JtoC
AZC3J_18,3.005654070401596,JtoC
AZC3J_20,0.019467798783358532,JtoC
AZC3J_21,0.014301775750352106,JtoC
AZC3J_25,0.11480405280770063,JtoC
AZC3J_26,0.01528341052448289,JtoC
AZC3J_28,0.04870270746355247,JtoC
AZC3J_32,0.02308954312292311,JtoC
AZC3J_34,0.19317201682491997,JtoC
AZC3J_45,0.01561419341831538,JtoC
AZC3J_49,0.08679989278686165,JtoC
AZC3J_55,0.23632452952731192,JtoC
AZC3J_56,0.034304634079505666,JtoC
AZC3J_57,0.01837898290418168,JtoC
AZC3J_59,0.022927955669102728,JtoC
AZC3J_61,0.01499328741526502,JtoC
AZC3J_64,0.05931148159457047,JtoC
AZC3J_71,0.017187239353111703,JtoC
AZC3J_73,0.015232511061339762,JtoC
AZC3J_74,2.4444804344975113,JtoC
AZC3J_77,0.01749558517736683,JtoC
AZC3J_79,0.19352009355060668,JtoC
AZC3J_81,0.01520411021579238,JtoC
AZC3J_82,0.13267785663812742,JtoC
AZC3J_87,0.6521541019227391,JtoC
AZC3J_88,0.028489195395929413,JtoC
AZC3J_91,0.015591915443859277,JtoC
AZC3J_95,0.01567746559542887,JtoC
AZC3J_99,0.03234029899147889,JtoC
AZC5T_21,0.01365167494638335,JtoC
AZC5T_22,0.04579585826606925,JtoC
AZC5T_64,0.1614411689909171,JtoC
AZC5T_69,0.11801279721131035,JtoC
AZC5T_85,0.015316780299654914,JtoC
AZC5T_87,0.02848940629732622,JtoC
AZC5T_98,0.018242122961286245,JtoC
AZC5T_106,1.400061166903856,JtoC
AZC5T_115,0.20482243844358844,JtoC
AZC7E_4,1.0198658536981184,JtoC
AZC7E_16,0.017625350730166377,JtoC
AZC7E_25,0.37621095588728604,JtoC
AZC7E_29,0.025287018252359877,JtoC
AZC7E_34,0.016096881442483783,JtoC
AZC7E_45,0.05343199671056348,JtoC
AZC7E_47,0.21189969877530607,JtoC
AZC7E_54,0.05179171352093007,JtoC
