taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
AZC3J_1,T,1e-06,EX_ade_e,-0.0036323423248567,0.0021796675362447,ade_e,import
AZC3J_1,T,1e-06,EX_chor_e,-2.668872572893507e-05,0.0021796675362447,chor_e,import
AZC3J_1,T,1e-06,EX_ura_e,-0.0030098240613503,0.0021796675362447,ura_e,import
AZC3J_1,T,1e-06,EX_chol_e,-2.137415332879076e-06,0.0021796675362447,chol_e,import
AZC3J_1,T,1e-06,EX_fe2_e,-0.0001128110551679,0.0021796675362447,fe2_e,import
AZC3J_1,T,1e-06,EX_fru_e,-3.6314142336879897e-06,0.0021796675362447,fru_e,import
AZC3J_1,T,1e-06,EX_sucr_e,-1.3624956055038829e-06,0.0021796675362447,sucr_e,import
AZC3J_1,T,1e-06,EX_man1p_e,1.1328596209324656e-05,0.0021796675362447,man1p_e,export
AZC3J_1,T,1e-06,EX_ile__L_e,-1.834158271023189e-06,0.0021796675362447,ile__L_e,import
AZC3J_1,T,1e-06,EX_ptrc_e,1.5122802727230025e-06,0.0021796675362447,ptrc_e,export
AZC3J_1,T,1e-06,EX_zn2_e,-6.065114392998611e-06,0.0021796675362447,zn2_e,import
AZC3J_1,T,1e-06,EX_2mbald_e,-1.7294036891556729e-06,0.0021796675362447,2mbald_e,import
AZC3J_1,T,1e-06,EX_k_e,-0.0034717751748371,0.0021796675362447,k_e,import
AZC3J_1,T,1e-06,EX_LalaDgluMdapDala_e,-0.0017804125644513,0.0021796675362447,LalaDgluMdapDala_e,import
AZC3J_1,T,1e-06,EX_nac_e,0.0665157758691426,0.0021796675362447,nac_e,export
AZC3J_1,T,1e-06,EX_succ_e,0.1006859816349938,0.0021796675362447,succ_e,export
AZC3J_1,T,1e-06,EX_ribflv_e,-7.972070685435121e-06,0.0021796675362447,ribflv_e,import
AZC3J_1,T,1e-06,EX_cobalt2_e,-1.7786259217004782e-06,0.0021796675362447,cobalt2_e,import
AZC3J_1,T,1e-06,EX_h2s_e,-6.851736707904391e-05,0.0021796675362447,h2s_e,import
AZC3J_1,T,1e-06,EX_leu__L_e,0.0567598605596506,0.0021796675362447,leu__L_e,export
AZC3J_1,T,1e-06,EX_trp__L_e,-0.0010085304167735,0.0021796675362447,trp__L_e,import
AZC3J_1,T,1e-06,EX_gal_e,2.576736634287364e-05,0.0021796675362447,gal_e,export
AZC3J_1,T,1e-06,EX_thr__L_e,-0.0095859491598913,0.0021796675362447,thr__L_e,import
AZC3J_1,T,1e-06,EX_lcts_e,-1.5263511926849143e-06,0.0021796675362447,lcts_e,import
AZC3J_1,T,1e-06,EX_fe3pyovd_kt_e,-3.900831696941015e-06,0.0021796675362447,fe3pyovd_kt_e,import
AZC3J_1,T,1e-06,EX_co2_e,0.4753430545989549,0.0021796675362447,co2_e,export
AZC3J_1,T,1e-06,EX_phe__L_e,-0.0032896534207283,0.0021796675362447,phe__L_e,import
AZC3J_1,T,1e-06,EX_s_e,-0.0016312236371896,0.0021796675362447,s_e,import
AZC3J_1,T,1e-06,EX_agm_e,1.0627457368397187e-06,0.0021796675362447,agm_e,export
AZC3J_1,T,1e-06,EX_ch4s_e,9.022312283789934e-05,0.0021796675362447,ch4s_e,export
AZC3J_1,T,1e-06,EX_mnl_e,-1.0548449273542966e-06,0.0021796675362447,mnl_e,import
AZC3J_1,T,1e-06,EX_mg2_e,-0.0001542957987075,0.0021796675362447,mg2_e,import
AZC3J_1,T,1e-06,EX_cl_e,-9.254584581057664e-05,0.0021796675362447,cl_e,import
AZC3J_1,T,1e-06,EX_ibtol_e,2.124660033206678e-06,0.0021796675362447,ibtol_e,export
AZC3J_1,T,1e-06,EX_xan_e,-2.1012271418664545e-06,0.0021796675362447,xan_e,import
AZC3J_1,T,1e-06,EX_istfrnB_e,-3.2266711727941933e-06,0.0021796675362447,istfrnB_e,import
AZC3J_1,T,1e-06,EX_glc__D_e,-1.2274958897699552e-06,0.0021796675362447,glc__D_e,import
AZC3J_1,T,1e-06,EX_tre_e,-1.2682238221226106e-06,0.0021796675362447,tre_e,import
AZC3J_1,T,1e-06,EX_o2_e,-0.1747892045891544,0.0021796675362447,o2_e,import
AZC3J_1,T,1e-06,EX_acald_e,-4.5745680772773045e-06,0.0021796675362447,acald_e,import
AZC3J_1,T,1e-06,EX_pnto__R_e,1.5394023410262808e-06,0.0021796675362447,pnto__R_e,export
AZC3J_1,T,1e-06,EX_glx_e,-2.104569149333231e-06,0.0021796675362447,glx_e,import
AZC3J_1,T,1e-06,EX_glyb_e,1.0481379676889242e-06,0.0021796675362447,glyb_e,export
AZC3J_1,T,1e-06,EX_acglu_e,-2.9424304039898616e-06,0.0021796675362447,acglu_e,import
AZC3J_1,T,1e-06,EX_thm_e,-3.645892037726428e-06,0.0021796675362447,thm_e,import
AZC3J_1,T,1e-06,EX_tyr__L_e,-0.0024380274497861,0.0021796675362447,tyr__L_e,import
AZC3J_1,T,1e-06,EX_stfrnA_e,3.568713286488614e-06,0.0021796675362447,stfrnA_e,export
AZC3J_1,T,1e-06,EX_isobuta_e,0.0195758393540585,0.0021796675362447,isobuta_e,export
AZC3J_1,T,1e-06,EX_arab__L_e,-2.1074411753100483e-06,0.0021796675362447,arab__L_e,import
AZC3J_1,T,1e-06,EX_btd_RR_e,-1.539714045368571e-06,0.0021796675362447,btd_RR_e,import
AZC3J_1,T,1e-06,EX_ala__D_e,0.0017805916605301,0.0021796675362447,ala__D_e,export
AZC3J_1,T,1e-06,EX_arg__L_e,-0.005257719076069,0.0021796675362447,arg__L_e,import
AZC3J_1,T,1e-06,EX_icit_e,-7.036909303181237e-06,0.0021796675362447,icit_e,import
AZC3J_1,T,1e-06,EX_istfrnA_e,-3.3717224697782754e-06,0.0021796675362447,istfrnA_e,import
AZC3J_1,T,1e-06,EX_pyovd_kt_e,3.900831696941014e-06,0.0021796675362447,pyovd_kt_e,export
AZC3J_1,T,1e-06,EX_nmn_e,-0.0665746477229658,0.0021796675362447,nmn_e,import
AZC3J_1,T,1e-06,EX_bz_e,-1.4419361113731874e-06,0.0021796675362447,bz_e,import
AZC3J_1,T,1e-06,EX_glu__L_e,-1.036248073476617e-06,0.0021796675362447,glu__L_e,import
AZC3J_1,T,1e-06,EX_mn2_e,-1.2290305118950274e-05,0.0021796675362447,mn2_e,import
AZC3J_1,T,1e-06,EX_gly_e,-0.0104394750601824,0.0021796675362447,gly_e,import
AZC3J_1,T,1e-06,EX_lys__L_e,-0.0061001012896748,0.0021796675362447,lys__L_e,import
AZC3J_1,T,1e-06,EX_met__L_e,-1.3610652367968692e-05,0.0021796675362447,met__L_e,import
AZC3J_1,T,1e-06,EX_no2_e,-0.0331098803026325,0.0021796675362447,no2_e,import
AZC3J_1,T,1e-06,EX_ppap_e,0.0490484704244381,0.0021796675362447,ppap_e,export
AZC3J_1,T,1e-06,EX_so4_e,-1.084279358334858e-06,0.0021796675362447,so4_e,import
AZC3J_1,T,1e-06,EX_4abut_e,-1.60120374695341e-06,0.0021796675362447,4abut_e,import
AZC3J_1,T,1e-06,EX_his__L_e,-0.0016847956065532,0.0021796675362447,his__L_e,import
AZC3J_1,T,1e-06,EX_etoh_e,-5.284891769022021e-06,0.0021796675362447,etoh_e,import
AZC3J_1,T,1e-06,EX_mnl1p_e,9.176512021481234e-06,0.0021796675362447,mnl1p_e,export
