taxon,D-15Fryst_vs_16-0,D-6Fresk_vs_78-0,D-14_vs_24-0,D-3_vs_22-0,D-2_vs_71-0,D-4_vs_37-0,D-10_vs_12-0,D-14_vs_19-0,D-5Fryst_vs_36-0,D-4_vs_56-0,D-9Fryst_vs_3-0,D-5Fryst_vs_12-0,D-6Fresk_vs_24-0,D-14_vs_78-0,D-10_vs_36-0,D-14_vs_3-0,D-15Fryst_vs_77-0,D-15Fryst_vs_32-0,D-6Fresk_vs_19-0,D-9Fryst_vs_23-0,D-15Fryst_vs_75-0,D-15Fryst_vs_30-0,D-15Fryst_vs_88-0,D-13U_vs_22-0,D-2_vs_12-0,D-4_vs_54-0,D-4_vs_11-0,D-7Fryst_vs_78-0,D-10_vs_71-0,D-9Fryst_vs_59-0,D-4_vs_70-0,D-2_vs_36-0,D-5Fryst_vs_71-0,D-12_vs_18-0,D-7Fryst_vs_19-0,D-7Fryst_vs_24-0,D-12_vs_25-0,D-5Fryst_vs_88-0,D-5Fryst_vs_75-0,D-5Fryst_vs_30-0,D-12_vs_59-0,D-2_vs_32-0,D-2_vs_77-0,D-4_vs_89-0,D-4_vs_31-0,D-3_vs_19-0,D-3_vs_24-0,D-14_vs_22-0,D-4_vs_90-0,D-15Fryst_vs_71-0,D-9Fryst_vs_25-0,D-10_vs_88-0,D-9Fryst_vs_18-0,D-6Fresk_vs_22-0,D-10_vs_30-0,D-10_vs_75-0,D-3_vs_78-0,D-2_vs_16-0,D-13U_vs_19-0,D-10_vs_32-0,D-10_vs_77-0,D-5Fryst_vs_16-0,D-15Fryst_vs_36-0,D-13U_vs_24-0,D-7Fryst_vs_22-0,D-15Fryst_vs_12-0,D-12_vs_23-0,D-5Fryst_vs_77-0,D-5Fryst_vs_32-0,D-10_vs_16-0,D-13U_vs_78-0,D-2_vs_88-0,D-4_vs_33-0,D-2_vs_30-0,D-2_vs_75-0,D-10_vs_70-0,D-5Fryst_vs_11-0,D-5Fryst_vs_54-0,D-12_vs_78-0,D-2_vs_56-0,D-15Fryst_vs_31-0,D-15Fryst_vs_89-0,D-13U_vs_23-0,D-7Fryst_vs_25-0,D-12_vs_24-0,D-5Fryst_vs_70-0,D-12_vs_19-0,D-10_vs_54-0,D-10_vs_11-0,D-7Fryst_vs_18-0,D-15Fryst_vs_90-0,D-3_vs_59-0,D-4_vs_71-0,D-2_vs_37-0,D-10_vs_56-0,D-14_vs_18-0,D-5Fryst_vs_37-0,D-2_vs_70-0,D-4_vs_36-0,D-3_vs_23-0,D-14_vs_25-0,D-15Fryst_vs_33-0,D-9Fryst_vs_22-0,D-6Fresk_vs_18-0,D-5Fryst_vs_56-0,D-6Fresk_vs_25-0,D-13U_vs_59-0,D-10_vs_37-0,D-4_vs_12-0,D-2_vs_54-0,D-2_vs_11-0,D-15Fryst_vs_37-0,D-6Fresk_vs_59-0,D-6Fresk_vs_3-0,D-13U_vs_25-0,D-2_vs_90-0,D-2_vs_3-0,D-4_vs_16-0,D-13U_vs_18-0,D-10_vs_33-0,D-2_vs_89-0,D-4_vs_32-0,D-4_vs_77-0,D-2_vs_31-0,D-5Fryst_vs_33-0,D-14_vs_59-0,D-7Fryst_vs_23-0,D-15Fryst_vs_56-0,D-12_vs_22-0,D-10_vs_90-0,D-15Fryst_vs_11-0,D-15Fryst_vs_54-0,D-14_vs_23-0,D-3_vs_25-0,D-2_vs_33-0,D-4_vs_88-0,D-3_vs_18-0,D-4_vs_30-0,D-4_vs_75-0,D-7Fryst_vs_59-0,D-5Fryst_vs_89-0,D-5Fryst_vs_31-0,D-9Fryst_vs_78-0,D-7Fryst_vs_3-0,D-10_vs_89-0,D-6Fresk_vs_23-0,D-9Fryst_vs_19-0,D-10_vs_31-0,D-5Fryst_vs_90-0,D-15Fryst_vs_70-0,D-9Fryst_vs_24-0,D-9Fryst_vs_90-0,D-6Fresk_vs_12-0,D-5Fryst_vs_24-0,D-4_vs_25-0,D-4_vs_18-0,D-3_vs_30-0,D-3_vs_75-0,D-3_vs_88-0,D-12_vs_70-0,D-5Fryst_vs_19-0,D-14_vs_36-0,D-10_vs_78-0,D-7Fryst_vs_71-0,D-13U_vs_16-0,D-13U_vs_77-0,D-10_vs_19-0,D-13U_vs_32-0,D-9Fryst_vs_89-0,D-14_vs_12-0,D-12_vs_11-0,D-9Fryst_vs_31-0,D-12_vs_54-0,D-5Fryst_vs_78-0,D-6Fresk_vs_36-0,D-10_vs_24-0,D-6Fresk_vs_71-0,D-3_vs_16-0,D-2_vs_78-0,D-9Fryst_vs_33-0,D-12_vs_56-0,D-13U_vs_88-0,D-15Fryst_vs_22-0,D-13U_vs_75-0,D-13U_vs_30-0,D-7Fryst_vs_12-0,D-2_vs_19-0,D-3_vs_32-0,D-3_vs_77-0,D-7Fryst_vs_36-0,D-14_vs_71-0,D-12_vs_37-0,D-10_vs_3-0,D-2_vs_24-0,D-14_vs_88-0,D-9Fryst_vs_56-0,D-12_vs_33-0,D-7Fryst_vs_77-0,D-7Fryst_vs_32-0,D-14_vs_75-0,D-14_vs_30-0,D-3_vs_36-0,D-4_vs_23-0,D-5Fryst_vs_22-0,D-6Fresk_vs_75-0,D-6Fresk_vs_30-0,D-10_vs_22-0,D-6Fresk_vs_88-0,D-13U_vs_71-0,D-7Fryst_vs_16-0,D-9Fryst_vs_37-0,D-3_vs_12-0,D-9Fryst_vs_70-0,D-15Fryst_vs_24-0,D-13U_vs_36-0,D-14_vs_16-0,D-13U_vs_3-0,D-12_vs_90-0,D-6Fresk_vs_77-0,D-6Fresk_vs_32-0,D-15Fryst_vs_19-0,D-2_vs_22-0,D-6Fresk_vs_16-0,D-15Fryst_vs_78-0,D-14_vs_77-0,D-14_vs_32-0,D-7Fryst_vs_75-0,D-13U_vs_12-0,D-7Fryst_vs_30-0,D-12_vs_89-0,D-9Fryst_vs_54-0,D-12_vs_31-0,D-9Fryst_vs_11-0,D-7Fryst_vs_88-0,D-4_vs_3-0,D-5Fryst_vs_3-0,D-4_vs_59-0,D-3_vs_71-0,D-9Fryst_vs_32-0,D-9Fryst_vs_77-0,D-12_vs_12-0,D-13U_vs_89-0,D-15Fryst_vs_23-0,D-3_vs_3-0,D-14_vs_11-0,D-14_vs_54-0,D-13U_vs_31-0,D-7Fryst_vs_56-0,D-6Fresk_vs_70-0,D-2_vs_25-0,D-6Fresk_vs_11-0,D-6Fresk_vs_54-0,D-13U_vs_90-0,D-7Fryst_vs_37-0,D-14_vs_70-0,D-9Fryst_vs_16-0,D-12_vs_36-0,D-2_vs_18-0,D-3_vs_33-0,D-12_vs_71-0,D-5Fryst_vs_18-0,D-14_vs_37-0,D-7Fryst_vs_70-0,D-3_vs_31-0,D-4_vs_19-0,D-3_vs_89-0,D-4_vs_24-0,D-12_vs_3-0,D-15Fryst_vs_3-0,D-6Fresk_vs_56-0,D-5Fryst_vs_25-0,D-3_vs_90-0,D-6Fresk_vs_37-0,D-15Fryst_vs_59-0,D-10_vs_25-0,D-7Fryst_vs_11-0,D-10_vs_18-0,D-13U_vs_33-0,D-7Fryst_vs_54-0,D-9Fryst_vs_88-0,D-14_vs_56-0,D-9Fryst_vs_30-0,D-9Fryst_vs_75-0,D-4_vs_78-0,D-6Fresk_vs_33-0,D-15Fryst_vs_18-0,D-7Fryst_vs_90-0,D-3_vs_54-0,D-3_vs_11-0,D-9Fryst_vs_71-0,D-15Fryst_vs_25-0,D-13U_vs_37-0,D-10_vs_59-0,D-3_vs_70-0,D-14_vs_33-0,D-7Fryst_vs_31-0,D-13U_vs_56-0,D-12_vs_88-0,D-12_vs_75-0,D-12_vs_30-0,D-7Fryst_vs_89-0,D-5Fryst_vs_59-0,D-2_vs_23-0,D-5Fryst_vs_23-0,D-4_vs_22-0,D-3_vs_37-0,D-2_vs_59-0,D-14_vs_89-0,D-9Fryst_vs_12-0,D-12_vs_77-0,D-12_vs_32-0,D-7Fryst_vs_33-0,D-13U_vs_11-0,D-13U_vs_54-0,D-6Fresk_vs_90-0,D-14_vs_31-0,D-3_vs_56-0,D-13U_vs_70-0,D-9Fryst_vs_36-0,D-12_vs_16-0,D-6Fresk_vs_31-0,D-14_vs_90-0,D-10_vs_23-0,D-6Fresk_vs_89-0
717959,187458,281575,42471,179038,30875,158064,64656,319030,26754,72866,87310,56472,350379,249363,139350,178932,26633,108558,202912,205478,169941,162131,231010,190281,52645,91100,94369,144514,70672,127189,78567,24425,28176,8001,104210,17723,310298,86917,82817,109384,224672,78268,8458,157345,133855,71350,261195,150833,189390,106462,77504,145514,13394,143324,162098,134417,129269,251960,210122,94245,21285,301987,154035,193318,163261,68315,322929,11556,74891,192679,254888,125310,135912,131209,98878,147576,106303,88833,253678,65339,138387,207287,233048,69468,303908,80158,146168,134175,77379,3660,227885,188773,27994,150120,141846,6858,145241,79397,25694,142429,163290,190749,191435,18626,58466,327094,197942,120374,50374,91194,104580,167256,230486,186374,229594,150475,75236,228977,10232,102256,146035,96750,11795,118230,158318,116360,135668,191821,143324,136167,97390,219657,318879,140536,158371,82790,16664,109384,74674,28105,153344,133870,248370,76417,142409,257918,208465,152912,164401,232647,45022,171108,75833,43158,65103,5221,126408,124602,153381,292195,113070,22014,202968,18323,217267,45271,101127,91034,164741,50328,113600,107759,219622,128686,149135,252268,81552,241764,145085,239512,325726,165992,189757,115626,177110,51400,132709,76926,19410,27986,20703,184851,113520,40148,284241,87298,366198,8265,89836,185267,203754,138184,135668,178939,225730,239381,158690,215540,43784,179514,216143,62459,131406,288507,131749,186319,88559,188295,19632,82372,176925,172557,200064,260401,12209,88700,70257,104187,89544,203937,123123,139950,119920,101639,77983,74309,133373,47862,102532,19547,74951,199015,223791,120483,99464,208157,109496,60131,311337,69205,95611,237861,231444,192650,163305,236292,88730,3916,74914,84734,4705,207343,73991,156538,132431,115796,46672,198066,158367,324453,68166,106871,204756,183513,129863,106727,19113,205270,116453,134871,153332,168438,107489,173631,225822,23305,203111,125734,107176,37405,207752,203389,187638,108624,282537,86944,117384,241040,211785,242955,70972,127069,108224,122555,196036,98963,140644,225191,51069,20518,84245,135048,102795,196954,201432,112032,119429,133126,102309,183201,127021,209847,150003,195672
717960,12529,5301,11066,12608,8939,8315,10415,11545,11213,18192,10994,8959,10784,4863,9189,12636,22263,16000,17849,3781,10036,8862,6948,10395,11808,6724,17984,4633,5628,8539,10343,10542,8539,5614,9184,10425,13329,7162,10107,10332,16110,16593,27159,7054,7667,6374,6748,10822,2554,12406,9751,7069,4387,11837,6041,8815,6144,16463,10740,14350,15138,16322,16682,8302,9396,13668,6087,17216,15207,6206,5264,4741,7091,9495,11858,7959,16422,6724,23125,16428,4959,18338,5135,11799,12049,10629,6698,6496,67287,2787,2935,9153,8539,8037,8631,2430,8909,8992,10740,4413,14083,5718,9239,2334,18720,12153,24973,6933,11190,6483,8159,7452,16373,7117,12087,4182,9128,18246,2312,5018,6132,15114,18222,6427,7248,15805,4272,16053,17049,4534,44245,7868,5255,6958,9476,7428,2067,10343,9464,12791,6320,7805,5655,6701,9601,5427,7730,3657,2581,9954,11473,4814,9179,10645,10304,3299,6136,8815,6695,13233,5031,18914,6249,6820,39833,21822,6442,14098,6373,16428,34879,6590,9682,4003,12885,6596,9421,7647,5432,7237,23911,4892,11553,14806,10133,9462,8362,13689,19234,13333,12405,13425,7199,9631,5086,14454,10818,20836,15232,15790,12387,9202,3512,9333,10377,7215,12096,5149,11218,12661,4417,9844,10869,12707,14021,22649,8702,3087,19595,12412,16240,10332,67911,5387,23982,15353,7522,9592,6711,6187,7852,6646,3952,7932,10418,9972,8917,4330,14163,12630,12315,14112,5120,5992,11232,7176,5180,11566,9052,9306,48864,7500,4120,6595,13324,10473,16388,2163,4302,11249,3453,10734,6462,3617,5008,5026,10525,10253,10613,13885,10550,4301,18314,16701,5409,14522,2077,9418,7130,3943,26690,9322,9726,4816,5273,3533,3220,5551,43163,8116,13560,24461,8642,7994,13705,5464,18544,5843,11623,10492,10234,8321,4191,3033,9396,6813,8639,11489,9467,19963,35260,5406,48742,3996,2429,6205,7787,12031,4806,46766,4655,7194,4886,4898
717962,12810,26705,19382,30698,30894,25210,49775,15907,24051,22437,19083,36061,25456,19579,26834,31926,24526,22470,23122,5907,17672,15538,15709,24566,29033,18051,34169,19756,12815,11793,24201,22158,23559,15210,13824,2844,26961,13184,20576,18554,28954,24674,22513,8539,19779,8059,19112,25475,6329,14880,16075,15048,11350,31297,14928,16566,24565,32274,14970,26134,22695,27568,24852,12800,16457,34419,17034,24310,33578,9289,21323,11764,13889,35272,40770,22254,41323,23985,28143,32711,19222,42356,12537,12753,20048,47763,15658,24941,53698,11312,6195,19477,21756,28833,25630,9757,25255,47176,15895,10190,21876,12746,7196,13187,31632,21128,19663,9793,22207,19735,5358,17684,13715,16863,16544,8386,32244,25877,12556,7929,25993,32813,23942,32009,24753,17070,10564,22573,31086,8889,55706,25753,12576,19718,20810,8198,11682,18966,18161,20356,20263,25676,20559,8918,38637,10183,12298,17842,6906,26105,10181,6668,41432,16838,27130,10169,17906,21973,14607,44150,13284,24896,29446,4924,38825,26041,12961,23696,11820,30611,55917,8442,23526,20893,25239,21590,18943,8962,19512,7625,41515,12569,28948,27185,23715,23086,13468,22445,24539,21625,17118,67363,10462,17976,12557,12778,23422,16977,30090,39523,34533,22182,13831,25795,16543,14694,30381,9289,22982,20143,20566,39414,20689,19806,17642,29903,22274,12994,25262,28513,26193,23993,56739,26806,15543,27231,10141,39928,11754,12885,12896,28962,5766,9262,5729,38402,16028,17360,29566,9865,28647,32795,9437,18371,5470,21176,15170,15279,18818,21928,52075,22473,7407,18599,54569,15039,25220,10437,7349,27295,10078,28910,14247,16988,12505,18892,17844,17240,16345,23845,24177,9547,61224,21270,21778,19061,8237,10446,22684,3484,32292,18742,23053,23353,7607,14698,5740,20809,54868,15774,21146,47249,23296,20537,22830,2365,33559,18185,38594,37462,15018,15622,12767,12491,14276,12263,16546,28737,13396,34262,23243,8164,54868,12205,3720,21644,23616,31691,6022,58658,23439,8435,9446,9886
742725,5600,40649,218,0,0,13271,20585,8325,0,13437,6557,0,1806,44259,1000,6650,1129,8228,2056,29586,5040,16087,11868,3395,0,14633,2253,0,853,19913,10190,0,0,827,0,0,14699,0,0,0,16025,0,0,5730,9954,0,0,13734,2958,2952,8352,12995,283,4781,13141,3611,0,0,2673,913,2214,0,1921,922,0,25348,33302,0,0,1454,74580,0,10610,0,0,7404,0,0,74049,0,8490,14380,22396,0,1630,0,2922,14150,2434,0,8356,0,1527,0,6898,108,0,0,407,0,8593,4466,3599,776,0,7805,24699,5310,11926,0,0,6807,10344,4212,6857,0,0,2048,335,3250,0,986,942,0,0,14593,0,3627,4167,4730,5986,18476,27037,0,0,14867,0,10222,8261,0,0,0,58215,0,6702,8708,1917,6188,0,8388,733,7685,19162,0,8508,803,0,0,0,10052,0,516,83713,0,1838,1646,1732,961,6465,19519,2250,8236,25818,0,625,1867,926,0,0,6455,5133,9888,4488,4805,35652,0,0,0,0,0,786,20626,4480,0,8927,5532,4124,0,0,5326,27421,0,16368,0,4526,10603,5369,7935,1124,0,12828,0,9295,1695,857,7323,5294,5526,853,1400,9050,0,847,69028,157,7598,0,30589,0,2646,20043,9616,5143,0,8682,0,16596,0,2058,586,31305,7366,25104,0,14528,16744,5349,0,7222,0,1746,14597,4225,0,7640,1335,860,0,0,1796,0,12850,0,0,1491,0,1624,5335,6665,4194,0,0,12339,25663,9486,0,736,4609,0,12025,3345,31366,4866,72574,2683,1174,0,0,0,1007,14675,37391,18620,0,7474,0,6159,7353,4639,14371,0,0,0,0,4484,0,0,5678,19589,1457,943,0,2208,12797,2175,7747,0,10228,516,1195,5775,7624,24370,2328
742726,105016,255266,43547,71325,3689,126021,79933,111086,69502,46021,17943,62597,132413,227490,106558,17424,5876,40800,128600,205016,74978,165263,166230,112420,70216,53100,155922,181532,28734,14325,32640,64281,3529,61724,41796,5456,139144,88623,32587,42740,24857,49757,984,16485,41943,93844,54943,126952,46258,28836,105395,144857,35227,124538,160073,79746,183605,87281,90469,44840,5751,40409,108854,52856,68101,68139,195292,1120,36573,104312,229261,96842,101094,65866,39464,174131,46368,42385,234348,46836,109005,81469,206428,81944,104026,64205,105773,114272,131191,11675,93601,20043,3616,129051,91007,31073,68554,59471,73433,196842,110305,134320,101822,110963,49166,121455,7238,88616,65685,57382,165791,87863,24767,33104,109377,34135,5393,78380,55608,128298,16467,45899,1146,50187,79398,2182,189582,96730,97021,99096,132324,78734,195945,107279,137851,94914,28406,40301,32359,3954,16252,49617,229261,2586,82266,227460,123022,108046,45118,170367,42259,117947,57490,9656,55417,9177,115446,84002,142363,184402,13865,79173,207788,6403,96426,16368,82994,72431,28488,59774,139332,53422,116213,153924,117889,110775,26108,102511,195300,134842,126787,176605,78796,50015,68878,61778,49321,36729,4733,80342,9467,129338,26899,11574,146766,60174,177913,5746,63951,57310,87053,107858,167014,73921,113373,230511,79356,127069,13894,52602,141131,74814,84992,106082,111385,77779,20545,87218,4881,35405,95985,71446,98615,176004,5025,64638,37994,76093,41890,75460,72201,110769,168469,107055,3879,5091,596,16191,59429,4894,77649,41786,215844,7827,182816,71910,100435,52976,225020,55509,179855,101404,111718,108429,84992,87104,97793,6987,60416,35423,8827,124607,48369,69917,13272,40407,11631,40532,27007,128013,43079,61607,157268,27517,103587,128983,63819,116749,66988,112865,63913,77312,45540,195300,184114,81704,60175,99930,115822,10200,125096,109995,26195,119866,170474,34186,61481,172707,109632,174059,1679,578,176456,136267,80918,81819,2462,38771,64249,14728,26594,111567,132324,96369,93493,52798,96721,85557,116678,82342,101236,128447,201761,62411
742727,19433,36166,10403,7595,6134,45886,8567,23936,9516,21402,14857,7771,31364,18180,27546,15481,13573,13120,70103,62260,36052,27854,21049,8699,8239,16722,22162,19033,26896,17167,5603,9632,5957,32171,28654,7272,25875,14527,8004,8827,19772,16271,4805,27919,22353,35600,30208,5203,30022,11350,10329,26091,6337,7663,29872,16470,34688,20339,91937,25382,27952,17879,23011,29377,5304,12685,51893,4817,16222,27293,25400,25358,54369,12201,12415,14374,21916,17608,36031,18433,26064,19283,59504,8376,28268,12941,36808,26717,33816,2175,25978,18756,5823,41072,47383,4774,45886,13953,9482,54501,9894,21942,8808,36514,19530,27997,24590,55529,8239,16162,22118,33553,20315,35651,30465,32072,17109,22269,16098,26966,27826,13872,4948,21748,57529,3120,59008,23643,9588,34579,8700,23352,69128,32013,65320,16035,27726,7292,7551,7274,31137,19825,19876,9241,21561,51893,44089,47388,31719,12402,11254,26220,8816,9186,9512,4245,29934,24906,26005,20187,26811,9697,35768,4939,67113,30139,38377,21266,21954,7530,18193,29094,26778,17032,26411,30716,28366,24227,16776,48373,40403,29278,6035,7199,8873,7575,22719,25382,27192,14496,5847,27288,30392,8670,23612,21049,82225,14753,16864,12473,12753,29543,59919,5553,27404,30712,7461,27982,12216,4439,29824,8374,13379,24135,26208,22519,11395,33601,28186,21466,89425,5656,17020,23039,7524,15973,8778,7778,11796,19603,15168,46879,18591,18944,11466,15654,3833,23203,19640,19576,8945,21429,52716,27379,22595,16444,55728,14664,16907,9419,31926,27306,24265,25564,12375,25013,26805,3880,18939,30838,4127,38474,9514,47426,21154,21008,14000,30725,22852,41038,9747,35306,32926,14243,32013,21618,25776,75393,18847,31857,20877,19493,11074,16538,28993,11979,26346,30417,23073,6889,25584,70726,17609,17534,69589,13246,17777,28270,28703,29992,9322,7121,68505,62688,5616,55137,6974,23242,6898,29030,21466,56436,52304,33993,33206,18840,47748,32952,45301,12787,47181,25426,54521,20149
742733,3750,3656,6580,9678,2246,6233,6754,6537,7508,7383,0,3206,6480,5145,7230,6458,6241,5048,10321,0,3644,4410,4393,5006,2736,7149,12379,3223,2831,0,5455,4771,2782,2603,10076,5836,7323,4817,7236,7196,5074,6871,5525,4931,5695,6141,4309,5224,4063,2517,0,7121,0,7449,4147,4470,5570,6492,7930,4011,6566,6613,5028,3502,6300,6561,5792,8831,4395,5107,4330,1994,5517,4101,4610,6165,11498,6971,4628,4130,3623,15716,3297,7340,6454,9007,4691,6292,8539,3007,2487,6077,2681,6517,4396,1588,6674,6521,7955,5243,11222,3233,0,8787,7174,9821,5550,3721,3442,4527,4924,2756,5824,4308,6467,6908,8675,6592,963,4295,7470,4279,8925,3683,8590,6285,4433,2814,9465,7113,6038,6379,3831,6936,6335,3208,2076,7196,7455,9772,5408,6225,0,3566,11608,4613,0,3836,4010,4976,0,0,7810,6839,9678,2165,4788,4108,5579,6336,7772,7145,5427,1596,14384,3680,7451,5147,0,2885,8549,0,6373,5325,8503,5462,3248,4548,5128,0,4927,3188,6125,5900,6219,3571,7650,4776,5991,7829,2766,7376,3580,7975,2210,0,5284,8770,6478,6074,8401,8523,5341,8008,5540,3982,9882,5495,2489,6584,0,7113,0,5543,4559,6524,6124,8841,7058,5791,14187,7696,7098,5178,3075,4075,3544,6417,4011,4510,0,6613,0,4090,5176,7386,6390,3219,0,0,6562,7535,3453,5617,4278,7768,3073,3773,8183,9035,7221,6060,1412,4808,9624,0,9826,3199,4252,5993,2167,4787,6161,4611,7794,6827,8114,4812,3646,5122,9903,6734,6402,5632,6103,7183,2257,3064,6249,0,6188,0,0,5150,4182,2415,2217,5455,9717,0,6902,6515,5976,5372,12189,5906,6190,5001,5293,5620,7045,6214,6934,5230,7854,3628,7644,6993,0,6057,4604,3041,5846,4430,12528,4819,4045,5572,0,8152,3884,2173,5160,4183
742740,7122,5860,9908,0,0,0,10756,11776,0,0,8494,0,8864,5575,10084,12364,7305,11608,18417,11453,11880,8091,11613,0,0,0,0,5610,4159,8101,0,0,0,5912,9466,4918,21300,0,0,0,16317,0,0,0,0,0,0,18532,0,4179,11782,11601,1376,30172,7949,11750,0,0,0,12078,6663,0,9956,0,17027,10383,9779,0,0,8817,0,0,0,0,0,12132,0,0,17479,0,10605,12863,0,7250,12026,0,12317,11828,27371,1300,5340,0,0,0,10102,1579,0,0,0,0,12949,4429,12999,2050,0,11840,0,7562,0,0,0,7694,12729,6510,0,0,0,0,0,5459,0,0,0,0,0,11052,10896,10279,21643,8019,27882,12267,11475,0,0,0,0,0,0,16471,0,0,5131,3534,12905,8155,8804,11093,0,11521,6098,5259,7132,0,0,0,0,0,0,19655,0,10333,5677,2298,0,0,11549,0,7500,4983,26262,9262,17031,0,11517,10310,4886,0,0,9227,19671,0,27787,0,0,3203,0,0,0,10152,6633,18343,10380,0,9824,14096,12699,7870,15973,11292,13063,0,0,0,9480,7379,27621,7162,0,8692,7235,0,14725,10358,0,22315,0,7129,5869,12608,21018,0,28784,6463,4362,13530,2681,0,3395,6649,9562,14959,4494,11119,0,0,0,0,16182,5501,7070,0,9750,0,6810,9385,0,5111,13214,0,27075,9636,0,6759,18697,12823,17910,0,0,5534,0,14094,3792,0,0,0,0,11774,10808,17990,0,0,11036,8510,13404,15375,1565,0,8238,6208,13373,9554,9619,0,3525,2062,7198,0,0,9484,13588,0,8801,0,13663,8197,0,10299,17678,17736,7269,0,0,0,0,0,0,10630,6468,17848,12363,7948,0,0,2464,10997,0,0,5087,21976,9245,6086,9979,2739
742821,486,0,353,1656,55048,0,53493,904,7794,0,13558,11484,0,6354,9767,15694,382,3101,0,1493,1172,6576,48993,1191,21789,0,0,5722,66980,774,0,7815,47134,0,492,290,0,33876,2001,14069,0,3649,406,0,0,217,2489,1510,0,31825,990,74237,905,0,21055,891,36238,468,731,3889,575,534,3962,155,916,13447,0,276,3212,818,5747,26942,0,20641,1537,21859,769,1068,0,1917,342,1890,2215,1215,0,15621,0,800,1656,1710,516,7392,0,1556,873,898,2528,25967,0,737,972,1934,1403,0,1383,0,1367,1178,0,928,2116,1482,0,0,1335,570,17771,0,1110,6270,705,0,0,1114,2678,736,744,429,0,645,888,553,1632,5189,8052,0,5341,0,0,783,518,976,7178,12165,1637,0,898,552,418,7215,148,552,0,239,0,0,40473,4773,127217,0,508,8053,6599,45548,579,739,844,3108,930,20203,0,264,0,6305,0,378,0,8114,6158,4898,0,31037,1081,891,20874,13004,900,28204,1447,7076,45376,0,16354,296,21671,669,0,904,2832,1575,15552,44497,0,977,0,0,4987,0,57278,214,682,45143,18599,257,6746,445,19218,0,0,0,734,1534,0,5540,413,3550,1408,48897,10150,0,543,0,1543,61308,0,13186,0,91539,3496,371,0,1468,630,28393,2519,546,495,684,0,1078,0,0,517,879,25967,399,0,917,39771,0,2313,1313,10630,1641,0,12569,0,0,5748,0,949,3442,0,853,1065,632,1065,4801,2559,21294,1921,17000,1897,0,0,1355,388,1837,1227,47617,1265,1029,980,47103,4458,427,913,0,0,0,658,966,1629,712,0,22341,981,1207,12948,0,0,2341,2041,367,0,296,324,23507,3355,0,0,619,719,0
748224,61838,48658,53863,306482,48016,120029,53050,60749,76857,112822,40082,32727,67539,42882,113312,60728,58620,368627,28786,74356,195870,138375,116366,278030,34405,63168,39328,40393,66826,114242,49153,72397,60195,18601,74826,34681,181993,44140,108354,35399,75246,335099,18724,49925,188578,20492,74967,240798,106402,52935,108795,120118,13177,306906,129252,198420,56208,133356,80691,366283,60136,133038,121348,85133,360646,48925,82048,19249,359791,61805,52440,119468,111974,54204,209873,59467,52905,60055,60062,81342,143304,67406,89576,90634,106398,62759,13438,99343,75466,31649,60750,117287,65481,93888,102896,22489,112652,76471,86921,81590,180251,62337,315246,35814,75663,209550,146083,73857,35546,55896,16656,65294,117834,79777,173410,120398,60543,155596,24116,63707,69871,365753,18849,155856,110976,112295,86903,127140,346849,84708,55184,100720,94881,174901,105901,47184,33315,39781,95014,128068,66461,162724,35458,32238,72458,67221,79412,171453,111807,61168,35544,94718,54802,51454,237981,32016,126604,211690,109731,73620,73045,74633,50091,42598,46901,20415,22855,347088,45477,34898,75466,140804,100717,45886,115061,84600,74646,54372,45293,107775,94121,100383,255076,309614,61005,35067,85370,355612,48787,102700,58603,105051,111036,51711,118962,127976,94274,20572,338042,224940,54047,125390,89750,380019,212240,101837,256792,79461,63974,134958,111571,51694,59702,95103,110996,133344,51656,60075,79907,346327,20834,380019,85547,52365,31483,263215,72224,60653,32285,57077,42296,147453,50787,40257,38530,56789,121783,90829,362656,33391,46314,74238,87751,89246,10546,55699,174626,66419,65738,184624,71630,93724,102787,152505,77639,163053,116816,20193,55116,57025,24104,123683,46154,171094,101670,97978,59975,103965,117904,119203,208346,88010,117391,96075,165461,127092,25556,112698,67292,65351,93381,43851,158090,51090,57199,24783,114013,95106,58431,39612,210367,101933,97243,61909,113496,73281,137239,139828,191893,85833,18986,108067,94464,85419,318673,87472,112921,70797,26468,56529,262607,134261,59194,108547,48408,122857,124391,69411,94548,59304,172799,112998,80030,35443
