,33-0,D-15U,77-6,22-6,90-6,16-0,D-6Fryst,D-6Fresk,78-6,12-6,11-6,75-0,89-6,89-0,31-0,12-0,D-7Fryst,D-15Fryst,24-6,66-6,88-0,D-13U,D-4,23-0,19-6,D-9Feresk,24-0,18-0,3-6,77-0,D-12,25-6,25-0,64-6,11-0,54-0,D-9Fryst,30-6,66-0,D-3,32-6,D-10,32-0,56-6,56-0,59-6,71-0,37-0,3-0,D-2,59-0,64-0,30-0,31-6,22-0,70-0,90-0,81-0,D-5Fryst,18-6,88-6,D-14,D-14U,78-0,16-6,19-0,75-6,36-0
32-0,0.44563031566650435,0.4436464215265598,0.7835807240117056,0.6548217101606605,0.46211281115973507,0.5662732859984393,0.5911754542049528,0.6980429700116617,0.6822818012172486,0.856913421379714,0.6580298110994257,0.6383669708455363,0.613531512955678,0.5050271877066437,0.5441878575992616,0.6731667828552594,0.7262231046984765,0.5413755485249361,0.5830055816839408,0.5601417266209844,0.559441680450245,0.560868492592564,0.7111829463120155,0.5710475858122078,0.6406601891345184,0.7775228910138131,0.6659940550205694,0.8022158353309911,0.5749697412439329,0.8292704212776557,0.4927916853779208,0.40083507931113366,0.3993222981839739,0.633082903731203,0.554344476266516,0.46759501501742695,0.6635191717961798,0.5839082068905054,0.6621420091745789,0.5808057701769148,0.4092212842716761,0.5926192571500615,0.0,0.6297354781661371,0.631239350321781,0.4576009728789473,0.7747936540665561,0.7746783012660995,0.555834852864958,0.6482858561182935,0.4049554319027465,0.44318142825792256,0.4179967203091119,0.5269571506803707,0.7106006444011345,0.5828646252156646,0.5429117613289699,0.5853223911844205,0.6634694081570448,0.8632837675039842,0.5011199138916418,0.6450073794511767,0.6000286554993935,0.7290937204741764,0.5403026507340749,0.6948095579106442,0.47647089250772545,0.3957684358361435
56-6,0.4853154528501851,0.606309001581188,0.6516403138554315,0.6002274022563691,0.48030257963205025,0.6943472210013856,0.4824455428444934,0.4806683774931119,0.6262599460570109,0.7832741709525579,0.5730980427478217,0.5027552689334241,0.47319768991912886,0.5418715554253575,0.4362874121988301,0.49381260460123444,0.5530550927186911,0.4504618667372419,0.42283869356732057,0.46161535156941025,0.5169055250417429,0.46421915811762776,0.5430175646007663,0.5981242755264328,0.5192296826230172,0.641035333623473,0.5402272406502472,0.7034592896995966,0.5141084097073085,0.7127272768368903,0.45760904182154394,0.5651686695060927,0.5095161690184677,0.5013779320158753,0.7107560497068971,0.47425633423101143,0.515284702697797,0.5042729389510657,0.4394389686534379,0.5160726309280456,0.5699890614234507,0.4421213124897703,0.6297354781661371,0.0,0.4886198535788705,0.4829367343859933,0.5676086292532233,0.7133900416983845,0.5012572130093264,0.557428363219261,0.6348259455494718,0.4632973360828143,0.5236124471994069,0.5552773433572483,0.7711388195927543,0.6093216768085559,0.5154034247970605,0.43500209329915224,0.5483444940193938,0.8103362881692995,0.4629133712794443,0.5610739356312915,0.5292053742372068,0.7607749344571201,0.4962078121316632,0.643799443388967,0.687398379642567,0.5160689155471648
56-0,0.5634312143524759,0.5146161220227585,0.5668914635277607,0.485924578914105,0.6440972665268767,0.4078782004495075,0.727318880398217,0.7130218067033046,0.7059271393179833,0.7516925839214401,0.785292334054716,0.5228917239429652,0.432365082606595,0.5639868872841419,0.5842890812891857,0.46058014804460323,0.7627998279573713,0.5848087098229426,0.6297741955811176,0.4618413630624205,0.68481016438003,0.7049693992008388,0.7567184967164322,0.6525680182014773,0.7342738682765804,0.8069557903838165,0.531629820218339,0.7354658663053928,0.5829675172373155,0.6332807441983032,0.5806046768018288,0.6133805912401634,0.5542339716472612,0.7271594274847354,0.47061545820472767,0.6114716973784097,0.7959653596558395,0.6301050645990565,0.5183253400784682,0.6750815124822743,0.45542715999562355,0.7189592614707351,0.631239350321781,0.4886198535788705,0.0,0.6338426707587836,0.5795104655676664,0.6499800657854932,0.520622254481131,0.6538390867389747,0.5031346811563405,0.6312797340355627,0.5105471729695316,0.5067428925065687,0.608952885327229,0.43788562548920423,0.7212738859709822,0.6146747502996356,0.7353328558729111,0.7948141058307915,0.5874589876825157,0.6927699472646249,0.7096648516337236,0.7224280549752804,0.6625794064384444,0.5879290880627368,0.5554143102770391,0.5340411099512814
59-6,0.5644096058823628,0.4831478519864802,0.734309716380951,0.6355564002504733,0.48826733522327126,0.6812546465929337,0.6157883243396739,0.6236852193248745,0.5729358603998748,0.8116670769164471,0.514536526916163,0.5805896747172222,0.5680511772131601,0.605263789683329,0.5703766543144907,0.47749149086308396,0.6710936913098733,0.44350414909764074,0.4158874109888448,0.5740716425663824,0.5911446552830624,0.6433511363708772,0.6548124551737682,0.44632262132293604,0.6438984463621931,0.7272721272882152,0.704668585151257,0.8073955194630313,0.4932931201402317,0.8077124343761296,0.6291586735705859,0.38001627550329986,0.5323902754331773,0.6417565856186237,0.6639399930511801,0.4864237311492399,0.6194647524658605,0.49036270047184694,0.6622638861536271,0.5722289729822507,0.5008533785483812,0.5990261746936517,0.4576009728789473,0.4829367343859933,0.6338426707587836,0.0,0.7101955277822978,0.7228986817080225,0.5375078787601589,0.635585157569053,0.5095416661226188,0.5459693558755042,0.5059269623520586,0.5646160437218515,0.7400769255565415,0.5986825800072627,0.6412101670603346,0.570596959289245,0.6603378297100065,0.8623631507004429,0.5430791870444922,0.5362973476421508,0.5907414742432331,0.7473094750285726,0.4243434498625548,0.6769272336848656,0.5546929912447438,0.4873247457417906
71-0,0.7089785294585879,0.6999574021625983,0.4227731273888506,0.6064563194616189,0.6556681829505683,0.6461816750173787,0.6743401780713658,0.6317365826420906,0.7535923607807028,0.693876083744491,0.7596186337178856,0.6148174801883444,0.5421683048436428,0.5761792386355344,0.6663920454411517,0.5321485583723382,0.7274641615470342,0.6596639129526087,0.6867276669861744,0.5638979060928372,0.678829171349198,0.6646448429804218,0.7014007263185571,0.7421579563643972,0.6665792726200411,0.7751183973789193,0.5346460449850814,0.6531514639869028,0.615347737859958,0.6518029690858226,0.6188535985969584,0.757851710307731,0.6759336522617071,0.6747056569060652,0.6666010002823702,0.6456001209147908,0.6888199922988572,0.6873797932883764,0.55277860229172,0.6882692927216455,0.5957063976011446,0.6551563743385214,0.7747936540665561,0.5676086292532233,0.5795104655676664,0.7101955277822978,0.0,0.687589037371227,0.5551795050470743,0.7244867271138667,0.6856507992983805,0.6588064985740055,0.6173393707680168,0.6260079612916842,0.7887933372321558,0.6501172430502031,0.6762281285082914,0.6490722779413051,0.7187389607249917,0.701560845572421,0.6139929797466479,0.7031085985053788,0.689602250784961,0.782034964469909,0.6957551860470965,0.7641314255168644,0.745616968868904,0.6151601517634437
37-0,0.7285194593554334,0.7111451233212862,0.6251285659181526,0.6269661098569004,0.7052858626773917,0.6840636068547913,0.7986193406544598,0.7579372923942094,0.7266427115622981,0.5310611128538208,0.7858886315356421,0.6160362068965782,0.660600718917946,0.6922447703702457,0.6689018433158915,0.5712058918862969,0.8189941019566708,0.7403278492978265,0.7222827293805454,0.6041279085620469,0.7133220037791672,0.7751217932870668,0.805192132030502,0.7131807876558953,0.7837881421645352,0.8438514348432462,0.6878373359178698,0.7057190598148017,0.5017265478123005,0.7316542588919588,0.7443232296705211,0.6458305714381365,0.7166367776649635,0.7797042058240831,0.6857881250586985,0.6994251306497207,0.8037757758133799,0.7155191567947036,0.6541098584849283,0.788016363761678,0.6398627124964954,0.7733367395393215,0.7746783012660995,0.7133900416983845,0.6499800657854932,0.7228986817080225,0.687589037371227,0.0,0.6876488355508632,0.8034510898423485,0.7234442654355518,0.7332580928930486,0.5999110496288647,0.557403689332436,0.7464944584501793,0.6284507157431726,0.7460488529424747,0.7105046926357014,0.8153299560625518,0.6850611930933141,0.7059949513248656,0.7628180991087651,0.7803673022953158,0.7361032321393117,0.7120853218304021,0.6851081359245236,0.6525748876300216,0.6528930359767116
3-0,0.48224221556991936,0.5659987160513382,0.6518633530265648,0.5668507918388469,0.4622663488479339,0.6281831911722253,0.4520090411882573,0.5601951139403434,0.6867303373903964,0.7851935226832327,0.6154548440499253,0.5535296293840805,0.471700286967927,0.37527197114523714,0.5404595313885827,0.499632031920295,0.6550036489388752,0.42624185880109966,0.49599445062430175,0.48958841620908905,0.4485712399537161,0.44019601605668696,0.6101031967092255,0.6005825259201811,0.5318349695859305,0.7464890462096747,0.535820364792863,0.7626635983453725,0.41298218847257906,0.7091825304179371,0.40233145120659286,0.5403314204839359,0.46722190763217364,0.551360150884035,0.6357838646447193,0.47763901541293124,0.48239707525974507,0.5268672411433574,0.49812379954313146,0.5381527190477968,0.4932984618508481,0.46748020780156574,0.555834852864958,0.5012572130093264,0.520622254481131,0.5375078787601589,0.5551795050470743,0.6876488355508632,0.0,0.6219325481358776,0.5326134610611138,0.5316306790209488,0.45831188465826056,0.5300056596427937,0.7004905277959306,0.5276137012687544,0.47215940613746843,0.5334086101131338,0.5788567579039982,0.7904267972579907,0.4045455352056147,0.42181609712145623,0.43039855989314235,0.7454791623882858,0.4843030672425365,0.6356671751249464,0.6547776240205815,0.4829949546960114
D-2,0.6198978009988031,0.6320057747380895,0.8039775218518876,0.6709874791911317,0.5297892265280332,0.7781310115857233,0.46532212463291805,0.3337389718060294,0.781327804985854,0.8701321568437143,0.7169141119213766,0.5536687020860287,0.6470195060760799,0.6220267832379479,0.5428280600084069,0.6805252206126561,0.28682855926847506,0.5284233038782093,0.5832465707539459,0.5072494616779044,0.5140649554270643,0.4837569344625708,0.17600177258994923,0.6864023023433922,0.5086303110118991,0.2828917018064851,0.5772868871163273,0.7792941782161151,0.5682460238034767,0.8282630623438303,0.41324224095247947,0.6059967920272592,0.5696039914387605,0.5124958927678206,0.7837656244818528,0.5457209411772191,0.4574041190919339,0.5636421152433766,0.5563586492449047,0.28397637219645605,0.6045735447533662,0.4460318864092541,0.6482858561182935,0.557428363219261,0.6538390867389747,0.635585157569053,0.7244867271138667,0.8034510898423485,0.6219325481358776,0.0,0.732280137011602,0.5939644654469699,0.6351849935649724,0.6313138496497119,0.7563528133154848,0.6945104828939264,0.5034671578262585,0.5668348187389106,0.21716148008013225,0.8905587691896074,0.5612160741983899,0.5628888082244193,0.5203329589048191,0.8525617656792571,0.5484298249920398,0.6812362904565272,0.758146795338821,0.6495386071192036
59-0,0.5065194095440361,0.5610352924550429,0.6849652022335858,0.5638683275525461,0.5700816883069287,0.43409142082444097,0.7510275993777691,0.7823545587737866,0.6308417396617221,0.8194551441116167,0.6923115639592383,0.6137646358720158,0.5421567947149336,0.5422758923030254,0.5824692519160277,0.5894177697197923,0.8146973014159441,0.5890458228844406,0.6323631505401491,0.5614140076863378,0.6836706639029074,0.7111788449365578,0.791906017272097,0.6006278079606417,0.7454977638974681,0.8523108576358881,0.6371532334353388,0.8183287576819808,0.524598318124745,0.7543000045451851,0.6193042173109389,0.4914061867933622,0.43419468120197785,0.7337534731820253,0.43880765584333375,0.5362142451137756,0.8109620161184766,0.6371707630082533,0.6683037753110821,0.6776026466764635,0.3474193741118325,0.7327110564859467,0.4049554319027465,0.6348259455494718,0.5031346811563405,0.5095416661226188,0.6856507992983805,0.7234442654355518,0.5326134610611138,0.732280137011602,0.0,0.5096306105716674,0.3977325871245759,0.45502627078051,0.603843301582413,0.4970650547263125,0.6755067373959707,0.6364576660174195,0.7650024873400952,0.8353522901636576,0.5571548481171466,0.6700236349606185,0.6918024631900505,0.649750726621938,0.660400366150189,0.656529426319441,0.524897901752859,0.44772782333458055
64-0,0.3999376765991535,0.6418619426344226,0.7646957831987685,0.7090067931205533,0.4381188415244752,0.52879588021384,0.5145078790018927,0.5697008957096698,0.5049848280284189,0.8217016231992712,0.5375643571380986,0.593599321749752,0.5699361881941015,0.48819073358388354,0.46563327782448727,0.5550143164753422,0.6176372575380972,0.5140307935232669,0.5154524926639933,0.5823377594909259,0.5319760860897559,0.5463713783351353,0.6023276662797888,0.5502412281409524,0.5569621927138272,0.6907982027012951,0.5594245571226725,0.7622950522377363,0.6118346161781277,0.7802997610577206,0.5214652810367486,0.5417700696782016,0.40842197354657894,0.4857556271352231,0.49389984917425256,0.4761326987679903,0.5924102891769575,0.5471510575936002,0.5716546928571047,0.530799691785725,0.5636038283980759,0.5266802820327708,0.44318142825792256,0.4632973360828143,0.6312797340355627,0.5459693558755042,0.6588064985740055,0.7332580928930486,0.5316306790209488,0.5939644654469699,0.5096306105716674,0.0,0.43347072645796153,0.5956703261428209,0.8096309436589085,0.6733895565761455,0.47338978658325626,0.46524978908880565,0.5754895405206103,0.8532105111531298,0.5085477666437469,0.6340636674820822,0.6049106558325504,0.6048624399342244,0.5217275083137562,0.6471582374508109,0.6716191424475321,0.4681044834855457
30-0,0.3343201640309228,0.5731609808992878,0.6462527264475828,0.5369959288924038,0.36937384391580647,0.48393308213178643,0.5581370089697903,0.6128198675779454,0.4961137118069876,0.7438405815752009,0.5506110833024707,0.5396205145059111,0.43032964514353406,0.4297577620064934,0.44462377312694945,0.48850643924308296,0.6840100368784521,0.5148491258364916,0.4564037598520023,0.45515379855364635,0.49385805376317615,0.5545980225196405,0.6738485068168034,0.5276491068041355,0.6066948510285447,0.7454047940189589,0.6299872617342284,0.7240665846963468,0.46080822392671467,0.7433566677192813,0.4904350474261075,0.43922065211269806,0.3404545094533599,0.5940156809496775,0.4770352424441436,0.421556529685253,0.5937033888579659,0.5070265156853678,0.5421988477973777,0.5808863611961285,0.3922962101627766,0.5577735367881277,0.4179967203091119,0.5236124471994069,0.5105471729695316,0.5059269623520586,0.6173393707680168,0.5999110496288647,0.45831188465826056,0.6351849935649724,0.3977325871245759,0.43347072645796153,0.0,0.3578712666302375,0.710620084352215,0.5570443736845143,0.505728294924313,0.4871938166214056,0.6502430398607054,0.7774339937757133,0.42302891487752287,0.5465244332635344,0.5377434499748045,0.5467685401887618,0.4797210902406869,0.637893098972483,0.5866830967863244,0.34978902060775585
31-6,0.520724298675375,0.5442432832914559,0.6439895372128267,0.46763691291320564,0.49180679308279857,0.5790112679516981,0.6732351620352368,0.6183605228048779,0.6147354508329682,0.7721302230831673,0.6440789060247247,0.34242573034056323,0.5140936936657114,0.5413258475362427,0.45086795617419756,0.5677340231371426,0.6774027652980237,0.5696824397924323,0.5662444532782178,0.40206287881451097,0.597507601982568,0.600280354903142,0.6796177267351932,0.591729684503029,0.6958907427947996,0.7371071239265525,0.641763316980399,0.7518641241741265,0.4589578498773878,0.7452606983799,0.4974297997748464,0.4161032561400942,0.4620689582978985,0.6362098922629804,0.5868435100479927,0.5361327473237721,0.6974496675248277,0.5145628188536265,0.5285936286868087,0.6425955226631792,0.3817450164453855,0.6205038603604337,0.5269571506803707,0.5552773433572483,0.5067428925065687,0.5646160437218515,0.6260079612916842,0.557403689332436,0.5300056596427937,0.6313138496497119,0.45502627078051,0.5956703261428209,0.3578712666302375,0.0,0.574333043332403,0.4905961197492172,0.5981927563367313,0.5521682011356607,0.6769878740917851,0.7896242889602364,0.48839041218961776,0.6036942122701454,0.5762232963907605,0.6454483551419804,0.6156282638351468,0.43983832765327263,0.4025344014257962,0.5012252798795062
22-0,0.756244005698929,0.5807827867044509,0.7831925660776204,0.5237924380732673,0.8019114848282495,0.6575216781065164,0.8883485001533271,0.8350244572271954,0.8416275310355218,0.8541745922616998,0.9041215966040719,0.7075529286710083,0.7328851516751862,0.7577397466394983,0.759839714631183,0.7613255024855003,0.8643643858449064,0.7373863985353082,0.7587096600364592,0.5168009950055138,0.8252646528338284,0.8070051212991672,0.8630349799405328,0.8283477785236575,0.8780373900108743,0.9056160627713931,0.7650836083988543,0.8823261623404701,0.6159175948471693,0.8497032063987361,0.6449270414772497,0.742037241219914,0.7282927781170877,0.8429758706009975,0.6759147644672928,0.7731681903402575,0.9105059970936846,0.7511203953726404,0.6947529845795642,0.8307466173846999,0.5762408814203683,0.8315883643648259,0.7106006444011345,0.7711388195927543,0.608952885327229,0.7400769255565415,0.7887933372321558,0.7464944584501793,0.7004905277959306,0.7563528133154848,0.603843301582413,0.8096309436589085,0.710620084352215,0.574333043332403,0.0,0.5605814694305381,0.837278988875098,0.7844201984277739,0.842437379627061,0.8327302348772028,0.7465452612562885,0.7644590517175155,0.7681532817573222,0.8180702757475862,0.8295855597587277,0.5612576522626928,0.6387076992622084,0.746502622879073
70-0,0.6507949151794885,0.41772887579305845,0.5916934045284793,0.4854684408335318,0.6667991631180286,0.5092676993177288,0.7417365734204513,0.684135395923633,0.7557932938954113,0.6925900895195696,0.8000359186388231,0.562470428224764,0.5449132878578424,0.6199505761774472,0.6440777661460175,0.43773343798030645,0.7488463846467911,0.48805741424270677,0.6337619208982181,0.48007264861675086,0.7019175899634872,0.6929893584570687,0.747536535876004,0.6390061660032915,0.7229210736970586,0.7906764987716703,0.6070337045264771,0.7350281065768111,0.4698063035315582,0.6747595421743825,0.5520866906370797,0.5452068154563521,0.5996105586598311,0.7229611189785957,0.5171144811570768,0.5603565955554763,0.7876925301899655,0.6657655046633197,0.5260786466283002,0.6493030284802424,0.4322036546331539,0.7135125350398012,0.5828646252156646,0.6093216768085559,0.43788562548920423,0.5986825800072627,0.6501172430502031,0.6284507157431726,0.5276137012687544,0.6945104828939264,0.4970650547263125,0.6733895565761455,0.5570443736845143,0.4905961197492172,0.5605814694305381,0.0,0.7359786300179852,0.6555010685789187,0.7317960552015985,0.716833987562754,0.607949914124453,0.7009453539166839,0.7012242247507244,0.7563245671537165,0.6399593657024522,0.5531098555163733,0.48918694303349464,0.47823122850923827
90-0,0.451946935042788,0.7061157695371182,0.784642203567497,0.7027112392531758,0.34476442486260933,0.7828681591692738,0.3724867234938002,0.4652872024723579,0.663676856024439,0.8251555396069055,0.5800113627239416,0.6403778743315904,0.5805500700736735,0.38791939695199773,0.44736225550902814,0.6293139434581596,0.5158914568778901,0.5229795346014812,0.5192292729977788,0.6025830957783717,0.32823053748596476,0.37548677183053836,0.47868194489904126,0.6297448657752948,0.42487522881876355,0.6019640631693525,0.5796488899031023,0.7694016297194938,0.5723028092820319,0.811113015388455,0.39386714646106885,0.56366095815646,0.47883530379541567,0.49215948189843167,0.7822812742272268,0.47257914421872843,0.378192335532543,0.559514655179966,0.5245119506876156,0.4638490674512128,0.5995137756864065,0.3810849589255912,0.5429117613289699,0.5154034247970605,0.7212738859709822,0.6412101670603346,0.6762281285082914,0.7460488529424747,0.47215940613746843,0.5034671578262585,0.6755067373959707,0.47338978658325626,0.505728294924313,0.5981927563367313,0.837278988875098,0.7359786300179852,0.0,0.4767264210469577,0.4578725129084009,0.8764367416896203,0.40060062676303543,0.43719261142253785,0.40790486758922906,0.7757520098518645,0.5358503340353888,0.672156732421903,0.7531234868301613,0.5156279002144635
81-0,0.4716203840942431,0.6323285877960299,0.7328854274896356,0.6089790612057883,0.400561377225768,0.7512376174924369,0.47740054140046445,0.48895668006835663,0.6317765194064329,0.8252625654132784,0.5413148715377678,0.5173531711221704,0.41174704939778023,0.512183418051617,0.29268274027484725,0.5403309385614885,0.5760487850710616,0.5029824733678345,0.33265588705886834,0.5154156233092623,0.3962951810192231,0.5009182512634683,0.574777512866267,0.4854594724258187,0.5176915296671479,0.6444646142227852,0.5627350626909077,0.7514826825994027,0.5324372898689531,0.7819861360953222,0.4491279768222285,0.4633011557253298,0.5196556475432127,0.46205495520453393,0.7518296068799759,0.4123906240137249,0.4974046454032639,0.42579520572915197,0.5189497960427132,0.5412767596027892,0.5690649180992483,0.48484073049232984,0.5853223911844205,0.43500209329915224,0.6146747502996356,0.570596959289245,0.6490722779413051,0.7105046926357014,0.5334086101131338,0.5668348187389106,0.6364576660174195,0.46524978908880565,0.4871938166214056,0.5521682011356607,0.7844201984277739,0.6555010685789187,0.4767264210469577,0.0,0.560903512749307,0.8447437737386562,0.4385013633441823,0.5311103032516995,0.5368333262499166,0.7378602293424689,0.4591389697518884,0.6027560560879067,0.6886923244348466,0.533825626507876
D-5Fryst,0.6280838692427244,0.7142599648619531,0.8148745469562454,0.7246821458130993,0.5276754355398886,0.8466440771294976,0.3608046526539039,0.23351985922641147,0.7952800995328838,0.8840906642419337,0.681475780501477,0.5821120289425177,0.6530158828097732,0.6037459713508125,0.5396021973387216,0.6975541674364162,0.15743566298702208,0.5324006662259437,0.568882492190776,0.5752923787845389,0.49031638062387783,0.39778095958486015,0.17502708626631597,0.6904718897360443,0.45412037438729586,0.34128042540039655,0.5767645059062253,0.7829893906298975,0.5783502172970884,0.8460776440480875,0.4157807803227501,0.6152938496272822,0.5837862184510234,0.4414817065875869,0.8501301758365877,0.541248406585616,0.3397762088073974,0.5795867045512897,0.5585099692834753,0.21030746130643174,0.6558295095078255,0.33725550328380527,0.6634694081570448,0.5483444940193938,0.7353328558729111,0.6603378297100065,0.7187389607249917,0.8153299560625518,0.5788567579039982,0.21716148008013225,0.7650024873400952,0.5754895405206103,0.6502430398607054,0.6769878740917851,0.842437379627061,0.7317960552015985,0.4578725129084009,0.560903512749307,0.0,0.8985968523771022,0.5425893205088813,0.5297098280287944,0.4707817613110634,0.8621135641615714,0.5210524201457003,0.754230788136137,0.8131943244096275,0.6429321606831142
18-6,0.8655416119747223,0.8163569561958063,0.6754399495307326,0.7768528249431701,0.8389035701796101,0.7841671352731441,0.9004613618960036,0.8443168047468962,0.8838090484518157,0.6463968994494007,0.8402016084379323,0.8280485539343247,0.7895316684854986,0.8085743877936956,0.867999725493255,0.7013396696435654,0.9014099381571729,0.8518284741079934,0.8313881783010428,0.7405048949170661,0.8721023652919072,0.8840374641729123,0.8983902538580568,0.8833709031014582,0.8509343100174339,0.917410643617226,0.7752480787955254,0.4382322410082676,0.700769894436013,0.7780302920256048,0.8393304311122666,0.8756782860594813,0.8616746010687626,0.7428152356373137,0.7729074624204973,0.8727374513533915,0.9055395223414928,0.8564244715615201,0.7608268271946967,0.8946087936392109,0.7896407955354163,0.8791863711337453,0.8632837675039842,0.8103362881692995,0.7948141058307915,0.8623631507004429,0.701560845572421,0.6850611930933141,0.7904267972579907,0.8905587691896074,0.8353522901636576,0.8532105111531298,0.7774339937757133,0.7896242889602364,0.8327302348772028,0.716833987562754,0.8764367416896203,0.8447437737386562,0.8985968523771022,0.0,0.8360031163147863,0.8774396745511256,0.8819295638305643,0.7903390265475243,0.8468284312097274,0.8712643080238589,0.8318443111386636,0.7790447772001452
88-6,0.4168026412500483,0.5912247429254565,0.6626784717518561,0.549418694682866,0.3483705982513366,0.6710027284329786,0.39728691735598903,0.49195794186356157,0.6201335887483044,0.7971405102296666,0.5435824662181832,0.5291412860875427,0.43775855578146367,0.3702182617758425,0.4214708122128693,0.5513699999080233,0.5803338347109199,0.45591747280651274,0.4212858123481164,0.47862901023229276,0.26932736560773174,0.33770817732395775,0.5663757158720081,0.5564366804214131,0.41866066059833035,0.6552085207476986,0.5868606482422811,0.7713969404820864,0.44129491864851195,0.7901347217461201,0.335828056120342,0.4924467854270471,0.41052368742503437,0.4656228075734238,0.6835125802480272,0.4474641479049523,0.41199293512924134,0.45745280344046463,0.5241007732578801,0.5015685358221894,0.45928051230235706,0.39362526506407974,0.5011199138916418,0.4629133712794443,0.5874589876825157,0.5430791870444922,0.6139929797466479,0.7059949513248656,0.4045455352056147,0.5612160741983899,0.5571548481171466,0.5085477666437469,0.42302891487752287,0.48839041218961776,0.7465452612562885,0.607949914124453,0.40060062676303543,0.4385013633441823,0.5425893205088813,0.8360031163147863,0.0,0.39391903765151054,0.35275867244165904,0.7273565007326027,0.46270203351235395,0.630267272016835,0.6429069242109645,0.49552325346206316
D-14,0.5024786519484415,0.6259029447266731,0.7806297034927652,0.6192306389952532,0.4575812846887774,0.8091038021289492,0.42062161638918794,0.46171622394186235,0.6837956776367748,0.8363348687092624,0.5755441370225152,0.636599559343863,0.5438104227955365,0.45281550115752406,0.5375912291864287,0.6467207049100024,0.5732508828553571,0.40181802472220146,0.4721401138386431,0.5673502465801195,0.4515740929979058,0.3573860690196007,0.5517491869989429,0.6314760724111775,0.465685925313558,0.6801427942863042,0.6956974096209927,0.8236157629448865,0.46530600723067755,0.8371056707273155,0.3851588929351387,0.5582478808116444,0.5013169597022509,0.5330651069221903,0.8087932869080123,0.5343909033319681,0.37190855494700276,0.5088189553912591,0.5571510453910535,0.5132620823809081,0.5939664665437354,0.40905534649500913,0.6450073794511767,0.5610739356312915,0.6927699472646249,0.5362973476421508,0.7031085985053788,0.7628180991087651,0.42181609712145623,0.5628888082244193,0.6700236349606185,0.6340636674820822,0.5465244332635344,0.6036942122701454,0.7644590517175155,0.7009453539166839,0.43719261142253785,0.5311103032516995,0.5297098280287944,0.8774396745511256,0.39391903765151054,0.0,0.21719365056827572,0.811914237149153,0.49505420132047456,0.7104554250900835,0.8032740839248075,0.5822234657678789
D-14U,0.47991578195652057,0.6316880882189944,0.7818501855562481,0.6192600332803867,0.4397055350646797,0.8312467114548595,0.3457956575051397,0.41645999429095704,0.7054637781747461,0.8567404883948911,0.5917837303366944,0.5765795060842601,0.5371606930051112,0.41796728302124947,0.5160519517871003,0.6734912200830848,0.5258705999491909,0.40078648117190935,0.4818348633907515,0.5365262878794331,0.43310118715639645,0.25701867610551,0.5035101143029014,0.6322868384913115,0.39430620471452915,0.6407199878219106,0.6705505001248816,0.8192873881584695,0.4829091538928576,0.8332724252676205,0.33446098192644486,0.5283686307161012,0.47813144575128624,0.4732746735972844,0.8354333856620638,0.48035934955701837,0.3324144068409175,0.4921954325313261,0.5808629770723249,0.43838333171261484,0.5559677538217441,0.33816229469270315,0.6000286554993935,0.5292053742372068,0.7096648516337236,0.5907414742432331,0.689602250784961,0.7803673022953158,0.43039855989314235,0.5203329589048191,0.6918024631900505,0.6049106558325504,0.5377434499748045,0.5762232963907605,0.7681532817573222,0.7012242247507244,0.40790486758922906,0.5368333262499166,0.4707817613110634,0.8819295638305643,0.35275867244165904,0.21719365056827572,0.0,0.8266306794870036,0.5235327085688314,0.7054437211840943,0.7681749453348773,0.596884024395678
78-0,0.6000177159559636,0.778636159898763,0.7946453081561928,0.7429093762584633,0.6566555995693272,0.6293019639663177,0.8464730211417181,0.8138845977177106,0.28162269819432895,0.8398920399350448,0.65875736385701,0.7125197408450326,0.7040516791922689,0.7314663518451249,0.702140854698981,0.6963671288694656,0.8647389978854734,0.7955518862197288,0.7577265700478686,0.7357526106760433,0.7758787907423887,0.8260762708249256,0.8584029970312115,0.7241731322309208,0.8477290857308983,0.8955754516862243,0.8007986276881611,0.8048381580695354,0.7491515419734369,0.8279819578847607,0.7723344090540601,0.7371489297491869,0.6341208004875762,0.7912887454627989,0.5515442586445772,0.7493561077862361,0.8554681895342803,0.7468092414984343,0.7534182787025965,0.8534266442892334,0.7187498855710209,0.8263277802706115,0.7290937204741764,0.7607749344571201,0.7224280549752804,0.7473094750285726,0.782034964469909,0.7361032321393117,0.7454791623882858,0.8525617656792571,0.649750726621938,0.6048624399342244,0.5467685401887618,0.6454483551419804,0.8180702757475862,0.7563245671537165,0.7757520098518645,0.7378602293424689,0.8621135641615714,0.7903390265475243,0.7273565007326027,0.811914237149153,0.8266306794870036,0.0,0.7962924639710326,0.7579817691467319,0.7341220211833916,0.6243651365550634
