taxon,donor,donor_abundance
1437599,D-3,6.24187581147901
1437599,D-10,4.29307371151674
1437599,D-2,2.34086878122162
1437599,D-5Fryst,7.18664777409073
1437599,D-14,5.58818220805932
1437612,D-6Fresk,4606.40210619718
1437612,D-7Fryst,2175.100393173
1437612,D-15Fryst,349.22415697168
1437612,D-13U,92.124746400539
1437612,D-4,3538.39060671476
1437612,D-12,88.1727533160691
1437612,D-9Fryst,64.69985268822
1437612,D-3,6843.17651465149
1437612,D-10,258.299934976257
1437612,D-2,2703.70344231097
1437612,D-5Fryst,943.247520349408
1437612,D-14,124.802735979991
547042,D-6Fresk,38116.3414917443
547042,D-7Fryst,27421.225185949
547042,D-15Fryst,32710.1430242091
547042,D-13U,47469.8346036111
547042,D-4,33855.6856946474
547042,D-12,28953.588356314
547042,D-9Fryst,39657.8277379106
547042,D-3,48960.4416151331
547042,D-10,48688.4644745965
547042,D-2,20651.1443879371
547042,D-5Fryst,31937.4627080592
547042,D-14,38030.8396987984
663952,D-6Fresk,5.94886195376303
663952,D-7Fryst,3.66672352186951
663952,D-15Fryst,18.7084369806257
663952,D-13U,10.2360829333932
663952,D-4,11.3057943431638
663952,D-12,48.5508198639114
663952,D-9Fryst,3.18195996827311
663952,D-3,9.15475119016921
663952,D-10,8.58614742303347
663952,D-2,11.7043439061081
663952,D-5Fryst,8.08497874585207
663952,D-14,6.98522776007415
266835,D-6Fresk,9.91476992293839
266835,D-7Fryst,7.33344704373903
266835,D-15Fryst,40.5349467913558
266835,D-13U,25.5902073334831
266835,D-4,7.42952199693624
266835,D-12,64.1763710844806
266835,D-9Fryst,9.54587990481934
266835,D-3,17.4772522721412
266835,D-10,15.0257579903086
266835,D-2,11.1191267108027
266835,D-5Fryst,12.5766336046588
266835,D-14,28.4065928909682
1280705,D-6Fresk,67.420435475981
1280705,D-7Fryst,76.2678492548859
1280705,D-15Fryst,35.8578375461993
1280705,D-13U,30.7082488001797
1280705,D-4,39.7317915488329
1280705,D-12,65.8505372866845
1280705,D-9Fryst,49.8507061696121
1280705,D-3,83.2250108197201
1280705,D-10,57.2409828202231
1280705,D-2,48.5730272103485
1280705,D-5Fryst,57.4931821927258
1280705,D-14,33.9947750990275
504472,D-6Fresk,17.8465858612891
504472,D-7Fryst,13.9335493831041
504472,D-15Fryst,20.2674733956779
504472,D-13U,15.3541244000898
504472,D-4,19.058339035619
504472,D-12,13.3933296176307
504472,D-9Fryst,16.9704531641233
504472,D-3,30.3771289491978
504472,D-10,10.7326842787918
504472,D-2,14.0452126873297
504472,D-5Fryst,10.7799716611361
504472,D-14,16.2988647735063
469605,D-6Fresk,7.93181593835071
469605,D-7Fryst,4.40006822624342
469605,D-15Fryst,6.23614566020858
469605,D-13U,5.11804146669661
469605,D-4,5.16836312830347
469605,D-12,20.6480498271807
469605,D-9Fryst,5.30326661378852
469605,D-3,4.57737559508461
469605,D-10,5.00858599676952
469605,D-2,4.68173756244323
469605,D-5Fryst,3.59332388704536
469605,D-14,5.58818220805932
411489,D-6Fresk,2690.86855708548
411489,D-7Fryst,1630.22527782319
411489,D-15Fryst,3727.65606838968
411489,D-13U,5471.18632789868
411489,D-4,1991.75794056995
411489,D-12,9749.78590623445
411489,D-9Fryst,1058.53201611219
411489,D-3,3811.70549554318
411489,D-10,3131.08176026621
411489,D-2,3337.49366482672
411489,D-5Fryst,3184.58329489395
411489,D-14,2860.21792682503
908338,D-6Fresk,13.8806778921137
908338,D-7Fryst,2.93337881749561
908338,D-15Fryst,21.82650981073
908338,D-13U,15.3541244000898
908338,D-4,10.3367262566069
908338,D-12,113.285246349127
908338,D-9Fryst,7.42457325930393
908338,D-3,10.8192514065636
908338,D-10,12.8792211345502
908338,D-2,16.3860814685513
908338,D-5Fryst,11.6783026328974
908338,D-14,9.3136370134322
441620,D-6Fresk,1.98295398458768
441620,D-7Fryst,8.06679174811293
441620,D-15Fryst,37.4168739612515
441620,D-13U,10.2360829333932
441620,D-4,31.0101787698208
441620,D-12,64.1763710844806
441620,D-9Fryst,4.24261329103082
441620,D-3,32.4577542196908
441620,D-10,30.7670282658699
441620,D-2,76.6634525850079
441620,D-5Fryst,10.7799716611361
441620,D-14,88.0138697769343
1276282,D-6Fresk,1.98295398458768
1276282,D-7Fryst,1.46668940874781
1276282,D-15Fryst,1.55903641505215
1276282,D-13U,10.2360829333932
1276282,D-4,1.61511347759483
1276282,D-12,10.6030526139577
1276282,D-9Fryst,2.12130664551541
1276282,D-3,5.82575075738041
1276282,D-10,5.00858599676952
1276282,D-2,7.60782353897025
1276282,D-5Fryst,1.79666194352268
1276282,D-14,4.6568185067161
720554,D-6Fresk,87.2499753218578
720554,D-7Fryst,16.1335834962259
720554,D-15Fryst,99.7783305633373
720554,D-13U,133.069078134112
720554,D-4,49.4224724144019
720554,D-12,250.566874929842
720554,D-9Fryst,28.637639714458
720554,D-3,72.4057594131565
720554,D-10,24.3274176985948
720554,D-2,54.4251991634026
720554,D-5Fryst,62.8831680232939
720554,D-14,52.6220491258919
591001,D-6Fresk,57.5056655530426
591001,D-7Fryst,43.2673375580602
591001,D-15Fryst,65.4795294321901
591001,D-13U,97.2427878672356
591001,D-4,57.821062497895
591001,D-12,110.494969345454
591001,D-9Fryst,37.1228662965197
591001,D-3,66.1638836016775
591001,D-10,53.6634213939592
591001,D-2,64.9591086788999
591001,D-5Fryst,71.8664777409073
591001,D-14,95.46477938768
347256,D-6Fresk,3.96590796917536
347256,D-7Fryst,0.733344704373903
347256,D-15Fryst,3.11807283010429
347256,D-13U,5.11804146669661
347256,D-4,2.26115886863277
347256,D-12,23.9963822315884
347256,D-9Fryst,4.24261329103082
347256,D-3,3.3290004327888
347256,D-10,4.29307371151674
347256,D-2,2.92608597652702
347256,D-5Fryst,3.59332388704536
347256,D-14,1.86272740268644
411459,D-6Fresk,18532.6879399564
411459,D-7Fryst,3098.38137597974
411459,D-15Fryst,26196.4888821212
411459,D-13U,5507.01261816555
411459,D-4,4729.05226239767
411459,D-12,11213.0071669606
411459,D-9Fryst,4412.31782267205
411459,D-3,3840.41812427598
411459,D-10,3142.52995683025
411459,D-2,8009.28253494976
411459,D-5Fryst,4389.24512802591
411459,D-14,4417.92371732156
457396,D-6Fresk,45.6079416455166
457396,D-7Fryst,32.2671669924517
457396,D-15Fryst,28.0626554709386
457396,D-13U,20.4721658667864
457396,D-4,32.6252922474156
457396,D-12,171.881063426261
457396,D-9Fryst,37.1228662965197
457396,D-3,41.61250540986
457396,D-10,37.9221511183978
457396,D-2,50.3286787962647
457396,D-5Fryst,18.8649504069882
457396,D-14,65.1954590940254
467705,D-6Fresk,23.7954478150521
467705,D-7Fryst,21.2669964268432
467705,D-15Fryst,71.7156750923987
467705,D-13U,15.3541244000898
467705,D-4,27.7799518146311
467705,D-12,184.716337643157
467705,D-9Fryst,32.8802530054888
467705,D-3,46.1898810049447
467705,D-10,97.3096707943793
467705,D-2,50.9138959915702
467705,D-5Fryst,18.8649504069882
467705,D-14,82.4256875688749
997350,D-6Fresk,15.8636318767014
997350,D-7Fryst,13.9335493831041
997350,D-15Fryst,9.35421849031287
997350,D-13U,20.4721658667864
997350,D-4,9.690680865569
997350,D-12,60.828038680073
997350,D-9Fryst,10.606533227577
997350,D-3,22.886877975423
997350,D-10,11.4481965640446
997350,D-2,13.4599954920243
997350,D-5Fryst,14.3732955481815
997350,D-14,9.77931886410381
1121445,D-6Fresk,19.8295398458768
1121445,D-7Fryst,15.400238791852
1121445,D-15Fryst,40.5349467913558
1121445,D-13U,30.7082488001797
1121445,D-4,18.0892709490621
1121445,D-12,41.8541550550961
1121445,D-9Fryst,18.031106486881
1121445,D-3,35.370629598381
1121445,D-10,21.4653685575837
1121445,D-2,15.8008642732459
1121445,D-5Fryst,17.0682884634655
1121445,D-14,30.2693202936546
525325,D-6Fresk,1.98295398458768
525325,D-7Fryst,0.733344704373903
525325,D-15Fryst,7.79518207526073
525325,D-13U,5.11804146669661
525325,D-4,1.9381361731138
525325,D-12,16.1836066213038
525325,D-9Fryst,4.24261329103082
525325,D-3,2.9128753786902
525325,D-10,2.14653685575837
525325,D-2,2.92608597652702
525325,D-5Fryst,1.79666194352268
525325,D-14,0.93136370134322
234621,D-6Fresk,3.96590796917536
234621,D-7Fryst,2.20003411312171
234621,D-15Fryst,6.23614566020858
234621,D-13U,5.11804146669661
234621,D-4,5.16836312830347
234621,D-12,18.4158282242423
234621,D-9Fryst,9.54587990481934
234621,D-3,6.65800086557761
234621,D-10,6.4396105672751
234621,D-2,5.26695475774864
234621,D-5Fryst,8.98330971761341
234621,D-14,12.1077281174619
471870,D-6Fresk,12928.8599795117
471870,D-7Fryst,9511.48081572952
471870,D-15Fryst,12915.057662292
471870,D-13U,18435.1853630412
471870,D-4,10264.3691728107
471870,D-12,15501.6629216061
471870,D-9Fryst,17471.0815324649
471870,D-3,15575.5607749106
471870,D-10,17680.3085685964
471870,D-2,10075.6844515731
471870,D-5Fryst,11100.6758180549
471870,D-14,14375.5987302326
398513,D-6Fresk,91.2158832910332
398513,D-7Fryst,9.53348115686073
398513,D-15Fryst,81.0698935827115
398513,D-13U,20.4721658667864
398513,D-4,14.2129986028345
398513,D-12,57.4797062756653
398513,D-9Fryst,6.36391993654623
398513,D-3,14.564376893451
398513,D-10,13.594733419803
398513,D-2,11.1191267108027
398513,D-5Fryst,8.98330971761341
398513,D-14,31.2006839949979
1158610,D-6Fresk,17.8465858612891
1158610,D-7Fryst,16.8669282005998
1158610,D-15Fryst,14.0313277354693
1158610,D-13U,20.4721658667864
1158610,D-4,3.55324965070863
1158610,D-12,21.2061052279153
1158610,D-9Fryst,9.54587990481934
1158610,D-3,12.483751622958
1158610,D-10,12.8792211345502
1158610,D-2,6.43738914835944
1158610,D-5Fryst,14.3732955481815
1158610,D-14,8.38227331208898
742729,D-6Fresk,3.96590796917536
742729,D-7Fryst,6.60010233936512
742729,D-15Fryst,4.67710924515644
742729,D-13U,5.11804146669661
742729,D-4,3.8762723462276
742729,D-12,17.8577728235077
742729,D-9Fryst,3.18195996827311
742729,D-3,4.16125054098601
742729,D-10,5.72409828202231
742729,D-2,2.92608597652702
742729,D-5Fryst,7.18664777409073
742729,D-14,10.2450007147754
207244,D-6Fresk,337.102177379905
207244,D-7Fryst,241.270407739014
207244,D-15Fryst,177.730151315945
207244,D-13U,286.61032213501
207244,D-4,347.895443073927
207244,D-12,463.744038010465
207244,D-9Fryst,130.460358699198
207244,D-3,261.326533973921
207244,D-10,231.110468136651
207244,D-2,547.178077610553
207244,D-5Fryst,276.685939302493
207244,D-14,138.307509649468
642492,D-6Fresk,47.5908956301043
642492,D-7Fryst,24.2003752443388
642492,D-15Fryst,93.5421849031287
642492,D-13U,133.069078134112
642492,D-4,49.7454951099209
642492,D-12,261.1699275438
642492,D-9Fryst,27.5769863917003
642492,D-3,66.1638836016775
642492,D-10,33.6290774068811
642492,D-2,66.7147602648161
642492,D-5Fryst,47.6115415033511
642492,D-14,36.7888662030572
525258,D-6Fresk,51.5568035992796
525258,D-7Fryst,74.801159846138
525258,D-15Fryst,32.739764716095
525258,D-13U,61.4164976003593
525258,D-4,68.8038341455399
525258,D-12,106.588581540311
525258,D-9Fryst,38.1835196192774
525258,D-3,50.7672566000293
525258,D-10,60.8185442464871
525258,D-2,83.6860589286728
525258,D-5Fryst,40.4248937292603
525258,D-14,59.1415950352945
629741,D-6Fresk,15.8636318767014
629741,D-7Fryst,6.60010233936512
629741,D-15Fryst,9.35421849031287
629741,D-13U,10.2360829333932
629741,D-4,8.39859008349313
629741,D-12,20.6480498271807
629741,D-9Fryst,14.8491465186079
629741,D-3,9.15475119016921
629741,D-10,6.4396105672751
629741,D-2,8.19304073427566
629741,D-5Fryst,8.08497874585207
629741,D-14,8.84795516276059
657314,D-6Fresk,6444.60044990995
657314,D-7Fryst,2583.57339350926
657314,D-15Fryst,8075.80862997011
657314,D-13U,6080.23326243557
657314,D-4,3063.22422160636
657314,D-12,12080.2252597022
657314,D-9Fryst,1862.50723476253
657314,D-3,4522.44708794359
657314,D-10,3900.25746691295
657314,D-2,4987.22093839265
657314,D-5Fryst,4186.22232840785
657314,D-14,4237.23915926098
444177,D-6Fresk,7.93181593835071
444177,D-7Fryst,6.60010233936512
444177,D-15Fryst,4.67710924515644
444177,D-13U,25.5902073334831
444177,D-4,5.49138582382244
444177,D-12,35.1574902462807
444177,D-9Fryst,13.7884931958502
444177,D-3,9.57087624426781
444177,D-10,20.0343439870781
444177,D-2,6.43738914835944
444177,D-5Fryst,3.59332388704536
444177,D-14,29.803638442983
411472,D-6Fresk,277.613557842275
411472,D-7Fryst,229.536892469031
411472,D-15Fryst,890.209792994775
411472,D-13U,680.699515070649
411472,D-4,376.967485670634
411472,D-12,1179.72911715297
411472,D-9Fryst,212.130664551541
411472,D-3,373.680298580543
411472,D-10,623.211200455179
411472,D-2,536.05895089975
411472,D-5Fryst,662.069926188108
411472,D-14,341.810478392962
242619,D-6Fresk,81.3011133680948
242619,D-7Fryst,66.0010233936512
242619,D-15Fryst,46.7710924515644
242619,D-13U,46.0623732002695
242619,D-4,52.9757220651106
242619,D-12,53.0152630697884
242619,D-9Fryst,68.9424659792508
242619,D-3,89.4668866311991
242619,D-10,70.1202039547733
242619,D-2,46.8173756244323
242619,D-5Fryst,58.3915131644872
242619,D-14,35.3918206510423
1037409,D-6Fresk,3.96590796917536
1037409,D-7Fryst,10.2668258612346
1037409,D-15Fryst,46.7710924515644
1037409,D-13U,15.3541244000898
1037409,D-4,15.5050893849104
1037409,D-12,55.8055400734614
1037409,D-9Fryst,11.6671865503348
1037409,D-3,15.3966270016482
1037409,D-10,25.7584422691004
1037409,D-2,11.7043439061081
1037409,D-5Fryst,11.6783026328974
1037409,D-14,67.989550198055
1440052,D-6Fresk,126.909055013611
1440052,D-7Fryst,35.9338905143212
1440052,D-15Fryst,6.23614566020858
1440052,D-13U,20.4721658667864
1440052,D-4,18.4122936445811
1440052,D-12,11.1611080146923
1440052,D-9Fryst,72.1244259475239
1440052,D-3,69.4928840344663
1440052,D-10,15.7412702755614
1440052,D-2,52.084330382181
1440052,D-5Fryst,38.6282317857377
1440052,D-14,15.8331829228347
457412,D-6Fresk,57297.4553846609
457412,D-7Fryst,4602.47136465061
457412,D-15Fryst,34253.5890751107
457412,D-13U,40560.4786235706
457412,D-4,8038.09675529397
457412,D-12,29552.939856703
457412,D-9Fryst,11343.6872868937
457412,D-3,6784.50288202358
457412,D-10,17691.0412528752
457412,D-2,16243.2884728968
457412,D-5Fryst,7604.37167595975
457412,D-14,27122.2423468159
742743,D-6Fresk,65.4374814913934
742743,D-7Fryst,88.0013645248683
742743,D-15Fryst,129.400022449328
742743,D-13U,51.1804146669661
742743,D-4,133.731395944852
742743,D-12,136.165517779246
742743,D-9Fryst,45.6080928785813
742743,D-3,67.8283838180719
742743,D-10,62.9650811022455
742743,D-2,137.52604089677
742743,D-5Fryst,68.2731538538619
742743,D-14,287.791383715055
1009846,D-6Fresk,23.7954478150521
1009846,D-7Fryst,13.9335493831041
1009846,D-15Fryst,49.8891652816686
1009846,D-13U,56.2984561336627
1009846,D-4,18.4122936445811
1009846,D-12,36.8316564484845
1009846,D-9Fryst,37.1228662965197
1009846,D-3,33.290004327888
1009846,D-10,28.6204914101116
1009846,D-2,12.8747782967189
1009846,D-5Fryst,24.2549362375562
1009846,D-14,53.5534128272351
457394,D-6Fresk,461564.267176535
457394,D-7Fryst,892772.37641538
457394,D-15Fryst,102784.152771558
457394,D-13U,202817.747242253
457394,D-4,540212.819259663
457394,D-12,370290.964492645
457394,D-9Fryst,353794.704299028
457394,D-3,409779.563148651
457394,D-10,261941.176995908
457394,D-2,593853.245456526
457394,D-5Fryst,713501.170983388
457394,D-14,47689.0812817275
873513,D-6Fresk,150.704502828663
873513,D-7Fryst,140.802183239789
873513,D-15Fryst,95.1012213181808
873513,D-13U,133.069078134112
873513,D-4,130.501168989663
873513,D-12,83.7083101101921
873513,D-9Fryst,98.6407590164665
873513,D-3,210.559277373892
873513,D-10,176.731534457439
873513,D-2,70.8112806319539
873513,D-5Fryst,127.56299799011
873513,D-14,77.7688690621588
563194,D-6Fresk,1.98295398458768
563194,D-7Fryst,1.46668940874781
563194,D-15Fryst,3.11807283010429
563194,D-13U,5.11804146669661
563194,D-4,0.9690680865569
563194,D-12,3.34833240440769
563194,D-9Fryst,1.0606533227577
563194,D-3,3.3290004327888
563194,D-10,0.715512285252789
563194,D-2,1.75565158591621
563194,D-5Fryst,1.79666194352268
563194,D-14,0.93136370134322
1328337,D-6Fresk,29.7443097688152
1328337,D-7Fryst,5.86675763499122
1328337,D-15Fryst,20.2674733956779
1328337,D-13U,10.2360829333932
1328337,D-4,11.6288170386828
1328337,D-12,23.9963822315884
1328337,D-9Fryst,21.2130664551541
1328337,D-3,10.403126352465
1328337,D-10,12.1637088492974
1328337,D-2,11.7043439061081
1328337,D-5Fryst,6.28831680232938
1328337,D-14,21.8870469815657
273526,D-6Fresk,9.91476992293839
273526,D-7Fryst,11.7335152699824
273526,D-15Fryst,23.3855462257822
273526,D-13U,25.5902073334831
273526,D-4,13.2439305162776
273526,D-12,26.7866592352615
273526,D-9Fryst,12.7278398730925
273526,D-3,18.3095023803384
273526,D-10,10.017171993539
273526,D-2,9.36347512488646
273526,D-5Fryst,10.7799716611361
273526,D-14,30.7350021443262
445973,D-6Fresk,826.891811573062
445973,D-7Fryst,649.010063370904
445973,D-15Fryst,2584.88237615646
445973,D-13U,2026.74442081186
445973,D-4,791.405604021469
445973,D-12,7213.42410989563
445973,D-9Fryst,872.917684629591
445973,D-3,1506.78882089103
445973,D-10,1424.5849599383
445973,D-2,1808.3211334937
445973,D-5Fryst,342.264100241071
445973,D-14,2258.09129390664
1150461,D-6Fresk,61.471573522218
1150461,D-7Fryst,45.467371671182
1150461,D-15Fryst,140.313277354693
1150461,D-13U,51.1804146669661
1150461,D-4,55.5599036292623
1150461,D-12,106.030526139577
1150461,D-9Fryst,15.9097998413656
1150461,D-3,46.6060060590433
1150461,D-10,55.0944459644648
1150461,D-2,46.8173756244323
1150461,D-5Fryst,53.0015273339191
1150461,D-14,122.940008577305
873533,D-6Fresk,87.2499753218578
873533,D-7Fryst,85.0679857073727
873533,D-15Fryst,51.4482016967208
873533,D-13U,76.7706220004492
873533,D-4,59.7591986710089
873533,D-12,60.2699832793384
873533,D-9Fryst,59.3965860744315
873533,D-3,124.421391175482
873533,D-10,76.5598145220484
873533,D-2,43.8912896479053
873533,D-5Fryst,65.5781609385779
873533,D-14,28.4065928909682
349741,D-6Fresk,23.7954478150521
349741,D-7Fryst,20.5336517224693
349741,D-15Fryst,29.6216918859908
349741,D-13U,25.5902073334831
349741,D-4,23.9036794684035
349741,D-12,55.8055400734614
349741,D-9Fryst,85.9129191433741
349741,D-3,26.6320034623104
349741,D-10,46.5082985414313
349741,D-2,25.7495565934378
349741,D-5Fryst,12.5766336046588
349741,D-14,79.1659146141737
645462,D-6Fresk,57.5056655530426
645462,D-7Fryst,74.0678151417642
645462,D-15Fryst,12.4722913204172
645462,D-13U,40.9443317335729
645462,D-4,15.8281120804294
645462,D-12,79.8019223050499
645462,D-9Fryst,42.4261329103082
645462,D-3,45.7737559508461
645462,D-10,102.318256791149
645462,D-2,50.9138959915702
645462,D-5Fryst,19.7632813787495
645462,D-14,119.214553771932
85962,D-6Fresk,1.98295398458768
85962,D-7Fryst,1.46668940874781
85962,D-15Fryst,1.55903641505215
85962,D-13U,5.11804146669661
85962,D-4,1.9381361731138
85962,D-12,1.11611080146923
85962,D-9Fryst,2.12130664551541
85962,D-3,0.832250108197201
85962,D-10,0.715512285252789
85962,D-2,1.17043439061081
85962,D-5Fryst,0.898330971761341
85962,D-14,0.93136370134322
469621,D-6Fresk,3.96590796917536
469621,D-7Fryst,2.20003411312171
469621,D-15Fryst,6.23614566020858
469621,D-13U,5.11804146669661
469621,D-4,2.9072042596707
469621,D-12,10.0449972132231
469621,D-9Fryst,3.18195996827311
469621,D-3,7.07412591967621
469621,D-10,1.43102457050558
469621,D-2,5.26695475774864
469621,D-5Fryst,2.69499291528402
469621,D-14,27.475229189625
469590,D-6Fresk,230363.73029752
469590,D-7Fryst,162312.650108485
469590,D-15Fryst,214779.092683244
469590,D-13U,377143.357639407
469590,D-4,233116.757743259
469590,D-12,241043.659516306
469590,D-9Fryst,268439.688803425
469590,D-3,262036.027191159
469590,D-10,480442.172129549
469590,D-2,164972.727356593
469590,D-5Fryst,235149.810161164
469590,D-14,297112.471638098
657316,D-6Fresk,5.94886195376303
657316,D-7Fryst,8.06679174811293
657316,D-15Fryst,6.23614566020858
657316,D-13U,15.3541244000898
657316,D-4,10.013703561088
657316,D-12,42.9702658565653
657316,D-9Fryst,7.42457325930393
657316,D-3,7.07412591967621
657316,D-10,7.87063513778068
657316,D-2,7.02260634366485
657316,D-5Fryst,11.6783026328974
657316,D-14,8.84795516276059
762966,D-6Fresk,15.8636318767014
762966,D-7Fryst,10.2668258612346
762966,D-15Fryst,31.1807283010429
762966,D-13U,5.11804146669661
762966,D-4,9.04463547453107
762966,D-12,37.3897118492192
762966,D-9Fryst,15.9097998413656
762966,D-3,12.0676265688594
762966,D-10,10.017171993539
762966,D-2,8.77825792958106
762966,D-5Fryst,3.59332388704536
762966,D-14,9.3136370134322
1115803,D-6Fresk,13.8806778921137
1115803,D-7Fryst,9.53348115686073
1115803,D-15Fryst,12.4722913204172
1115803,D-13U,35.8262902668763
1115803,D-4,9.04463547453107
1115803,D-12,25.1124930330576
1115803,D-9Fryst,3.18195996827311
1115803,D-3,13.7321267852538
1115803,D-10,15.7412702755614
1115803,D-2,9.94869232019187
1115803,D-5Fryst,5.38998583056804
1115803,D-14,30.2693202936546
1121303,D-6Fresk,69.4033894605687
1121303,D-7Fryst,37.400579923069
1121303,D-15Fryst,87.3060392429201
1121303,D-13U,81.8886634671458
1121303,D-4,80.1096284887038
1121303,D-12,338.739628245911
1121303,D-9Fryst,33.9409063282465
1121303,D-3,81.1443855492271
1121303,D-10,50.801372252948
1121303,D-2,93.6347512488646
1121303,D-5Fryst,58.3915131644872
1121303,D-14,61.0043224379809
500640,D-6Fresk,7.93181593835071
500640,D-7Fryst,4.40006822624342
500640,D-15Fryst,14.0313277354693
500640,D-13U,15.3541244000898
500640,D-4,6.46045391037934
500640,D-12,14.5094404191
500640,D-9Fryst,7.42457325930393
500640,D-3,6.24187581147901
500640,D-10,5.00858599676952
500640,D-2,7.02260634366485
500640,D-5Fryst,8.08497874585207
500640,D-14,3.72545480537288
405534,D-6Fresk,17.8465858612891
405534,D-7Fryst,5.86675763499122
405534,D-15Fryst,12.4722913204172
405534,D-13U,15.3541244000898
405534,D-4,5.49138582382244
405534,D-12,61.9441494815422
405534,D-9Fryst,19.0917598096387
405534,D-3,12.0676265688594
405534,D-10,18.6033194165725
405534,D-2,10.5339095154973
405534,D-5Fryst,14.3732955481815
405534,D-14,21.4213651308941
585543,D-6Fresk,161981.562139014
585543,D-7Fryst,155077.471255132
585543,D-15Fryst,479609.490435322
585543,D-13U,855352.680121671
585543,D-4,205392.688854953
585543,D-12,737366.413766256
585543,D-9Fryst,688621.74522718
585543,D-3,310856.234663061
585543,D-10,541837.41927795
585543,D-2,246785.506043094
585543,D-5Fryst,333087.649364529
585543,D-14,1080225.89013816
393130,D-6Fresk,1.98295398458768
393130,D-7Fryst,2.20003411312171
393130,D-15Fryst,9.35421849031287
393130,D-13U,5.11804146669661
393130,D-4,0.9690680865569
393130,D-12,6.13860940808076
393130,D-9Fryst,3.18195996827311
393130,D-3,4.57737559508461
393130,D-10,2.86204914101116
393130,D-2,1.75565158591621
393130,D-5Fryst,2.69499291528402
393130,D-14,2.79409110402966
1262650,D-6Fresk,3.96590796917536
1262650,D-7Fryst,3.66672352186951
1262650,D-15Fryst,3.11807283010429
1262650,D-13U,10.2360829333932
1262650,D-4,2.26115886863277
1262650,D-12,5.02249860661153
1262650,D-9Fryst,4.24261329103082
1262650,D-3,2.080625270493
1262650,D-10,2.86204914101116
1262650,D-2,2.34086878122162
1262650,D-5Fryst,1.79666194352268
1262650,D-14,2.79409110402966
904314,D-6Fresk,3.96590796917536
904314,D-7Fryst,2.93337881749561
904314,D-15Fryst,1.55903641505215
904314,D-13U,10.2360829333932
904314,D-4,1.61511347759483
904314,D-12,18.4158282242423
904314,D-9Fryst,2.12130664551541
904314,D-3,4.57737559508461
904314,D-10,4.29307371151674
904314,D-2,2.92608597652702
904314,D-5Fryst,1.79666194352268
904314,D-14,1.39704555201483
1410645,D-6Fresk,23.7954478150521
1410645,D-7Fryst,25.6670646530866
1410645,D-15Fryst,67.0385658472422
1410645,D-13U,46.0623732002695
1410645,D-4,25.5187929459984
1410645,D-12,212.619107679888
1410645,D-9Fryst,9.54587990481934
1410645,D-3,32.4577542196908
1410645,D-10,24.3274176985948
1410645,D-2,26.3347737887432
1410645,D-5Fryst,13.4749645764201
1410645,D-14,72.1806868540995
698737,D-6Fresk,9.91476992293839
698737,D-7Fryst,0.733344704373903
698737,D-15Fryst,3.11807283010429
698737,D-13U,15.3541244000898
698737,D-4,1.9381361731138
698737,D-12,7.8127756102846
698737,D-9Fryst,2.12130664551541
698737,D-3,1.6645002163944
698737,D-10,2.14653685575837
698737,D-2,3.51130317183242
698737,D-5Fryst,2.69499291528402
698737,D-14,6.51954590940254
1203610,D-6Fresk,4404.14079976923
1203610,D-7Fryst,4075.19652220578
1203610,D-15Fryst,2835.88723897985
1203610,D-13U,4012.54450989014
1203610,D-4,4798.50214193425
1203610,D-12,2918.0716904413
1203610,D-9Fryst,4278.67550400458
1203610,D-3,4923.17551504054
1203610,D-10,5569.54762840771
1203610,D-2,3946.11954794434
1203610,D-5Fryst,4054.16767555893
1203610,D-14,4081.70142113666
279010,D-6Fresk,11.8977239075261
279010,D-7Fryst,10.2668258612346
279010,D-15Fryst,7.79518207526073
279010,D-13U,20.4721658667864
279010,D-4,12.9209078207587
279010,D-12,11.1611080146923
279010,D-9Fryst,6.36391993654623
279010,D-3,10.403126352465
279010,D-10,11.4481965640446
279010,D-2,7.60782353897025
279010,D-5Fryst,8.98330971761341
279010,D-14,5.12250035738771
903510,D-6Fresk,3.96590796917536
903510,D-7Fryst,2.93337881749561
903510,D-15Fryst,3.11807283010429
903510,D-13U,10.2360829333932
903510,D-4,0.646045391037934
903510,D-12,2.23222160293846
903510,D-9Fryst,1.0606533227577
903510,D-3,0.832250108197201
903510,D-10,0.715512285252789
903510,D-2,0.585217195305404
903510,D-5Fryst,2.69499291528402
903510,D-14,4.19113665604449
457421,D-6Fresk,1756.89723034468
457421,D-7Fryst,2120.83288504933
457421,D-15Fryst,1580.86292486288
457421,D-13U,1218.09386907379
457421,D-4,1927.79944685719
457421,D-12,2601.65427822477
457421,D-9Fryst,940.799497286084
457421,D-3,2227.51741458981
457421,D-10,2520.03426866032
457421,D-2,4367.47592856423
457421,D-5Fryst,1568.4858766953
457421,D-14,2477.42744557296
349968,D-6Fresk,1.98295398458768
349968,D-7Fryst,1.46668940874781
349968,D-15Fryst,1.55903641505215
349968,D-13U,5.11804146669661
349968,D-4,3.55324965070863
349968,D-12,2.79027700367307
349968,D-9Fryst,2.12130664551541
349968,D-3,0.832250108197201
349968,D-10,3.57756142626395
349968,D-2,1.75565158591621
349968,D-5Fryst,9.88164068937475
349968,D-14,1.86272740268644
1257041,D-6Fresk,9.91476992293839
1257041,D-7Fryst,0.733344704373903
1257041,D-15Fryst,10.913254905365
1257041,D-13U,10.2360829333932
1257041,D-4,2.58418156415173
1257041,D-12,16.7416620220384
1257041,D-9Fryst,2.12130664551541
1257041,D-3,2.9128753786902
1257041,D-10,3.57756142626395
1257041,D-2,2.34086878122162
