taxon,donor,donor_abundance
525367,D-10,8.58614742303347
525367,D-2,2.92608597652702
525367,D-5Fryst,8.98330971761341
525367,D-14,1.86272740268644
568703,D-6Fresk,5.94886195376303
568703,D-7Fryst,0.733344704373903
568703,D-15Fryst,9.35421849031287
568703,D-13U,10.2360829333932
568703,D-4,2.58418156415173
568703,D-12,12.2772188161615
568703,D-9Fryst,3.18195996827311
568703,D-3,2.9128753786902
568703,D-10,4.29307371151674
568703,D-2,2.34086878122162
568703,D-5Fryst,2.69499291528402
568703,D-14,3.72545480537288
565040,D-6Fresk,17727.6086222138
565040,D-7Fryst,491.340951930515
565040,D-15Fryst,20253.4420679424
565040,D-13U,926.365505472087
565040,D-4,1623.83509037385
565040,D-12,2978.34167372064
565040,D-9Fryst,263.042024043911
565040,D-3,503.927440513405
565040,D-10,590.297635333551
565040,D-2,437.157244893137
565040,D-5Fryst,341.365769269309
565040,D-14,3669.10730144161
546262,D-6Fresk,41.6420336763412
546262,D-7Fryst,57.2008869411644
546262,D-15Fryst,23.3855462257822
546262,D-13U,35.8262902668763
546262,D-4,65.5736071903503
546262,D-12,37.3897118492192
546262,D-9Fryst,38.1835196192774
546262,D-3,41.61250540986
546262,D-10,24.3274176985948
546262,D-2,63.2034570929836
546262,D-5Fryst,111.393040498406
546262,D-14,9.77931886410381
1121126,D-6Fresk,3.96590796917536
1121126,D-7Fryst,5.13341293061732
1121126,D-15Fryst,9.35421849031287
1121126,D-13U,25.5902073334831
1121126,D-4,2.58418156415173
1121126,D-12,21.76416062865
1121126,D-9Fryst,3.18195996827311
1121126,D-3,2.9128753786902
1121126,D-10,7.15512285252789
1121126,D-2,5.85217195305404
1121126,D-5Fryst,1.79666194352268
1121126,D-14,10.2450007147754
545696,D-6Fresk,1296.85190592034
545696,D-7Fryst,965.81497566043
545696,D-15Fryst,2848.35953030027
545696,D-13U,1402.34336187487
545696,D-4,954.209042563028
545696,D-12,2942.06807267289
545696,D-9Fryst,666.090286691839
545696,D-3,1580.44295546648
545696,D-10,1890.38345763787
545696,D-2,2148.33232396614
545696,D-5Fryst,1315.1565426586
545696,D-14,1859.46762973174
1122949,D-6Fresk,7.93181593835071
1122949,D-7Fryst,5.13341293061732
1122949,D-15Fryst,14.0313277354693
1122949,D-13U,25.5902073334831
1122949,D-4,13.2439305162776
1122949,D-12,61.3860940808076
1122949,D-9Fryst,3.18195996827311
1122949,D-3,11.6515015147608
1122949,D-10,10.7326842787918
1122949,D-2,10.5339095154973
1122949,D-5Fryst,10.7799716611361
1122949,D-14,9.3136370134322
702444,D-6Fresk,36587.4839696272
702444,D-7Fryst,26547.0782983353
702444,D-15Fryst,32766.2683351509
702444,D-13U,51630.8023160354
702444,D-4,36504.1487752074
702444,D-12,36936.5708638226
702444,D-9Fryst,40913.6412720557
702444,D-3,36646.0528891933
702444,D-10,67644.5314477987
702444,D-2,25201.2080814366
702444,D-5Fryst,35104.0793835179
702444,D-14,46122.5275360682
1423799,D-6Fresk,15.8636318767014
1423799,D-7Fryst,13.2002046787302
1423799,D-15Fryst,6.23614566020858
1423799,D-13U,5.11804146669661
1423799,D-4,15.8281120804294
1423799,D-12,3.9063878051423
1423799,D-9Fryst,7.42457325930393
1423799,D-3,7.49025097377481
1423799,D-10,2.14653685575837
