donor,recipient,taxon,pre_abundance,post_abundance,log_fold_change
D-2,11-0,908290,166.273429267959,37.7403163579734,-2.13937922082682
D-2,11-0,1077975,39.9427790978896,15.5401302650479,-1.3619361174574
D-2,11-0,1292022,55.7341103691482,14.4301209604016,-1.94947716228033
D-2,11-0,469585,1123.97122577782,22471.0283632592,4.32138914203386
D-2,11-0,329,567.559023925826,1813.75520379201,1.67613741351405
D-2,11-0,515608,6.50231287640063,0.555004652323138,-3.55038120687051
D-2,11-0,904306,1306.96488815653,48.285404752113,-4.75848940220071
D-2,11-0,645463,7846.43383813659,697.085843317861,-3.49262887161089
D-2,11-0,999415,72.4543434798927,20.5351721359561,-1.81897513804621
D-2,11-0,1235811,370.631833954836,1141.64456982869,1.62305485748968
D-2,11-0,445972,81257.5462126997,6652.84076739745,-3.6104593901992
D-2,11-0,272562,196.92718997099,19.4251628313098,-3.34166372243114
D-2,11-0,573236,976.27583329958,18.3151535266635,-5.73617911941663
D-2,11-0,405566,19.5069386292019,2.22001860929255,-3.13534370759167
D-2,11-0,752555,145.837588799271,34.9652930963577,-2.06036711020462
D-2,11-0,1121090,26.9381533450883,9.99008374181648,-1.43108227849817
D-2,11-0,586220,9.28901839485804,1.11000930464628,-3.06495437970027
D-2,11-0,1899017,99.392496824981,1448.00713791107,3.8647879576034
D-2,11-0,457390,290.746275759057,21374.3391702687,6.19997529472897
D-2,11-0,742742,4914.81963271939,470.643945170021,-3.38443053265705
D-2,11-0,518637,3755.55013704111,283.0523726848,-3.72988333622574
D-2,11-0,548476,45.5161901348044,8.8800744371702,-2.35773612892811
D-2,11-0,1124991,39.0138772584038,16.095134917371,-1.27736271246409
D-2,11-0,1382315,106.823711540867,8.8800744371702,-3.58851633575728
D-2,11-0,626939,3927.39697734598,6357.57829236154,0.694903891996448
D-2,11-0,1122988,65.0231287640063,59.3854977985757,-0.130842315356726
D-2,11-0,1064535,614.004115900117,78.8106606298856,-2.96178562681592
D-2,11-0,863767,7.43121471588643,3.33002791393883,-1.15806378409175
D-2,11-0,1042156,3136.90151194356,1999.68176232027,-0.649569812393593
D-2,11-0,1005999,56.663012208634,16.095134917371,-1.81578262724822
D-2,11-0,224308,24.1514478266309,12.7651070034322,-0.919904046896986
D-2,11-0,342451,17.6491349502303,4.4400372185851,-1.99095379825649
D-2,11-0,644283,233.154361710937,57.7204838416063,-2.01413012062259
D-2,11-0,871541,99.392496824981,27.1952279638338,-1.86978342709885
D-2,11-0,445336,88.2456747511514,29.9702512254494,-1.55799439098039
D-2,11-0,1232666,18.5780367897161,6.66005582787765,-1.47999187897911
D-2,11-0,479437,57366.1909011248,1095.57918368587,-5.71043506171136
D-2,11-0,1035195,36.2271717399464,13.3201116557553,-1.443466002954
D-2,11-0,1121115,306133.534730139,7297.20116874462,-5.39067405375001
D-2,11-0,1121315,120.757239133155,18.3151535266635,-2.72099997848291
D-2,11-0,1280694,556.412201851997,65.4905489741303,-3.08679542823985
D-2,11-0,471881,7.43121471588643,6.10505117555452,-0.28359466617561
D-2,11-0,818,1150.90937912291,34155.5413086182,4.89127350928526
D-2,11-0,435830,93.8190857880662,91.0207629809946,-0.0436857629466182
D-2,11-0,763034,1767.70020054148,15086.1364594475,3.09327785923774
D-2,11-0,471874,0.928901839485804,8.32506978484707,3.16386431079561
D-2,11-0,411477,1563.34179585461,246321.609789403,7.2997661592787
D-2,11-0,768486,6.50231287640063,2.77502326161569,-1.22845311198315
D-2,11-0,561,78.9566563562933,200143.557702161,11.3076866619275
D-2,11-0,1229781,39.0138772584038,11.6550976987859,-1.74302628481291
D-2,11-0,500635,422.650336966041,127.651070034322,-1.72725896895459
D-2,11-0,428125,14433.2767819304,2633.49707527329,-2.45434710921284
D-2,11-0,561177,26.0092515056025,11.1000930464628,-1.22845311198315
D-2,11-0,1150460,2678.02400323757,321.347693695097,-3.05896186831858
D-2,11-0,1229756,8.36011655537224,2.77502326161569,-1.59102319136786
D-2,11-0,411473,8760.47324819062,935.182839164487,-3.22768844612495
D-2,11-0,890402,15391.9034802798,3949.96811058377,-1.96225874629192
D-2,11-0,1159488,12.0757239133155,6.10505117555452,-0.984034384316702
D-2,11-0,889201,85.458969232694,68.2655722357459,-0.32407373553068
D-2,11-0,935839,146.766490638757,39.4053303149428,-1.89705991348533
D-2,11-0,469596,12398.052851617,521.704373183749,-4.57073722214485
D-2,11-0,205922,45.5161901348044,26.0852186591875,-0.803147277250477
D-2,11-0,354242,123.543944651612,951.277974081858,2.9448426737984
D-2,11-0,552398,54314.7483584139,16596.8591230711,-1.71043374930434
D-2,11-0,1367477,17.6491349502303,29.4152465731263,0.736966656306707
